reaction	linear_coefficient
rxn03253	[0.3546745997172801]
rxn02720	[0.3546745997172801]
rxn00946	[0.3546745997172801]
rxn02679	[0.3546745997172801]
rxn02803	[0.3546745997172801]
rxn03251	[0.3546745997172801]
rxn00872	[0.3546745997172801]
rxn01451	[0.27930411392125915]
rxn03242	[0.27930411392125915]
rxn03239	[0.27930411392125915]
rxn06777	[0.27930411392125915]
rxn03244	[0.27930411392125915]
rxn03249	[0.27930411392125915]
rxn03246	[0.27930411392125915]
rxn02122	[0.02183413324580058]
rxn01387	[np.float64(0.39968363453145433)]
rxn00616	[0.20805974961042176]
rxn00501	[np.float64(0.39968363453145433)]
rxn10125	[0.19843213281165997]
rxn01851	[0.02183413324580058]
rxn13812	[0.5857374028875634]
rxn01297	[0.2047588524222749]
rxn01522	[0.2047588524222749]
rxn00288	[np.float64(0.39968363453145433)]
rxn10126	[np.float64(0.39968363453145433)]
rJB00270	[np.float64(0.39968363453145433)]
rxn06493	[0.1546952450687135]
rxn13808	[np.float64(0.39968363453145433)]
rxn00623	[0.6099439822673074]
rxn00506	[0.02183413324580058]
rxn00779	[np.float64(0.39968363453145433)]
rxn13726	[0.2339167775842392]
rJB00264	[0.2339167775842392]
rxn10122	[0.2339167775842392]
rxn00604	[np.float64(0.39968363453145433)]
rxn10902	[np.float64(0.39968363453145433)]
rxn00671	[np.float64(0.39968363453145433)]
rxn01115	[0.614070103752491]
rxn00338	[0.5857374028875634]
rxn00248	[0.7780146640971205]
rxn05353	[0.1137091049825561]
rxn05356	[0.1137091049825561]
rxn05355	[0.1137091049825561]
rxn05354	[0.1137091049825561]
rxn05357	[0.1137091049825561]
rxn05352	[0.1137091049825561]
rxn05351	[0.1137091049825561]
rxn05338	[0.6875150661887596]
rxn00611	[0.6333253373500145]
rxn00612	[0.6333253373500145]
rxn05436	[0.6556063933700063]
rxn05448	[0.6556063933700063]
rxn05442	[0.6556063933700063]
rxn05437	[0.6556063933700063]
rxn05449	[0.6556063933700063]
rxn05443	[0.6556063933700063]
rxn05438	[0.6556063933700063]
rxn05450	[0.6556063933700063]
rxn05444	[0.6556063933700063]
rxn05433	[0.6556063933700063]
rxn05445	[0.6556063933700063]
rxn05439	[0.6556063933700063]
rxn05446	[0.6556063933700063]
rxn05434	[0.6556063933700063]
rxn05440	[0.6556063933700063]
rxn05435	[0.6556063933700063]
rxn05447	[0.6556063933700063]
rxn05441	[0.6556063933700063]
rxn05322	[0.6556063933700063]
rxn05327	[0.6556063933700063]
rxn05324	[0.6556063933700063]
rxn13838	[0.6556063933700063]
rxn05328	[0.6556063933700063]
rxn05326	[0.6556063933700063]
rxn13850	[0.6556063933700063]
rxn08396	[0.6556063933700063]
rxn05325	[0.6556063933700063]
rxn05323	[0.6556063933700063]
rxn05464	[0.6556063933700063]
rxn02866	[np.float64(0.39968363453145433)]
rxn05339	[0.5623560478048562]
rxn05337	[0.5623560478048562]
rxn13844	[0.5623560478048562]
rxn05341	[0.5623560478048562]
rxn05336	[0.5623560478048562]
rxn05372	[0.5623560478048562]
rxn05422	[0.5623560478048562]
rxn05397	[0.5623560478048562]
rxn05376	[0.5623560478048562]
rxn05426	[0.5623560478048562]
rxn05401	[0.5623560478048562]
rxn05380	[0.5623560478048562]
rxn05430	[0.5623560478048562]
rxn05405	[0.5623560478048562]
rxn05461	[0.5623560478048562]
rxn07993	[0.5623560478048562]
rxn05340	[0.5623560478048562]
rxn05342	[0.5623560478048562]
rxn05360	[0.5623560478048562]
rxn05410	[0.5623560478048562]
rxn05385	[0.5623560478048562]
rxn05414	[0.5623560478048562]
rxn05364	[0.5623560478048562]
rxn05389	[0.5623560478048562]
rxn05368	[0.5623560478048562]
rxn05418	[0.5623560478048562]
rxn05393	[0.5623560478048562]
rxn00083	[0.228415282270661]
rxn11245	[0.6737613279048141]
rxn00781	[0.6041674121880504]
rxn00199	[np.float64(0.39968363453145433)]
rxn08398	[0.16404778710179635]
rxn03532	[0.6099439822673074]
rxn13839	[0.7172231408820818]
rxn13790	[0.00505457253938715]
rxn03897	[0.361001319327895]
rxn05289	[np.float64(0.39968363453145433)]
rxn02842	[0.3004848708785351]
rxn13909	[0.11343403021687717]
rxn01643	[0.5612557487421406]
rJB00277	[np.float64(0.39968363453145433)]
