opt_fraction	R_value	p_value
0.1	0.17015143709507421	0.0011363146086915468
0.2	0.14938959525428505	0.004076587854198302
0.3	0.08986258231628738	0.08431388157021714
0.4	0.12984083012531436	0.010766704520437724
0.5	0.14437895673042742	0.0035514648132885782
0.6	0.13667355673192902	0.005809219168912125
0.7	0.13082362380026544	0.007122417964676766
0.8	0.13419588244985572	0.005369293252609468
0.9	0.13700175139184795	0.0036679538199146525
0.05	0.172029259127115	0.0009988165328502349
0.125	0.12558200231026861	0.016975362329883073
0.087	0.17062612794899187	0.0011000006232221176
0.075	0.1701455629180323	0.0011367708185868754
0.15	0.1150840390207045	0.029471963152875372
0.113	0.15671888780888735	0.002715173963057961
