opt_fraction	R_value	p_value
0.1	0.1960952763327102	0.0001439470618853734
0.2	0.19111761490926202	0.00024001811035985056
0.3	0.19550315037796437	0.00011773801984255649
0.4	0.1970895330735559	9.109894265167182e-05
0.5	0.19565589333112354	0.00010269992660673664
0.6	0.18132024532615323	0.00020084012571212851
0.7	0.1730624072248276	0.00040411848073560537
0.8	0.16822622720829739	0.0004456821431034357
0.9	0.1896575919606693	4.16157816518786e-05
0.35	0.20533743661892648	4.7044433645711664e-05
0.375	0.18781108631018717	0.00019869147486356627
0.387	0.18467485986441998	0.00025474385104044394
0.425	0.19714583198262764	9.066955697020842e-05
0.45	0.19758190764192027	8.740757638284474e-05
0.413	0.19796581224686444	8.462757764465454e-05
