opt_fraction	R_value	p_value
0.1	0.06474522071605401	0.21783527848735787
0.2	0.0638165026384631	0.23038128959068882
0.3	0.05790282270045673	0.26529395938022143
0.4	0.05941506347653401	0.24917591190324845
0.5	0.05630750662421703	0.26668650982072906
0.6	0.06577930345631443	0.18374803503577938
0.7	0.044635275649946154	0.35752191834245417
0.8	0.02348983343149676	0.6251411574845547
0.9	0.0538495597872681	0.25696853380294593
0.55	0.074874004782899	0.13842766411371674
0.65	0.044164331846426375	0.3626222081970829
0.587	0.06890836437442772	0.16371536821212748
0.625	0.022972217923108034	0.6363483867632291
0.575	0.05630339290461719	0.25827456244001173
0.613	0.023729888776578584	0.6260780262348082
