opt_fraction	R_value	p_value
0.1	-0.017457500635824665	0.9137309269011001
0.2	-0.03461572718582623	0.8298776282289655
0.3	-0.022646941808731683	0.8882297451450049
0.4	-0.029363983281510492	0.8553898440210663
0.5	-0.00022488886850571797	0.9987248414965451
0.6	-0.02013220756378961	0.8919659107125809
0.7	-0.2670719548698443	0.07277031801650984
0.8	0.013040156042833529	0.917233645897798
0.9	-0.012309577803656368	0.9212448365760273
0.75	-0.06943109164463274	0.6581935433312822
0.85	0.011987057681068202	0.9238970016081003
0.825	0.020200617988810867	0.8721001908195423
0.787	0.012207267443061467	0.9225032036892378
0.775	-0.09656702126644334	0.43340288414024986
0.813	0.006018227987084631	0.9617492660671256
