,genes,T5T0_all2metab.log2FoldChange,T5T0_all2metab.padj,T24T0_all2metab.log2FoldChange,T24T0_all2metab.padj,U5U0_all2metab.log2FoldChange,U5U0_all2metab.padj,U24U0_all2metab.log2FoldChange,U24U0_all2metab.padj
469,PA14_30190,0.784419096,0.161393269,0.691376525,0.241504304,0.295086662,0.776295957,-0.501333122,0.632664823
470,PA14_30280,1.093212937,7.76E-08,0.922946292,1.22E-05,0.598631428,0.010501055,0.303480979,0.437371269
471,PA14_30340,-0.333857674,0.71761456,-0.239173432,0.833318134,-0.470729397,0.659189836,-1.400266071,0.063355433
472,PA14_30670,-0.147368923,0.794771519,-0.009503245,0.990801382,-0.471473644,0.258649436,-0.307391082,0.688969837
473,PA14_30750,0.028491569,0.959509842,0.057751381,0.92834061,-0.114251137,0.855473671,0.007153114,0.999076502
474,PA14_31010,0.033007167,0.976983185,0.061392808,0.961595075,-0.392006397,0.659189836,-0.13336762,0.999076502
475,PA14_31030,-0.352049994,0.004641877,-0.239091527,0.082480698,-0.478845869,8.55E-05,-0.105467024,0.758582879
476,PA14_31040,-0.52139977,0.014706529,-0.277999984,0.282538655,-0.101483078,0.835842538,-0.037744944,0.999076502
477,PA14_31470,-0.084874606,0.944719534,-0.499902499,0.565326702,0.013190369,0.994033252,0.041583841,0.999076502
478,PA14_31500,0.189798175,0.180353444,0.143402819,0.364465841,-0.54034955,4.38E-06,-0.098968797,0.782714973
479,PA14_31530,0.113583215,0.940786221,-0.129078413,0.945048486,-0.310818258,0.859085492,0.29446954,0.975994257
480,PA14_31540,-0.439226878,0.708676476,-0.823150639,0.406803025,0.099393852,0.970762546,0.854827622,0.564913279
481,PA14_31580,0.077178674,0.623501043,0.037639971,0.866325952,0.129851714,0.386871192,0.202518893,0.191339763
482,PA14_31700,-0.116588062,0.01284094,-0.004222523,0.973023005,0.03201422,0.736884566,0.007569156,0.999076502
483,PA14_31750,0.31122922,0.570654427,0.410796067,0.427872988,0.024462769,0.98621247,-0.126137997,0.992460878
484,PA14_31760,-0.238223679,0.868481569,-1.097691894,0.212945784,0.232743147,0.909770595,-0.249306986,0.990151722
485,PA14_31800,0.308424802,0.805293287,-0.795091491,0.397892978,0.008978039,0.996428451,0.627666451,0.728675533
486,PA14_31820,0.322125748,0.187144119,0.331399856,0.176828956,-0.097456713,0.842781015,-0.248292758,0.544916305
487,PA14_31970,-1.051496112,0.194879041,-1.864173721,0.008234249,0.082204261,0.972773294,0.127321637,0.999076502
488,PA14_31990,-1.947201664,0.003616364,-1.636705941,0.020219335,0.278904254,0.866896373,0.239794303,0.985644254
489,PA14_32080,0.173770089,0.820228986,0.111770262,0.910936686,0.073454093,0.960258938,-0.030968884,0.999076502
490,PA14_32100,-1.045387919,0.483953439,-0.165315457,0.951944644,-0.099036776,0.979131318,-0.107797932,0.999076502
491,PA14_32110,0.507380646,0.186566074,0.583863288,0.115809469,-0.416770943,0.353893225,-0.500488071,0.352927339
492,PA14_32220,0.353181444,0.5281408,0.416462037,0.451731691,-0.044384589,0.97428301,0.13791203,0.990151722
493,PA14_32230,0.306732385,0.88040707,-0.809317034,0.608032238,-0.825936858,0.667443384,0.143009674,0.999076502
494,PA14_32240,0.052842479,0.919867515,0.061943766,0.915815329,0.173307483,0.71804054,-0.031387721,0.999076502
495,PA14_32270,-0.204160643,0.231786732,-0.332683119,0.027081259,-0.178275841,0.366807531,0.085595986,0.898523666
496,PA14_32650,-0.180966359,0.93570703,0.036345839,0.989774642,0.12994741,0.97213705,0.109662488,0.999076502
497,PA14_32660,-0.938153684,0.511865717,-0.038442438,0.98867486,-1.056119846,0.52264764,-1.430871283,0.422305338
498,PA14_33000,1.201962611,0.005289007,0.821694464,0.085090479,0.704140002,0.182756598,-0.966618523,0.098223463
499,PA14_33010,0.530576321,0.249341276,0.375093778,0.482981792,0.142840817,0.887172724,-0.095706893,0.999076502
500,PA14_33030,0.179083287,0.444412996,0.250729745,0.241504304,-0.466218082,0.011815183,-0.028285267,0.999076502
501,PA14_33040,0.712137052,0.229840491,0.602686985,0.343485333,-1.279348098,0.014382313,0.043738961,0.999076502
502,PA14_33280,-0.6882295,0.417344518,-0.830862576,0.308172407,0.080470134,0.97213705,-0.389966461,0.897748038
503,PA14_33450,-0.114212601,0.943119153,0.138248041,0.943726576,0.512658657,0.745781627,-0.930450433,0.525530184
504,PA14_33500,0.765876608,0.332923291,0.704682873,0.400542644,0.385981824,0.773571195,-1.478510926,0.076659865
505,PA14_33540,0.069871973,0.916650653,0.05735112,0.943120255,0.180717803,0.791362654,0.172517946,0.921080265
506,PA14_33550,-1.125764213,0.080424045,-1.500975383,0.013040351,-0.467762221,0.669913353,-0.081937369,0.999076502
507,PA14_33560,-1.078193233,0.128872096,-0.822653165,0.294996614,-0.966855297,0.221497416,0.198816818,0.99592816
508,PA14_33610,-0.004078963,0.996233136,-0.078281716,0.962640349,0.113952274,0.959632598,0.133892103,0.999076502
509,PA14_33630,0.318882195,0.541059925,0.237518295,0.7031596,0.665901317,0.133356589,0.806698194,0.116743103
510,PA14_33650,0.0380703,0.954139651,-0.009743326,0.990447585,-0.151142469,0.836869357,0.368163485,0.554310211
511,PA14_33690,0.154885356,0.917502917,0.106189048,0.951944631,-0.825934035,0.410599241,-0.208566453,0.999076502
512,PA14_33700,-0.165893536,0.901643183,-0.238097624,0.862722104,-0.510286248,0.679305455,-0.509851889,0.806181994
513,PA14_33810,-0.652480468,0.439513441,-0.997755805,0.184495336,0.244433455,0.883151423,0.608175866,0.685182739
514,PA14_33820,-0.27748397,0.766394816,-0.541920915,0.485478911,0.58573324,0.495189225,-0.435672697,0.796104714
515,PA14_33860,-0.040212098,0.880260994,-0.022330203,0.94937847,0.284742201,0.057530821,0.231058441,0.259028386
516,PA14_34050,0.631916565,0.424551943,0.212687957,0.866640056,1.946038079,0.001168726,0.262901303,0.966521876
517,PA14_34250,-0.458555247,0.623102526,-0.299773104,0.801175023,0.093339383,0.967224919,-0.03055625,0.999076502
518,PA14_34260,0.003280838,0.992785881,0.022116948,0.96798883,0.208647149,0.527181953,0.27769456,0.440344706
519,PA14_34270,0.713969196,0.210401254,0.491024436,0.460668692,-0.667237829,0.291717587,-0.59480443,0.512467374
520,PA14_34280,-0.07168251,0.976565867,-0.140440938,0.957366787,0.81319679,0.666170342,0.261697721,0.999076502
521,PA14_34340,-0.137198689,0.923375248,0.010451161,0.996795777,-0.009021872,0.996003956,-0.169664014,0.999076502
522,PA14_34350,1.113243074,0.350701824,0.019544344,0.995524985,-0.239285981,0.93284302,-0.268615946,0.999076502
523,PA14_34360,0.558884635,0.422035612,0.518906983,0.484995966,-0.416460005,0.675833053,-0.22380467,0.968875664
524,PA14_34370,0.705941828,0.166566739,0.628677875,0.240829703,0.21599904,0.835069654,-0.012389721,0.999076502
525,PA14_34390,0.81568004,0.059262282,0.612975605,0.196708789,0.580485845,0.259230419,0.083555289,0.999076502
526,PA14_34410,0.654224053,0.043617787,0.604607136,0.070640041,0.923484813,0.002768849,0.297435986,0.672462419
527,PA14_34420,-0.366969777,0.702212851,-0.517584863,0.564677762,-0.111191214,0.958505227,-0.11310187,0.999076502
528,PA14_34600,1.081745245,4.25E-12,0.993663082,3.87E-10,0.625884619,0.0003085,0.259549019,0.374310669
529,PA14_34630,-0.956061952,0.298008601,-1.057672143,0.23941902,-1.008716021,0.302873759,-0.510443326,0.851188061
530,PA14_34640,-0.074149166,0.953413294,-0.692869124,0.358971845,0.562302495,0.560021361,0.162720356,0.999076502
531,PA14_34770,-0.204896476,0.821662388,-0.14808165,0.896647704,-0.419255294,0.65094008,-2.336686889,2.27E-05
532,PA14_34780,0.002377125,0.996490898,0.074320291,0.945527778,0.254416786,0.776541367,0.116415672,0.999076502
533,PA14_34790,0.309501091,0.602936528,0.273936367,0.67867644,0.282139172,0.727468583,0.473659226,0.557198386
534,PA14_34970,0.315697371,0.004612635,0.310335842,0.006295278,0.073385045,0.755241237,0.160840806,0.396459098
535,PA14_35270,-0.452222435,0.474527765,-0.012468805,0.992057167,-0.270023123,0.790717148,-0.268458389,0.911560753
536,PA14_35290,1.416492803,0.037798342,1.436251253,0.037264433,0.179646133,0.923959783,-0.11347424,0.999076502
537,PA14_35300,0.337139321,0.010492442,0.345441204,0.009233967,0.100408092,0.683512577,0.008508517,0.999076502
538,PA14_35320,1.052969874,0.180063935,0.837732876,0.32765844,0.585094399,0.624190469,-0.514359224,0.812106945
539,PA14_35330,0.129701708,0.7641385,-0.130410633,0.783501672,0.421735087,0.182756598,0.360538682,0.415097978
540,PA14_35340,-1.731254928,0.123310871,-1.291247709,0.30110163,0.530345688,0.812427475,0.325926388,0.993149877
541,PA14_35440,0.682923143,0.062024592,0.68573967,0.062578826,-0.314902882,0.578462984,-0.678606062,0.158783369
542,PA14_35460,-0.095334134,0.88040707,-0.015924796,0.984205574,1.036122987,0.001167516,0.519432144,0.302548898
543,PA14_35490,0.224709604,0.812739915,0.166475614,0.886107364,0.987971324,0.113098487,1.093397066,0.147257063
544,PA14_35500,0.459922281,0.660454418,0.403334756,0.733121643,1.053447705,0.225188199,1.317596634,0.185135383
545,PA14_35520,0.340352058,0.771610806,0.132683238,0.940627861,-0.706582205,0.520835103,-1.044399791,0.358777357
546,PA14_35530,1.106275023,0.001919648,1.020063834,0.005633614,0.707142152,0.091695198,0.058404623,0.999076502
547,PA14_35890,0.642983082,5.50E-09,0.53718692,2.39E-06,0.086782639,0.719912976,0.106535943,0.741811177
548,PA14_35920,-0.099282155,0.873113341,0.001399333,0.999458429,0.409799369,0.342466125,0.190551306,0.898523666
549,PA14_35940,-0.662039241,0.461602959,-0.21885671,0.878960086,-0.160071043,0.939012872,0.025679244,0.999076502
550,PA14_35970,0.470402302,0.290332058,0.364387798,0.466500327,0.678326113,0.106653853,0.330811369,0.709962944
551,PA14_36050,-0.705355237,0.438795144,0.122257413,0.944513275,0.192137666,0.923959783,0.164863184,0.999076502
552,PA14_36080,0.315299355,0.691197897,-0.186909242,0.859468203,-0.413846845,0.660480914,-0.56650772,0.585263294
553,PA14_36120,-1.322013434,0.028391933,-2.128199056,0.000132235,-0.391142995,0.739502059,-0.111258274,0.999076502
554,PA14_36200,-0.006446268,0.995616327,-0.09329304,0.964515001,-0.345611135,0.855932295,-0.441028446,0.919849995
555,PA14_36220,0.281191745,0.749526168,0.367570353,0.668220192,-0.355163018,0.746568915,-0.718973098,0.438579332
556,PA14_36230,0.276284672,0.747948089,-0.097830154,0.942183947,-0.761511414,0.255386141,-0.549020726,0.621298021
557,PA14_36270,0.603954046,0.035016739,0.536775858,0.072098374,-0.347186133,0.355399326,0.383972439,0.412535239
558,PA14_36310,0.146438208,0.000297332,0.107559743,0.01383133,-0.10086474,0.035264597,0.032901451,0.818542682
559,PA14_36320,1.088988022,8.97E-11,0.880974126,3.82E-07,0.04416612,0.940196469,-0.07960264,0.968875664
560,PA14_36330,-0.620222851,0.401615087,-0.132486166,0.924375152,-0.091275749,0.96329296,-0.1647693,0.999076502
561,PA14_36345,-0.082455315,0.955347329,-0.193592409,0.90259306,1.083668519,0.217312737,0.747436324,0.611776889
562,PA14_36570,0.298122524,0.74039166,0.078780839,0.955810107,-0.938220607,0.157615544,-1.201856311,0.111082396
563,PA14_36660,0.16322767,0.921701831,0.262386325,0.870480221,0.457775739,0.778997729,0.297660071,0.978335437
564,PA14_36690,0.390616552,0.68399616,0.021588051,0.989765002,-1.007011011,0.186623551,-0.212666646,0.990151722
565,PA14_36730,0.251574423,0.841965273,0.891985144,0.295536818,-0.560260805,0.653690097,-0.392012397,0.911480521
566,PA14_36810,-0.007749917,0.992785881,-0.284330132,0.713878932,-0.093395726,0.950443385,-0.133287631,0.999076502
567,PA14_36840,-0.222389071,0.840608314,0.424918067,0.657986331,-0.324780005,0.808979227,-0.255768095,0.968523942
568,PA14_36960,0.046134611,0.979952421,0.339805005,0.844286169,-1.057973752,0.378799846,-0.437926453,0.93081616
569,PA14_37090,0.360350276,0.005481497,0.398599804,0.001995406,0.030006029,0.941259228,0.204545249,0.33265581
570,PA14_37100,0.989946044,0.067212318,0.896380359,0.108603082,0.909832733,0.120671095,0.485776652,0.672462419
571,PA14_37340,-1.278110532,0.108762838,-0.956873833,0.27768303,-0.176677593,0.935160316,-0.035170455,0.999076502
572,PA14_37560,0.225105083,0.848143459,-0.144550979,0.92461609,-0.090510836,0.96888825,0.294998067,0.948689765
573,PA14_37590,0.341312942,0.004518162,0.256632035,0.048636902,0.554448538,1.27E-06,0.262728115,0.116385634
574,PA14_37610,0.933273738,0.037054959,0.84361183,0.069561394,1.309722466,0.002204168,0.407849123,0.682106476
575,PA14_37950,0.641098707,0.13370362,0.647570308,0.132932608,0.240970152,0.759299264,-0.051408271,0.999076502
576,PA14_37965,0.043355072,0.969271021,0.263401341,0.772112646,0.210932011,0.862139359,0.080315301,0.999076502
577,PA14_38110,-0.673743508,0.408242679,0.138100448,0.928280695,-0.161291671,0.931433338,-0.164340997,0.999076502
578,PA14_38130,1.98023233,0.072933111,1.651361403,0.1600258,-0.985230505,0.55041235,-1.546341314,0.347961072
579,PA14_38140,0.175736945,0.761298918,-0.175894355,0.77998934,1.456396835,9.82E-06,1.063398975,0.010922686
580,PA14_38250,0.206213653,0.88040707,-0.24811771,0.864608382,2.767464847,3.60E-05,1.021065094,0.376268382
581,PA14_38320,0.758257206,0.379639822,0.464617374,0.667803481,-0.166274062,0.93520177,-0.88147369,0.463970214
582,PA14_38330,0.03663481,0.716392575,0.029441966,0.807557468,0.174643585,0.008714318,0.160956386,0.049501996
583,PA14_38350,-0.270733255,0.481803091,-0.18518872,0.692868739,0.180171517,0.761880561,0.294178365,0.631203644
584,PA14_38360,-0.123616143,0.93570703,-0.052996134,0.97758768,-1.694475338,0.027825554,-2.032249644,0.020841735
585,PA14_38460,-0.571572288,0.656523767,-1.3252543,0.184399055,-1.260043221,0.243188282,0.039942115,0.999076502
586,PA14_38470,0.685396899,0.211668504,0.413862298,0.534922387,0.680529915,0.251759887,0.101846945,0.999076502
587,PA14_38480,-0.664108941,0.514577328,-0.835124697,0.393223326,-1.154839516,0.213418228,-0.077290774,0.999076502
588,PA14_38490,0.456367001,0.821662388,-0.218450396,0.940238929,-1.425161869,0.356759174,-1.684369051,0.364749686
589,PA14_38510,0.484209762,0.223693874,0.417561764,0.322905561,1.415627021,9.55E-06,0.114153519,0.990151722
590,PA14_38530,1.024288715,0.023573589,0.913847442,0.052719475,1.30051242,0.003269426,0.188280241,0.968341285
591,PA14_38550,0.475405049,0.635195166,0.519955756,0.613927052,0.824055783,0.375417198,0.04179942,0.999076502
592,PA14_38580,-0.786310729,0.350038564,-1.071728251,0.167694685,1.193182089,0.128236025,-0.859757458,0.473493071
593,PA14_38590,0.305530149,0.319484266,0.326092341,0.285513471,1.100479503,2.30E-06,-0.323336278,0.463991495
594,PA14_38610,0.468903878,0.085739066,0.276656145,0.400294845,0.589719399,0.026959065,0.276839639,0.584409008
595,PA14_38630,0.867641649,1.19E-05,0.767737269,0.000179275,0.233148499,0.467685659,0.07012369,0.992460878
596,PA14_38640,-0.102817172,0.950908529,0.345987778,0.818867085,-0.128861528,0.963172231,-0.196262511,0.999076502
597,PA14_38660,-0.788625369,0.006441454,-0.760223236,0.010173852,-0.512582498,0.135420221,0.14978076,0.926636667
598,PA14_38690,-1.13601238,0.252193871,-0.496679869,0.721949111,0.053793102,0.985571923,0.31408766,0.978518731
599,PA14_38840,-1.788884596,0.012097309,-1.772932021,0.014208453,-2.212933551,0.00157285,-0.925172497,0.455671358
600,PA14_38850,-0.62572029,0.019222333,-0.754552872,0.003822875,0.138336658,0.812087435,0.030200249,0.999076502
601,PA14_38860,0.351436249,0.702212851,0.109054394,0.942183947,-0.599892545,0.515657331,-0.720792523,0.511177117
602,PA14_39050,0.167373498,0.90265273,0.13579218,0.936163548,0.43147187,0.758890304,-0.709321895,0.62102037
603,PA14_39100,-0.220310011,0.011724361,-0.099925402,0.372324754,-0.300280735,0.00047074,0.106041812,0.514692973
604,PA14_39190,-0.940534499,0.11784227,0.004079096,0.998574998,-0.104806663,0.953219667,0.362619222,0.856161298
605,PA14_39280,-0.041680672,0.979087632,0.104761092,0.951898145,-0.816075791,0.407510122,-1.401169534,0.153708693
606,PA14_39320,-0.449875676,5.14E-13,-0.388580099,1.07E-09,0.04707512,0.745246183,0.108295363,0.343871994
607,PA14_39330,0.211921231,0.884845428,0.353437041,0.797550225,-0.279572442,0.884663651,-1.113059486,0.35535798
608,PA14_39350,-1.452335674,0.02135051,-1.39942271,0.030097028,-0.977333735,0.195266402,-0.036529499,0.999076502
609,PA14_39590,-1.020111858,0.176257648,-1.208201583,0.095190379,0.404924432,0.76788468,0.755851644,0.557521414
610,PA14_39640,-0.281577106,0.790936192,0.126043741,0.934278648,-2.076733129,0.000542337,-1.81998468,0.013585162
611,PA14_39690,-0.29962249,0.820344294,-0.375128455,0.781438388,0.793983326,0.479840018,-1.230677561,0.280573288
612,PA14_39720,-0.01384878,0.990390622,-0.119139503,0.924375152,-0.043834481,0.980949782,-0.085766582,0.999076502
613,PA14_39750,0.72518163,0.382396791,0.555834949,0.555706683,-0.540420953,0.643579544,-0.901338355,0.415097978
614,PA14_39880,0.867651491,0.009306239,0.672253604,0.061514205,-0.374175372,0.441823707,0.115732819,0.986765024
615,PA14_39890,1.515642101,0.006125617,1.327555551,0.021320563,1.610612268,0.0041737,0.299297115,0.923132543
616,PA14_39910,1.13827409,0.181499617,0.743423873,0.462566803,-0.261758442,0.895246081,-0.768678708,0.62145687
617,PA14_39925,-1.382590314,1.90E-05,-2.093036906,1.63E-11,-0.064272363,0.957691533,0.088162983,0.999076502
618,PA14_39945,-1.446524922,6.77E-06,-1.898427429,1.57E-09,-0.216136583,0.767010647,0.10781681,0.996189496
619,PA14_39960,0.1735822,0.840194335,0.126858192,0.904371442,-0.508592156,0.467685659,-0.254050139,0.921584587
620,PA14_39970,0.093542655,0.953413294,-0.917205314,0.322012781,-0.384545727,0.816090502,0.198276545,0.999076502
621,PA14_40390,-0.429196222,0.298762477,-0.266134304,0.59949071,0.843947008,0.0165701,0.387225041,0.559602532
622,PA14_40410,-1.046356721,0.309101355,-0.335162458,0.837738042,-0.192355326,0.940196469,-0.574396366,0.84823086
623,PA14_40420,0.672890028,0.543451761,0.650916234,0.584908376,0.305010586,0.882419085,-0.034344704,0.999076502
624,PA14_40470,-0.387129153,2.02E-22,-0.399081058,1.07E-23,-0.138663941,0.003257829,0.102183588,0.103039881
625,PA14_40670,0.602004266,0.458800469,0.612992727,0.466500327,1.075194669,0.136807241,-0.233706131,0.978335437
626,PA14_40770,0.590355753,0.395561445,0.386098104,0.652828556,0.532854347,0.540075169,0.165681716,0.996189496
627,PA14_40890,0.347783298,1.98E-08,0.31169449,8.82E-07,0.185030592,0.010328073,0.136381927,0.171641322
628,PA14_40980,-0.615354294,1.72E-20,-0.621850479,8.46E-21,-0.38084117,9.65E-08,0.218789126,0.018217803
629,PA14_41010,-0.614444373,0.003079565,-0.269756554,0.305840476,0.710073776,0.000665968,0.69317138,0.005665759
630,PA14_41020,-0.455290607,0.004505823,-0.239316351,0.213429496,0.64886998,2.90E-05,0.786814543,5.54E-06
631,PA14_41130,0.331313063,0.000518722,0.283354298,0.004579382,0.139906195,0.285088282,0.022895379,0.999076502
632,PA14_41140,-1.481753501,0.21173446,-1.476978504,0.219393178,-0.194663178,0.95405512,0.087912986,0.999076502
633,PA14_41150,-1.161646338,0.253552633,-0.057479345,0.978806278,-0.185847403,0.944228291,0.312896892,0.982483056
634,PA14_41160,0.886348077,0.000480565,0.768958423,0.003702477,0.401238694,0.231176501,-0.325610228,0.515224528
635,PA14_41170,-0.728626072,0.591433348,-0.825865782,0.542717747,-0.244297841,0.930123617,-0.451041454,0.944371322
636,PA14_41350,-0.37976941,0.712474895,-0.069214897,0.96798883,-0.250432363,0.881105661,0.08968454,0.999076502
637,PA14_41400,0.246769784,0.000194003,0.223800178,0.001052405,-0.063143189,0.606378519,0.02590655,0.984202384
638,PA14_41470,-0.360701655,0.672829744,-0.507934731,0.52257097,-0.039733394,0.984065461,-0.511330549,0.70801577
639,PA14_41510,0.215636206,0.599507421,0.27504183,0.484995966,0.519962375,0.114866936,0.223233867,0.79111263
640,PA14_41530,-0.019602341,0.992785881,0.383770298,0.859660224,-2.419437302,0.033551581,-0.164669591,0.999076502
641,PA14_41540,-0.303014881,0.850017251,-0.81876569,0.495347921,0.009584696,0.996428451,0.026491357,0.999076502
642,PA14_41563,-0.560657224,0.677557904,-0.065846753,0.97758768,-0.301460074,0.901103257,-0.281545737,0.994486361
643,PA14_41640,-0.02947091,0.964894726,-0.150826846,0.790665082,0.215730251,0.719228635,0.142356707,0.952351204
644,PA14_41670,-0.54319596,0.657021091,-0.126300405,0.951431168,0.88964272,0.462210798,-0.416446262,0.927445677
645,PA14_41820,-0.070704714,0.926075556,-0.034223753,0.971459406,-0.214254331,0.773930244,-0.011497619,0.999076502
646,PA14_41830,-0.494176792,0.721975096,0.176622904,0.935490876,-2.209508816,0.015286553,-0.960664123,0.585576268
647,PA14_41840,-0.350280195,0.026957619,-0.430534193,0.005112338,-0.338427817,0.04357925,-0.269093001,0.241270158
648,PA14_41920,0.631230567,0.53560239,-0.090504387,0.962640349,0.036191869,0.987450773,-0.770641247,0.62102037
649,PA14_41950,0.275256517,0.453665027,0.25854346,0.507435478,0.473643731,0.154928262,0.228579133,0.768151115
650,PA14_42080,-2.414490108,0.000837211,-2.883977623,5.24E-05,-2.519977908,0.000633698,-1.581895435,0.126321151
651,PA14_42090,0.178701531,0.002460229,0.1329455,0.038112878,0.431391668,1.96E-15,0.263816462,8.88E-05
652,PA14_42230,-0.094193788,0.953413294,0.005941697,0.998574998,-0.667037194,0.598497152,-0.876317293,0.544055442
653,PA14_42690,0.156419108,0.83896628,0.256217718,0.715265381,-0.224365145,0.810282521,0.041506723,0.999076502
654,PA14_42720,0.703623631,0.001240127,0.634040751,0.005023145,0.013738729,0.987060762,0.177404632,0.792627425
655,PA14_42730,-0.58039013,0.583723919,-0.119728208,0.950543482,-0.426457358,0.787822051,0.08582978,0.999076502
656,PA14_42740,0.652695923,0.542295898,0.611714669,0.59949071,-0.74695057,0.551463284,-1.181190667,0.343871994
657,PA14_42760,0.230358324,0.503449938,0.09606115,0.850434903,-0.31604451,0.361533188,0.248788555,0.660991022
658,PA14_42850,0.257089717,0.846186378,0.573435042,0.594208253,-0.246912206,0.899767596,-0.430359217,0.894944896
659,PA14_43110,0.009368868,0.992785881,-0.065109668,0.962640349,-0.256183197,0.835553822,0.062664134,0.999076502
660,PA14_43180,-0.632047222,2.24E-08,-0.747824433,2.68E-11,0.068128747,0.806554711,0.158251286,0.485483358
661,PA14_43280,0.495523844,0.433122746,0.395124116,0.582880273,0.567044761,0.40539339,0.36843276,0.808881343
662,PA14_43320,0.790347133,0.444150728,0.91520151,0.365172644,0.784496475,0.528736716,0.588615046,0.815636598
663,PA14_43370,0.484958838,0.39331282,0.243926498,0.753636288,0.523337602,0.399313656,0.22224213,0.93081616
664,PA14_43380,0.42006385,0.675502846,0.353736786,0.761114734,-0.452238219,0.728084327,0.536642627,0.769614766
665,PA14_43400,0.090692513,0.942982373,0.096020614,0.951431168,-0.133161238,0.944487203,0.249810823,0.971430332
666,PA14_43440,-1.294013856,0.197158722,-1.440296868,0.142356125,-0.582756284,0.736538695,-0.111510142,0.999076502
667,PA14_43460,-1.575682251,0.089294857,-1.662205013,0.07072712,-1.909261155,0.036980172,-0.550619309,0.865070352
668,PA14_43610,0.354541498,0.419324509,0.258809455,0.61672615,0.765408495,0.036007105,0.317512462,0.688969837
669,PA14_43620,0.327727531,2.41E-05,0.274575168,0.000698131,-0.002988745,0.990566779,-0.004527253,0.999076502
670,PA14_43640,0.84600964,0.003789362,0.63197943,0.046281855,1.281368177,5.71E-06,0.9639432,0.006520648
671,PA14_43680,-0.63673836,0.040782604,-0.403526539,0.262634216,0.83787042,0.005546396,0.830215776,0.02204667
672,PA14_43690,0.702826105,1.81E-08,0.693186354,4.15E-08,0.14050442,0.525331709,0.018516805,0.999076502
673,PA14_43920,0.580601686,0.392959049,0.673389106,0.308172407,-0.934632937,0.134579203,-0.310677751,0.900882102
674,PA14_43940,-0.362317547,0.675655818,-0.117021388,0.934072146,0.193829998,0.901103257,0.098596194,0.999076502
675,PA14_43950,-0.760121957,0.322203485,-0.953438581,0.188639287,-0.020377697,0.991359861,0.005213542,0.999853972
676,PA14_44000,0.407909895,5.58E-06,0.359350234,0.000111027,-0.015729192,0.96329296,-0.092056865,0.693035825
677,PA14_44010,-0.665521165,0.531300827,-0.312614485,0.835107,0.244421306,0.908985958,0.338411668,0.963792353
678,PA14_44020,0.019569302,0.954139651,-0.023477158,0.954512343,-0.385981442,0.026822619,-0.312139399,0.181148322
679,PA14_44030,-0.314339524,0.626510124,-0.511179861,0.365172644,-0.475770582,0.46750841,-0.319056641,0.825136687
680,PA14_44050,-0.377504762,0.677557904,-0.206660917,0.866640056,-0.064910976,0.97428301,-0.296240805,0.931991602
681,PA14_44060,-0.741535168,0.444690726,-1.283425676,0.121502476,-1.708159514,0.030729873,-0.976829674,0.446644585
682,PA14_44070,0.808919008,5.19E-05,0.675362907,0.001222321,0.282337379,0.319216737,-0.061838004,0.999076502
683,PA14_44210,0.431761556,1.43E-11,0.355491134,7.10E-08,0.5234674,7.97E-16,0.227952867,0.009744567
684,PA14_44260,-0.202988103,0.921701831,-0.239817553,0.916183583,-1.670560941,0.144358484,-0.218970704,0.999076502
685,PA14_44290,0.784119505,0.46111574,0.592961569,0.634241252,0.372816188,0.841256987,0.393878225,0.935398069
686,PA14_44470,0.262695198,0.724299102,0.349707959,0.627906884,0.238158695,0.822419383,0.007343209,0.999076502
687,PA14_44500,0.543328726,0.000470962,0.536241141,0.000685855,0.233966247,0.262501449,-0.042312857,0.999076502
688,PA14_44590,-0.293312448,0.664703496,-0.237548696,0.7643633,-0.040660289,0.978971588,-0.311595401,0.843681761
689,PA14_44710,-0.027556562,0.820228986,-0.031274805,0.808710131,0.401074871,8.91E-11,0.061249198,0.721961942
690,PA14_44740,-0.428205944,0.761316598,-0.038136852,0.985724785,-0.613230095,0.706032621,0.200682986,0.999076502
691,PA14_44760,-0.009163298,0.957869722,0.056712849,0.667467962,0.136582558,0.176478958,0.074235772,0.721371839
692,PA14_44770,0.234792408,6.34E-05,0.200896744,0.001026235,0.291817618,1.10E-06,0.083399769,0.465861678
693,PA14_44800,1.967853312,0.065369105,2.229122809,0.032364365,-0.933501743,0.566260688,-1.259157062,0.481006255
694,PA14_44860,0.751115392,0.528689,1.237263248,0.232994783,0.204340053,0.939012872,-1.036464528,0.529722646
695,PA14_44950,-0.129292051,0.89769382,0.406219356,0.585840582,0.389663728,0.675833053,0.367091137,0.823029111
696,PA14_44970,0.428192698,0.283567633,0.422643391,0.298132016,0.61962877,0.10116453,0.808588936,0.052870548
697,PA14_45000,-0.210342882,0.798034067,-0.149198518,0.884282513,-0.959116612,0.071439884,-0.191381365,0.97323808
698,PA14_45050,-0.409983892,0.329432441,-0.003397835,0.997872236,0.299638105,0.605691529,0.144415925,0.968341285
699,PA14_45060,0.278489351,0.798009757,0.424418055,0.672607346,0.147435137,0.939012872,-0.221776916,0.985348848
700,PA14_45170,-1.306041558,0.074433471,-1.019599908,0.19959438,-1.250581731,0.109015275,-1.920451003,0.019208145
701,PA14_45190,0.057758638,0.808714411,0.069310883,0.778176523,0.626980582,8.80E-07,0.275391278,0.150879751
702,PA14_45240,-0.344907395,0.780816217,-0.996544697,0.258308947,0.309047412,0.857450474,-0.391264747,0.923132543
