reaction	linear_coefficient
rxn03253	[0.22601360731335157]
rxn02720	[0.22601360731335157]
rxn00946	[0.22601360731335157]
rxn02679	[0.22601360731335157]
rxn02803	[0.22601360731335157]
rxn03251	[0.0948642830029149]
rxn00872	[0.0948642830029149]
rxn01451	[0.23921655942514047]
rxn03242	[0.23921655942514047]
rxn03239	[0.23921655942514047]
rxn06777	[0.23921655942514047]
rxn03244	[0.23921655942514047]
rxn03249	[0.23921655942514047]
rxn03246	[0.23921655942514047]
rxn02122	[0.18347076161980946]
rxn01387	[0.5552072133006222]
rxn00616	[0.37623386245192775]
rxn00501	[0.09779827236109022]
rxn10125	[np.float64(0.3850861032605103)]
rxn01851	[0.5751583409362143]
rxn13812	[np.float64(0.3850861032605103)]
rxn01297	[0.28351979873358774]
rxn01522	[0.28351979873358774]
rxn00288	[0.16821401695729782]
rxn10126	[0.16821401695729782]
rJB00270	[0.16821401695729782]
rxn06493	[0.003323815027845023]
rxn13808	[0.6444004897891517]
rxn00623	[0.6514420642487724]
rxn00506	[0.18347076161980946]
rxn00779	[0.18581795310634971]
rxn13726	[0.27354423491579166]
rJB00264	[0.27354423491579166]
rxn10122	[0.27354423491579166]
rxn00604	[0.6332513302280854]
rxn10902	[0.6332513302280854]
rxn00671	[0.09779827236109022]
rxn01115	[0.6881169312259638]
rxn00338	[np.float64(0.3850861032605103)]
rxn00248	[np.float64(0.3850861032605103)]
rxn05353	[0.37858105393846797]
rxn05356	[0.37858105393846797]
rxn05355	[0.37858105393846797]
rxn05354	[0.37858105393846797]
rxn05357	[0.37858105393846797]
rxn05352	[0.37858105393846797]
rxn05351	[0.37858105393846797]
rxn05338	[0.6444004897891517]
rxn00611	[0.7154030322569943]
rxn00612	[0.7154030322569943]
rxn05436	[0.7752564151637708]
rxn05448	[0.7752564151637708]
rxn05442	[0.7752564151637708]
rxn05437	[0.7752564151637708]
rxn05449	[0.7752564151637708]
rxn05443	[0.7752564151637708]
rxn05438	[0.7752564151637708]
rxn05450	[0.7752564151637708]
rxn05444	[0.7752564151637708]
rxn05433	[0.7752564151637708]
rxn05445	[0.7752564151637708]
rxn05439	[0.7752564151637708]
rxn05446	[0.7752564151637708]
rxn05434	[0.7752564151637708]
rxn05440	[0.7752564151637708]
rxn05435	[0.7752564151637708]
rxn05447	[0.7752564151637708]
rxn05441	[0.7752564151637708]
rxn05322	[0.7752564151637708]
rxn05327	[0.7752564151637708]
rxn05324	[0.7752564151637708]
rxn13838	[0.7752564151637708]
rxn05328	[0.7752564151637708]
rxn05326	[0.7752564151637708]
rxn13850	[0.7752564151637708]
rxn08396	[0.7752564151637708]
rxn05325	[0.7752564151637708]
rxn05323	[0.7752564151637708]
rxn05464	[0.7752564151637708]
rxn02866	[0.6540826546711301]
rxn05339	[np.float64(0.3850861032605103)]
rxn05337	[np.float64(0.3850861032605103)]
rxn13844	[np.float64(0.3850861032605103)]
rxn05341	[np.float64(0.3850861032605103)]
rxn05336	[np.float64(0.3850861032605103)]
rxn05372	[np.float64(0.3850861032605103)]
rxn05422	[np.float64(0.3850861032605103)]
rxn05397	[np.float64(0.3850861032605103)]
rxn05376	[np.float64(0.3850861032605103)]
rxn05426	[np.float64(0.3850861032605103)]
rxn05401	[np.float64(0.3850861032605103)]
rxn05380	[np.float64(0.3850861032605103)]
rxn05430	[np.float64(0.3850861032605103)]
rxn05405	[np.float64(0.3850861032605103)]
rxn05461	[np.float64(0.3850861032605103)]
rxn07993	[np.float64(0.3850861032605103)]
rxn05340	[np.float64(0.3850861032605103)]
rxn05342	[np.float64(0.3850861032605103)]
rxn05360	[np.float64(0.3850861032605103)]
rxn05410	[np.float64(0.3850861032605103)]
rxn05385	[np.float64(0.3850861032605103)]
rxn05414	[np.float64(0.3850861032605103)]
rxn05364	[np.float64(0.3850861032605103)]
rxn05389	[np.float64(0.3850861032605103)]
rxn05368	[np.float64(0.3850861032605103)]
rxn05418	[np.float64(0.3850861032605103)]
rxn05393	[np.float64(0.3850861032605103)]
rxn00083	[0.2547667030234696]
rxn11245	[0.12860516062193103]
rxn00781	[0.7752564151637708]
rxn00199	[0.5552072133006222]
rxn08398	[np.float64(0.3850861032605103)]
rxn03532	[0.6514420642487724]
rxn13839	[0.6749139791141749]
rxn13790	[0.2547667030234696]
rxn03897	[0.17584238928855364]
rxn05289	[0.2755980274665144]
rxn02842	[0.2547667030234696]
rxn13909	[0.19139253288688282]
rxn01643	[0.6540826546711301]
rJB00277	[np.float64(0.3850861032605103)]
rxn00211	[0.047920453272109836]
rxn01480	[0.633544729163903]
rxn01053	[0.5751583409362143]
rxn01867	[0.18347076161980946]
rxn01945	[0.3545223412014304]
rJB00104	[0.3545223412014304]
rxn21407	[0.2547667030234696]
rxn08975	[np.float64(0.3850861032605103)]
rJB00263	[np.float64(0.3850861032605103)]
rxn00371	[0.37858105393846797]
rxn08094	[0.2547667030234696]
rxn00154	[0.2547667030234696]
rxn00085	[np.float64(0.3850861032605103)]
rxn00159	[0.6074322238761427]
rxn00161	[0.6074322238761427]
rxn10062	[0.28087920831123]
rxn13898	[0.26650266045617094]
rxn01740	[np.float64(0.3850861032605103)]
rxn00962	[0.23921655942514047]
rxn00979	[np.float64(0.3850861032605103)]
rxn00509	[np.float64(0.3850861032605103)]
rxn01101	[0.823960638509481]
rxn00686	[0.6901707237766866]
rxn00931	[0.7224446067166151]
rxn04954	[0.1652800275991225]
rxn01802	[0.6540826546711301]
rxn01331	[0.272077240236704]
rxn03951	[0.6317843355489978]
rxn02465	[0.633544729163903]
rxn00183	[0.28351979873358774]
rxn13895	[0.28351979873358774]
rxn01452	[0.25007232005038915]
rxn02270	[0.22601360731335157]
rxn00508	[0.18024337332581664]
rxn00500	[0.5666497717975058]
rxn02939	[0.18435095842726204]
rxn13682	[0.633544729163903]
rxn01241	[0.003323815027845023]
rxn02933	[0.5989236547374343]
rxn00907	[0.2852801923484929]
rxn00992	[0.5731045483854915]
rxn00086	[np.float64(0.3850861032605103)]
rxn01475	[0.7670412449608799]
rxn13834	[np.float64(0.3850861032605103)]
rxn00629	[0.7033736758884755]
rxn00546	[0.7033736758884755]
rxn42682	[0.5232267292965112]
rxn13925	[0.09046329896565193]
rxn02774	[0.7154030322569943]
rxn00198	[0.7154030322569943]
rxn03492	[0.823960638509481]
rxn02285	[0.6479212770189621]
rxn00077	[0.3383853997314662]
rxn01268	[0.6854763408036061]
rxn13705	[0.5839603090107403]
rxn09896	[0.13946092124717968]
rxn01045	[0.13946092124717968]
rxn00935	[np.float64(0.3850861032605103)]
rxn00638	[0.753251494977456]
rxn00763	[0.6713931918843645]
rxn03958	[0.6505618674413199]
rxn13906	[0.5895348887912732]
rxn01302	[0.823960638509481]
rxn00834	[0.26650266045617094]
rxn05293	[np.float64(0.3850861032605103)]
rxn07967	[0.5666497717975058]
rxn00105	[0.6309041387415452]
rxn02373	[np.float64(0.3850861032605103)]
rxn02474	[0.6317843355489978]
rxn03055	[0.6074322238761427]
rxn09953	[0.27354423491579166]
rxn02112	[0.36156391566105117]
rxn02632	[0.36156391566105117]
rxn01686	[0.36156391566105117]
rxn13787	[0.2755980274665144]
rxn13896	[0.2755980274665144]
rxn01790	[0.5481656388410013]
rxn00859	[0.02415513947088977]
rxn08352	[0.5549138143648046]
rxn08756	[0.5549138143648046]
rxn00122	[0.7154030322569943]
rxn00184	[0.7036670748242929]
rxn01011	[0.5754517398720317]
rxn06591	[0.6980924950437599]
rxn02186	[0.7300729790478709]
rxn08764	[0.7300729790478709]
rxn02929	[0.6074322238761427]
rxn00190	[np.float64(0.3850861032605103)]
rxn00138	[np.float64(0.3850861032605103)]
rxn08977	[np.float64(0.3850861032605103)]
rxn36840	[np.float64(0.3850861032605103)]
rxn02003	[0.2700234476859813]
rxn08291	[np.float64(0.3850861032605103)]
rxn13795	[0.5751583409362143]
rxn13788	[np.float64(0.3850861032605103)]
rxn00429	[0.6514420642487724]
rxn02440	[0.6537892557353128]
rxn00868	[np.float64(0.3850861032605103)]
rxn10074	[np.float64(0.3850861032605103)]
rxn01729	[np.float64(0.3850861032605103)]
rxn01068	[np.float64(0.3850861032605103)]
rxn01314	[np.float64(0.3850861032605103)]
rxn05570	[0.047920453272109836]
rxn05159	[0.047920453272109836]
rxn05180	[0.047920453272109836]
rxn10073	[0.047920453272109836]
rxn08087	[np.float64(0.3850861032605103)]
rxn08086	[np.float64(0.3850861032605103)]
rxn08089	[np.float64(0.3850861032605103)]
rxn08088	[np.float64(0.3850861032605103)]
rxn08085	[np.float64(0.3850861032605103)]
rxn08083	[np.float64(0.3850861032605103)]
rxn08084	[np.float64(0.3850861032605103)]
rxn10215	[np.float64(0.3850861032605103)]
rxn10218	[np.float64(0.3850861032605103)]
rxn10214	[np.float64(0.3850861032605103)]
rxn10219	[np.float64(0.3850861032605103)]
rxn10217	[np.float64(0.3850861032605103)]
rxn10216	[np.float64(0.3850861032605103)]
rxn10212	[np.float64(0.3850861032605103)]
rxn10211	[np.float64(0.3850861032605103)]
rxn10213	[np.float64(0.3850861032605103)]
rxn05175	[0.0948642830029149]
rxn03243	[0.5622487877602428]
rxn03248	[0.5622487877602428]
rxn06510	[0.5622487877602428]
rxn02804	[0.5622487877602428]
rxn02680	[0.5622487877602428]
rxn05619	[0.3310504263360279]
rxn05163	[0.0948642830029149]
rxn10158	[0.318434272095874]
rxn05603	[0.318434272095874]
rxn05154	[0.24860532537130148]
rxn00727	[0.005084208642750213]
rxn05161	[0.08312832557021363]
rxn05168	[0.08312832557021363]
rxn05155	[0.2896811763857559]
rxn05201	[np.float64(0.3850861032605103)]
rxn02831	[0.19197933075851786]
rxn13885	[0.047920453272109836]
rxn05512	[0.2855735912843105]
rxn08669	[0.3254758465554948]
rxn05156	[0.24860532537130148]
rxn05164	[0.24860532537130148]
rxn13828	[np.float64(0.3850861032605103)]
rxn13829	[np.float64(0.3850861032605103)]
rxn05247	[0.19197933075851786]
rxn05248	[0.19197933075851786]
rxn05249	[0.19197933075851786]
rxn05250	[0.19197933075851786]
rxn05251	[0.19197933075851786]
rxn05252	[0.19197933075851786]
rxn09450	[0.19197933075851786]
rxn09449	[0.19197933075851786]
rxn09448	[0.19197933075851786]
rxn05736	[0.19197933075851786]
rxn00947	[0.19197933075851786]
rxn13892	[0.27941221363214236]
rxn08002	[0.545231649482826]
rxn05349	[0.545231649482826]
rxn00187	[0.2711970434292514]
rxn05331	[0.10483984682071099]
rxn05333	[0.10483984682071099]
rxn10221	[0.25711389451000993]
rxn10224	[0.25711389451000993]
rxn08306	[0.25711389451000993]
rxn08307	[0.25711389451000993]
rxn08308	[0.25711389451000993]
rxn08310	[0.25711389451000993]
rxn08311	[0.25711389451000993]
rxn08312	[0.25711389451000993]
rxn10220	[0.25711389451000993]
rxn10225	[0.25711389451000993]
rxn10223	[0.25711389451000993]
rxn10222	[0.25711389451000993]
rxn10481	[0.22219942114772365]
rxn10344	[0.22219942114772365]
rxn10343	[0.22219942114772365]
rxn01629	[0.23422877751624244]
rxn00986	[0.5314418994994019]
rxn00675	[0.5314418994994019]
rxn05206	[0.26650266045617094]
rxn02911	[0.2051822828703068]
rxn03240	[0.2051822828703068]
rxn03241	[0.2051822828703068]
rxn03245	[0.2051822828703068]
rxn03250	[0.2051822828703068]
rxn03247	[0.2051822828703068]
rxn05165	[0.047920453272109836]
rxn05181	[0.047920453272109836]
rxn10978	[0.318434272095874]
rxn13831	[0.23804296368187036]
rxn10338	[0.26650266045617094]
rxn10341	[0.26650266045617094]
rxn10337	[0.26650266045617094]
rxn10342	[0.26650266045617094]
rxn10340	[0.26650266045617094]
rxn10339	[0.26650266045617094]
rxn10335	[0.26650266045617094]
rxn10334	[0.26650266045617094]
rxn10336	[0.26650266045617094]
rxn13785	[0.047920453272109836]
rPY00162	[np.float64(0.3850861032605103)]
rPY00167	[np.float64(0.3850861032605103)]
rxn02160	[np.float64(0.3850861032605103)]
rxn13872	[0.3515883518432551]
rxn01964	[0.3683120911848544]
rxn00416	[0.16410643185585236]
rxn05651	[np.float64(0.3850861032605103)]
rxn05564	[0.11686920318922978]
rxn01192	[0.3536421443939778]
rxn12206	[0.1391675223113622]
rxn12432	[np.float64(0.3850861032605103)]
