	rxn13726	rxn08094	rxn05312	rxn05318	rxn10154	rxn10113	rxn00285	rxn13803	rxn05158	rxn00615	rxn13836	rxn00148	rxn13689	rxn05466	rxn05229	rxn10042	rxn09566	rxn00250	rxn00134	rxn05581	rxn00251	rxn00014	rxn10165	rxn10053	rxn05297	rxn00124	rxn01807	rxn05467	rxn05468	EX_cpd00182_e	EX_cpd00011_e	EX_cpd00100_e	EX_cpd00080_e	EX_cpd00023_e	EX_cpd00013_e	EX_cpd00007_e	EX_cpd00009_e	EX_cpd00036_e	ATPM	rxn00182	EX_cpd00170_e	EX_cpd00222_e	DM_cpd00002_c
29	679.855922082513	281.3903017448428	798.5434514869889	597.1100625000004	-281.3903017448428	445.7052848968583	-281.3903017448428	-117.0753185928273	992.7867360130107	-1000.0	791.3301874999995	597.1100624999999	234.15063718565466	-281.39030174484276	-597.1100625000004	914.0065592681675	117.07531859282733	597.1100624999999	597.1100624999999	1000.0	597.1100624999999	234.15063718565466	7.213263986989318	597.1100624999999	281.39030174484276	-117.0753185928273	117.0753185928273	-281.3903017448428	281.3903017448428	-597.1100624999999	281.3903017448428	1000.0	-1000.0	-281.39030174484276	281.39030174484276	-281.3903017448428	-791.3301875000011	281.3903017448428	8.39	398.4656203376701	-791.3301874999995	791.3301874999995	597.1100625
30	764.7708305786484	324.92341162015606	1000.0	662.2304513750954	-324.92341162015606	534.9228159019756	-324.92341162015606	-114.92400733833642	986.6913541252865	-1000.0	986.6913541252861	662.2304513750954	229.84801467667285	-324.923411620156	-662.2304513750954	994.6188452553213	114.92400733833642	662.2304513750954	662.2304513750954	1000.0	662.2304513750954	229.84801467667285	13.308645874713534	662.2304513750954	324.923411620156	-114.92400733833642	114.92400733833642	-324.92341162015606	324.923411620156	-662.2304513750954	324.92341162015606	1000.0	-1000.0	-324.923411620156	324.923411620156	-324.923411620156	-986.6913541252865	324.92341162015606	8.39	439.8474189584924	-986.6913541252861	986.6913541252861	662.2304513750956
31	645.2129910704313	283.5554849330977	908.967794087997	597.1100625000004	-283.5554849330977	489.00894866195927	-283.5554849330977	-78.102021204236	882.3623934120018	-1000.0	791.3301874999987	597.1100624999996	156.204042408472	-283.5554849330976	-597.1100625000004	801.4170334789032	78.102021204236	597.1100624999996	597.1100624999996	1000.0	597.1100624999996	156.204042408472	117.63760658799822	597.1100624999996	283.5554849330976	-78.102021204236	78.102021204236	-283.5554849330977	283.55548493309766	-597.1100624999996	283.5554849330977	1000.0	-1000.0	-283.5554849330976	283.5554849330976	-283.55548493309766	-791.3301875000011	283.5554849330977	8.39	361.6575061373336	-791.3301874999987	791.3301874999987	597.1100625
32	686.0277943493458	303.88001400715274	1000.0	627.6106682053157	-303.88001400715274	529.4922616792654	-303.88001400715274	-78.26776633504016	882.8320046159473	-1000.0	882.8320046159475	627.6106682053157	156.53553267008033	-303.8800140071528	-627.6106682053157	842.5633270194261	78.26776633504016	627.6106682053157	627.6106682053157	1000.0	627.6106682053157	156.53553267008033	117.16799538405269	627.6106682053157	303.8800140071528	-78.26776633504016	78.26776633504016	-303.88001400715274	303.8800140071528	-627.6106682053157	303.88001400715274	1000.0	-1000.0	-303.8800140071528	303.8800140071528	-303.8800140071528	-882.8320046159473	303.88001400715274	8.39	382.14778034219296	-882.8320046159475	882.8320046159475	627.6106682053157
33	666.2124245535433	298.58452725137795	1000.0	618.8987383812993	-298.58452725137795	528.1256844519683	-298.58452725137795	-69.04337005078753	856.6962151438978	-1000.0	856.6962151438978	618.8987383812993	138.08674010157506	-298.58452725137784	-618.8987383812993	804.2991646551184	69.04337005078753	618.8987383812993	618.8987383812993	1000.0	618.8987383812993	138.08674010157506	143.3037848561022	618.8987383812993	298.58452725137784	-69.04337005078753	69.04337005078753	-298.58452725137795	298.5845272513779	-618.8987383812993	298.58452725137795	1000.0	-1000.0	-298.58452725137784	298.58452725137784	-298.5845272513779	-856.6962151438978	298.58452725137795	8.39	367.62789730216537	-856.6962151438978	856.6962151438978	618.8987383812994
34	662.8185293416387	282.45513879114736	852.8501408485243	597.1100625000004	-282.45513879114736	467.0020258229508	-282.45513879114736	-97.90825175934395	938.4800466514747	-1000.0	791.3301874999989	597.1100624999997	195.8165035186879	-282.45513879114736	-597.1100625000004	858.6350328603266	97.90825175934395	597.1100624999997	597.1100624999997	1000.0	597.1100624999997	195.8165035186879	61.51995334852529	597.1100624999997	282.45513879114736	-97.90825175934395	97.90825175934395	-282.45513879114736	282.4551387911474	-597.1100624999997	282.45513879114736	1000.0	-1000.0	-282.45513879114736	282.45513879114736	-282.4551387911474	-791.3301875000011	282.45513879114736	8.39	380.3633905504913	-791.3301874999989	791.3301874999989	597.1100625
35	625.8170352336908	287.7892076917622	1000.0	601.1386965251572	-287.7892076917622	525.3397955333578	-287.7892076917622	-50.238619850166515	803.4160895754717	-1000.0	803.4160895754715	601.1386965251572	100.47723970033303	-287.78920769176216	-601.1386965251572	726.2942749340239	50.238619850166515	601.1386965251572	601.1386965251572	1000.0	601.1386965251572	100.47723970033303	196.5839104245283	601.1386965251572	287.78920769176216	-50.238619850166515	50.238619850166515	-287.7892076917622	287.78920769176216	-601.1386965251572	287.7892076917622	1000.0	-1000.0	-287.78920769176216	287.78920769176216	-287.78920769176216	-803.4160895754717	287.7892076917622	8.39	338.0278275419287	-803.4160895754715	803.4160895754715	601.138696525157
36	767.1241306226875	325.34309796701564	1000.0	660.9637510804529	-325.34309796701564	534.248261245375	-325.34309796701564	-116.43793468865624	982.8912532413585	-987.8656574352485	995.0255958061101	660.9637510804529	232.87586937731248	-325.34309796701564	-660.9637510804529	1000.0	116.43793468865624	660.9637510804529	660.9637510804529	987.8656574352485	660.9637510804529	232.87586937731248	4.974404193890052	660.9637510804529	325.34309796701564	-116.43793468865624	116.43793468865624	-325.34309796701564	325.34309796701564	-660.9637510804529	325.34309796701564	987.8656574352485	-987.8656574352486	-325.34309796701564	325.34309796701564	-325.34309796701564	-995.02559580611	325.34309796701564	8.39	441.7810326556719	-995.0255958061101	995.0255958061101	660.9637510804529
37	740.2853123176541	305.2139842382405	905.4857024715934	601.1548433549173	-305.2139842382405	480.57062463530815	-305.2139842382405	-129.85734384117296	897.978827593158	-803.4645300647517	1000.0	601.1548433549173	259.7146876823459	-305.2139842382406	-601.1548433549173	1000.0	129.85734384117296	601.1548433549173	601.1548433549173	803.4645300647517	601.1548433549173	259.7146876823459	-94.51429752840636	601.1548433549173	305.2139842382406	-129.85734384117296	129.85734384117296	-305.2139842382405	305.2139842382405	-601.1548433549173	305.2139842382405	803.4645300647517	-803.4645300647517	-305.2139842382406	305.2139842382406	-305.2139842382405	-999.9999999999998	305.2139842382405	8.39	435.07132807941355	-1000.0	1000.0	601.1548433549169
38	745.257053285449	308.9427899640867	923.3011076061921	611.9269487851395	-308.9427899640867	490.51410657089804	-308.9427899640867	-127.37147335727549	912.4797387492263	-835.7808463554184	1000.0	611.9269487851395	254.74294671455098	-308.94278996408684	-611.9269487851395	1000.0	127.37147335727549	611.9269487851395	611.9269487851395	835.7808463554184	611.9269487851395	254.74294671455098	-76.69889239380791	611.9269487851395	308.94278996408684	-127.37147335727549	127.37147335727549	-308.9427899640867	308.9427899640868	-611.9269487851395	308.9427899640867	835.7808463554184	-835.7808463554184	-308.94278996408684	308.94278996408684	-308.9427899640868	-1000.0	308.9427899640867	8.39	436.3142633213623	-1000.0	1000.0	611.9269487851393
