	rxn10125	rxn00083	rxn05312	rxn05318	rxn00615	rxn00148	rxn05145	rxn00250	rxn00134	rxn00102	rxn05581	rxn00097	rxn00251	rxn10165	rxn05319	EX_cpd00182_e	EX_cpd00100_e	EX_cpd00080_e	EX_cpd00067_e	EX_cpd00001_e	EX_cpd00009_e	ATPM	DM_cpd00002_c
0	-484.4378531666667	-484.4378531666667	726.65677975	242.21892658333334	-726.65677975	8.39	0.0	8.39	242.21892658333334	-8.39	726.65677975	233.82892658333333	8.39	726.65677975	0.0	-242.21892658333334	726.65677975	-726.65677975	0.0	0.0	0.0	8.39	242.21892658333337
1	-460.8560680000001	-460.8560680000001	617.2714240000001	304.4407120000001	-913.3221360000002	304.4407120000001	296.0507120000001	304.4407120000001	304.4407120000001	-304.4407120000001	913.3221360000002	0.0	304.4407120000001	913.3221360000002	0.0	-304.4407120000001	913.3221360000002	-913.3221360000002	1.1368683772161603e-13	0.0	0.0	8.39	304.4407120000001
2	-324.1612966439999	-324.1612966439999	449.16159328799984	199.16099999999994	-597.4829999999998	156.71140671200004	148.32140671200005	156.71140671200004	199.16099999999994	-156.71140671200004	597.4829999999998	42.4495932879999	156.71140671200004	597.4829999999998	0.0	-199.16099999999994	597.4829999999998	-597.4829999999998	0.0	0.0	0.0	8.39	199.16099999999994
3	-573.1689403011857	-573.1689403011857	813.0045472690381	333.33333333333326	-1000.0	195.38545273096202	186.99545273096206	195.38545273096202	333.33333333333326	-195.38545273096202	1000.0	137.94788060237127	195.38545273096202	1000.0	0.0	-333.33333333333326	1000.0	-1000.0	0.0	0.0	0.0	8.39	333.3333333333335
4	-403.76700850000003	-403.76700850000003	340.296695	266.381339	-1000.0	266.381339	458.8473220000001	266.381339	266.381339	-266.381339	1000.0	0.0	266.381339	1000.0	200.8559830000001	-266.381339	1000.0	-1000.0	200.85598300000004	-200.8559830000001	200.85598299999992	8.39	266.381339
5	-585.2683616666667	-585.2683616666667	945.3012055555557	387.3822411111111	-1000.0	387.38224111111117	216.8455177777778	387.38224111111117	387.3822411111111	-387.38224111111117	1000.0	0.0	387.38224111111117	1000.0	-162.1467233333334	-387.3822411111111	1000.0	-1000.0	-162.14672333333343	162.1467233333334	-162.1467233333335	8.39	387.38224111111117
6	-629.5121542853107	-629.5121542853107	925.690975237288	333.3333333333333	-1000.0	82.69902476271203	74.30902476271201	82.69902476271203	333.3333333333333	-82.69902476271203	1000.0	250.63430857062127	82.69902476271203	1000.0	0.0	-333.3333333333333	1000.0	-1000.0	0.0	0.0	0.0	8.39	333.3333333333332
7	-302.93649999999997	-302.93649999999997	172.5819491949998	199.16099999999994	-831.6130508050001	199.16099999999994	424.9010508050002	199.16099999999994	199.16099999999994	-199.16099999999994	831.6130508050001	0.0	199.16099999999994	831.6130508050001	234.13005080500022	-199.16099999999994	831.6130508050001	-831.6130508050001	234.13005080500022	-234.13005080500022	234.1300508050001	8.39	199.16099999999994
8	-350.72463549999986	-350.72463549999986	597.4829999999997	199.16099999999994	-502.28827099999984	103.58472899999981	0.0	103.58472899999981	199.16099999999994	-103.58472899999981	502.28827099999984	95.57627100000008	103.58472899999981	502.28827099999984	-95.19472899999982	-199.16099999999994	502.28827099999984	-502.28827099999984	-95.19472899999982	95.19472899999982	-95.19472899999982	8.39	199.16099999999994
9	-597.1871423194166	-597.1871423194166	1000.0	333.3333333333335	-861.0409513055	147.3490486945002	0.0	147.3490486945002	333.3333333333335	-147.3490486945002	861.0409513055	185.98428463883326	147.3490486945002	861.0409513055	-138.9590486945002	-333.3333333333335	861.0409513055	-861.0409513055	-138.95904869450032	138.9590486945002	-138.95904869449998	8.39	333.33333333333326
10	-604.043576322	-604.043576322	807.935728966	299.924288161	-1000.0	0.0	91.83713551699998	0.0	299.924288161	0.0	1000.0	299.924288161	0.0	1000.0	100.22713551700005	-299.924288161	1000.0	-1000.0	100.22713551700008	-100.22713551700005	100.22713551699997	8.39	299.9242881610001
11	-639.5881638699998	-639.5881638699998	1000.0	360.41183613000027	-1000.0	170.86101678000125	81.23550839000063	170.86101678000125	360.41183613000027	-170.86101678000125	1000.0	189.5508193499989	170.86101678000125	1000.0	-81.23550839000063	-360.41183613000027	1000.0	-1000.0	-81.23550839000063	81.23550839000063	-81.23550839000063	8.39	360.4118361300001
12	-528.7146656467917	-528.7146656467917	1000.0	349.679777097861	-756.7888854893052	349.679777097861	49.03933129358319	349.67977709786106	349.679777097861	-349.67977709786106	756.7888854893052	0.0	349.67977709786106	756.7888854893052	-292.25044580427783	-349.679777097861	756.7888854893052	-756.7888854893052	-292.25044580427766	292.25044580427783	-292.250445804278	8.39	349.679777097861
13	-458.75824103112984	-458.75824103112984	372.0797230933896	227.28162051556492	-1000.0	0.0	309.7651384533052	0.0	227.28162051556492	0.0	1000.0	227.28162051556492	0.0	1000.0	318.1551384533052	-227.28162051556492	1000.0	-1000.0	318.1551384533052	-318.1551384533052	318.15513845330514	8.39	227.2816205155651
14	-336.61388983899997	-336.61388983899997	71.54977967800005	199.16100000000006	-1000.0	131.80622032200017	525.933220322	131.80622032200017	199.16100000000006	-131.80622032200017	1000.0	67.35477967799989	131.80622032200017	1000.0	402.5169999999998	-199.16100000000006	1000.0	-1000.0	402.5169999999998	-402.5169999999998	402.5169999999998	8.39	199.16099999999994
15	-440.06770910316664	-440.06770910316664	653.8090636547499	217.93635455158332	-662.1990636547499	0.0	0.0	0.0	217.93635455158332	0.0	662.1990636547499	217.9363545515833	0.0	662.1990636547499	8.389999999999986	-217.93635455158332	662.1990636547499	-662.1990636547499	8.389999999999986	-8.389999999999986	8.389999999999986	8.39	217.9363545515833
16	-420.456360855466	-420.456360855466	257.17408256639806	208.13068042773298	-1000.0	0.0	367.217958716801	0.0	208.13068042773298	0.0	1000.0	208.130680427733	0.0	1000.0	375.6079587168009	-208.13068042773298	1000.0	-1000.0	375.607958716801	-375.6079587168009	375.607958716801	8.39	208.130680427733
17	-648.12656498837	-648.12656498837	962.9197966434067	333.3333333333333	-1000.0	45.4702033565933	37.0802033565933	45.4702033565933	333.3333333333333	-45.4702033565933	1000.0	287.86312997674	45.4702033565933	1000.0	0.0	-333.3333333333333	1000.0	-1000.0	0.0	0.0	0.0	8.39	333.3333333333334
18	-553.1324262434993	-553.1324262434993	1000.0	333.3333333333333	-772.9315191536652	235.45848084633474	0.0	235.45848084633474	333.3333333333333	-235.45848084633474	772.9315191536652	97.87485248699859	235.45848084633474	772.9315191536652	-227.06848084633475	-333.3333333333333	772.9315191536652	-772.9315191536652	-227.06848084633475	227.06848084633475	-227.0684808463348	8.39	333.3333333333333
19	-566.3727130593221	-566.3727130593221	849.5590695889832	283.18635652966105	-849.5590695889832	8.389999999999986	0.0	8.389999999999986	283.18635652966105	-8.389999999999986	849.5590695889832	274.79635652966107	8.389999999999986	849.5590695889832	0.0	-283.18635652966105	849.5590695889832	-849.5590695889832	0.0	0.0	0.0	8.39	283.18635652966105
20	-326.8783558854999	-326.8783558854999	597.4829999999998	199.16099999999994	-454.59571177099986	151.27728822899996	0.0	151.27728822899996	199.16099999999994	-151.27728822899996	454.59571177099986	47.88371177099998	151.27728822899996	454.59571177099986	-142.88728822899998	-199.16099999999994	454.59571177099986	-454.59571177099986	-142.88728822899998	142.88728822899998	-142.88728822899998	8.39	199.16099999999994
21	-374.5709151144999	-374.5709151144999	597.4829999999998	199.16099999999994	-549.9808302289998	55.892169771	0.0	55.892169771	199.16099999999994	-55.892169771	549.9808302289998	143.26883022899995	55.892169771	549.9808302289998	-47.502169771	-199.16099999999994	549.9808302289998	-549.9808302289998	-47.50216977100001	47.502169771	-47.50216977100001	8.39	199.16099999999994
22	-361.31580902535586	-361.31580902535586	523.4706180507118	199.16099999999994	-597.4829999999998	82.40238194928804	74.01238194928804	82.40238194928804	199.16099999999994	-82.40238194928804	597.4829999999998	116.7586180507119	82.40238194928804	597.4829999999998	0.0	-199.16099999999994	597.4829999999998	-597.4829999999998	0.0	0.0	0.0	8.39	199.16099999999994
23	-637.831830576	-637.831830576	956.7477458640001	318.915915288	-956.7477458640001	8.389999999999986	0.0	8.389999999999986	318.915915288	-8.389999999999986	956.7477458640001	310.5259152880001	8.389999999999986	956.7477458640001	0.0	-318.915915288	956.7477458640001	-956.7477458640001	0.0	0.0	0.0	8.39	318.91591528799995
24	-570.5677130593219	-570.5677130593219	707.5081391779659	283.186356529661	-1000.0	0.0	142.05093041101708	0.0	283.186356529661	0.0	1000.0	283.186356529661	0.0	1000.0	150.44093041101706	-283.186356529661	1000.0	-1000.0	150.440930411017	-150.44093041101706	150.440930411017	8.39	283.186356529661
25	-626.0759909744631	-626.0759909744631	1000.0	373.9240090255369	-1000.0	251.93405415322127	121.77202707661064	251.93405415322127	373.9240090255369	-251.93405415322127	1000.0	121.98995487231564	251.93405415322127	1000.0	-121.77202707661064	-373.9240090255369	1000.0	-1000.0	-121.77202707661058	121.77202707661064	-121.77202707661064	8.39	373.92400902553675
26	-555.5070099376667	-555.5070099376667	846.0966997922221	367.54133995844444	-1000.0	367.54133995844444	256.52732008311114	367.54133995844444	367.54133995844444	-367.54133995844444	1000.0	0.0	367.54133995844444	1000.0	-102.62401987533332	-367.54133995844444	1000.0	-1000.0	-102.62401987533326	102.62401987533332	-102.6240198753332	8.39	367.54133995844444
