	rxn05312	rxn05318	rJB00267	rxn37440	rxn05560	rxn00615	rxn00148	rxn00786	rxn00134	rxn01492	rxn05581	rxn00097	rxn00747	rxn10165	rxn05319	rxn05468	EX_cpd00182_e	EX_cpd00082_e	EX_cpd00100_e	EX_cpd00080_e	EX_cpd00067_e	EX_cpd00001_e	EX_cpd00007_e	EX_cpd00009_e	ATPM	DM_cpd00002_c
39	686.8496496001991	228.94988320006632	308.06317760008847	308.06317760008847	-154.03158880004423	-233.14488320006637	154.03158880004423	-154.03158880004423	228.94988320006632	-154.03158880004423	233.14488320006637	74.91829440002212	-154.03158880004423	541.2080608001548	-453.7047664001327	154.03158880004423	-228.94988320006632	154.03158880004423	233.14488320006637	-541.2080608001548	-145.64158880004425	453.7047664001327	-154.03158880004423	-145.64158880004425	8.39	228.94988320006644
40	912.7002492006005	304.2334164002002	408.4412218669336	408.4412218669336	-204.2206109334668	-308.42841640020015	204.2206109334668	-204.2206109334668	304.2334164002002	-204.2206109334668	308.42841640020015	100.01280546673341	-204.2206109334668	716.8696382671337	-604.2718328004004	204.2206109334668	-304.2334164002002	204.2206109334668	308.42841640020015	-716.8696382671337	-195.83061093346691	604.2718328004004	-204.2206109334668	-195.8306109334668	8.39	304.2334164002002
41	312.699449200599	104.23314973353308	141.77419964471068	141.77419964471068	-70.88709982235534	-108.42814973353299	70.88709982235534	-70.88709982235534	104.23314973353308	-70.88709982235534	108.42814973353302	33.34604991117766	-70.88709982235534	250.20234937824367	-204.271299467066	70.88709982235534	-104.23314973353308	70.88709982235534	108.42814973353302	-250.20234937824367	-62.49709982235538	204.271299467066	-70.88709982235534	-62.497099822355345	8.39	104.233149733533
42	511.9002492006002	170.63341640019996	230.30788853360005	230.30788853360005	-115.15394426680002	-174.82841640020013	115.15394426680002	-115.15394426680002	170.63341640019996	-115.15394426680002	174.82841640020013	55.479472133400044	-115.15394426680002	405.13630493380015	-337.0718328004001	115.15394426680002	-170.63341640019996	115.15394426680002	174.82841640020013	-405.13630493380015	-106.76394426680002	337.0718328004001	-115.15394426680002	-106.76394426680002	8.39	170.63341640019993
43	737.0496487993994	245.6832162664665	330.3742883552886	330.3742883552886	-165.1871441776443	-249.87821626646644	165.1871441776443	-165.1871441776443	245.6832162664665	-165.1871441776443	249.87821626646644	80.49607208882219	-165.1871441776443	580.2525046217551	-487.17143253293295	165.1871441776443	-245.6832162664665	165.1871441776443	249.87821626646644	-580.2525046217551	-156.79714417764433	487.17143253293295	-165.1871441776443	-156.79714417764433	8.39	245.6832162664664
44	287.69974919939887	95.89991639979962	130.6632218663995	130.6632218663995	-65.33161093319976	-100.09491639979964	65.33161093319974	-65.33161093319976	95.89991639979962	-65.33161093319976	100.09491639979967	30.56830546659988	-65.33161093319976	230.75813826619913	-187.60483279959925	65.33161093319976	-95.89991639979962	65.33161093319976	100.09491639979967	-230.75813826619913	-56.94161093319974	187.60483279959925	-65.33161093319976	-56.94161093319974	8.39	95.89991639979964
45	887.6504496002002	295.8834832000668	397.30797760008903	397.30797760008903	-198.65398880004452	-300.0784832000666	198.65398880004452	-198.65398880004452	295.88348320006685	-198.65398880004452	300.07848320006656	97.2294944000223	-198.65398880004452	697.3864608001556	-587.5719664001335	198.65398880004452	-295.8834832000668	198.65398880004452	300.07848320006656	-697.3864608001556	-190.26398880004444	587.5719664001335	-198.65398880004452	-190.26398880004456	8.39	295.8834832000665
46	212.54994959979933	70.84998319993315	97.26331093324416	97.26331093324416	-48.631655466622	-75.04498319993318	48.631655466622	-48.63165546662208	70.84998319993315	-48.631655466622	75.0449831999332	22.218327733311032	-48.63165546662208	172.30829413317736	-137.50496639986616	48.63165546662208	-70.84998319993315	48.631655466622	75.0449831999332	-172.30829413317736	-40.24165546662209	137.50496639986616	-48.63165546662208	-40.24165546662198	8.39	70.84998319993304
47	412.4990500005996	137.49968333353308	186.12957777804425	186.12957777804425	-93.06478888902213	-141.69468333353322	93.06478888902213	-93.06478888902213	137.49968333353308	-93.06478888902213	141.69468333353325	44.43489444451103	-93.06478888902213	327.82426111157747	-270.80436666706635	93.06478888902213	-137.49968333353308	93.06478888902213	141.69468333353325	-327.82426111157747	-84.67478888902207	270.80436666706635	-93.06478888902213	-84.67478888902212	8.39	137.4996833335333
48	561.8998492014005	187.2999497338002	252.5299329784002	252.5299329784002	-126.2649664892001	-191.49494973380013	126.2649664892001	-126.2649664892001	187.2999497338002	-126.2649664892001	191.49494973380013	61.034983244600035	-126.2649664892001	444.02488271220034	-370.40489946760033	126.2649664892001	-187.2999497338002	126.2649664892001	191.49494973380013	-444.02488271220034	-117.87496648920012	370.40489946760033	-126.2649664892001	-117.87496648920012	8.39	187.29994973380008
49	837.5504496010011	279.18348320033374	375.0413109337783	375.0413109337783	-187.52065546688914	-283.3784832003337	187.52065546688914	-187.52065546688914	279.18348320033374	-187.52065546688914	283.3784832003337	91.66282773344457	-187.52065546688914	658.419794134112	-554.1719664006674	187.52065546688914	-279.18348320033374	187.52065546688914	283.3784832003337	-658.419794134112	-179.13065546688927	554.1719664006674	-187.52065546688914	-179.13065546688915	8.39	279.18348320033374
50	536.9500488010003	178.98334960033344	241.4411328004446	241.4411328004446	-120.7205664002223	-183.1783496003334	120.7205664002223	-120.7205664002223	178.98334960033344	-120.7205664002223	183.17834960033338	58.262783200111144	-120.7205664002223	424.619482400778	-353.7716992006669	120.7205664002223	-178.98334960033344	120.7205664002223	183.17834960033338	-424.619482400778	-112.33056640022227	353.7716992006669	-120.7205664002223	-112.33056640022232	8.39	178.98334960033344
51	337.74924880100025	112.58308293366679	152.90744391155567	152.90744391155567	-76.45372195577784	-116.77808293366672	76.45372195577784	-76.45372195577784	112.58308293366679	-76.45372195577784	116.77808293366672	36.12936097788894	-76.45372195577784	269.6855268452224	-220.97116586733353	76.45372195577784	-112.58308293366679	76.45372195577784	116.77808293366672	-269.6855268452224	-68.06372195577785	220.97116586733353	-76.45372195577784	-68.06372195577785	8.39	112.58308293366667
52	987.5500496002012	329.1833498667338	441.7077998223117	441.7077998223117	-220.85389991115585	-333.37834986673363	220.85389991115585	-220.85389991115585	329.1833498667338	-220.85389991115585	333.37834986673363	108.3294499555779	-220.85389991115585	775.0861496890453	-654.1716997334676	220.85389991115585	-329.1833498667338	220.85389991115585	333.37834986673363	-775.0861496890453	-212.46389991115575	654.1716997334676	-220.85389991115585	-212.46389991115586	8.39	329.1833498667337
