opt_fraction	R_value	p_value
0.1	0.03869058243070632	0.8713466388060721
0.2	0.011246867762234204	0.9624653260263718
0.3	-0.01162090832667497	0.961217908173019
0.4	0.012813374645717426	0.9572416494755025
0.5	0.04211770070884614	0.8415623455834287
0.6	-0.27449372318334814	0.05125933553708881
0.7	-0.3106211809894163	0.02652213683646816
0.8	-0.061498645691196445	0.6465224194940302
0.9	-0.07801351984832709	0.5569967495767941
0.45	-0.01162090832667497	0.961217908173019
0.55	0.04211770070884614	0.8415623455834287
0.475	-0.01162090832667497	0.961217908173019
0.487	0.04415945164136488	0.8533384770911705
0.525	0.040888603407442714	0.846131217631598
0.513	0.04211770070884614	0.8415623455834287
