	rxn10158	rxn05312	rxn05318	rJB00240	rxn00615	rxn05209	rxn00148	rxn05229	rxn00250	rxn00134	rxn05581	rxn00097	rxn00251	rxn10165	rxn10053	EX_cpd00182_e	EX_cpd00100_e	EX_cpd00080_e	ATPM	DM_cpd00002_c
63	-647.8296594194479	971.7444891291718	323.91482970972396	647.8296594194479	-971.7444891291718	-647.8296594194479	8.389999999999986	-8.389999999999986	8.389999999999986	323.91482970972396	971.7444891291718	315.524829709724	8.389999999999986	971.7444891291718	8.389999999999986	-323.91482970972396	971.7444891291718	-971.7444891291718	8.39	323.9148297097239
64	-476.5628570531695	714.8442855797542	238.28142852658476	476.5628570531695	-714.8442855797542	-476.5628570531695	8.389999999999986	-8.389999999999986	8.389999999999986	238.28142852658476	714.8442855797542	229.89142852658475	8.389999999999986	714.8442855797542	8.389999999999986	-238.28142852658476	714.8442855797542	-714.8442855797542	8.39	238.28142852658476
65	-583.5230147108273	875.2845220662409	291.76150735541364	583.5230147108273	-875.2845220662409	-583.5230147108273	8.389999999999986	-8.389999999999986	8.389999999999986	291.76150735541364	875.2845220662409	283.37150735541366	8.389999999999986	875.2845220662409	8.389999999999986	-291.76150735541364	875.2845220662409	-875.2845220662409	8.39	291.7615073554137
66	-626.3583433688273	939.5375150532409	313.17917168441363	626.3583433688273	-939.5375150532409	-626.3583433688273	8.389999999999986	-8.389999999999986	8.389999999999986	313.17917168441363	939.5375150532409	304.78917168441365	8.389999999999986	939.5375150532409	8.389999999999986	-313.17917168441363	939.5375150532409	-939.5375150532409	8.39	313.1791716844137
67	-653.2270395077688	979.8405592616532	326.6135197538844	653.2270395077688	-979.8405592616532	-653.2270395077688	8.389999999999986	-8.389999999999986	8.389999999999986	326.6135197538844	979.8405592616532	318.22351975388443	8.389999999999986	979.8405592616532	8.389999999999986	-326.6135197538844	979.8405592616532	-979.8405592616532	8.39	326.61351975388436
68	-540.6876860528274	811.0315290792412	270.3438430264137	540.6876860528274	-811.0315290792412	-540.6876860528274	8.389999999999986	-8.389999999999986	8.389999999999986	270.3438430264137	811.0315290792412	261.9538430264137	8.389999999999986	811.0315290792412	8.389999999999986	-270.3438430264137	811.0315290792412	-811.0315290792412	8.39	270.3438430264137
69	-658.6136463823404	987.9204695735108	329.3068231911703	658.6136463823404	-987.9204695735108	-658.6136463823404	8.389999999999986	-8.389999999999986	8.389999999999986	329.3068231911703	987.9204695735108	320.9168231911703	8.389999999999986	987.9204695735108	8.389999999999986	-329.3068231911703	987.9204695735108	-987.9204695735108	8.39	329.3068231911702
70	-412.51292549707836	618.7693882456175	206.25646274853918	412.51292549707836	-618.7693882456175	-412.51292549707836	8.389999999999986	-8.389999999999986	8.389999999999986	206.25646274853918	618.7693882456175	197.86646274853916	8.389999999999986	618.7693882456175	8.389999999999986	-206.25646274853918	618.7693882456175	-618.7693882456175	8.39	206.25646274853915
71	-663.9894800431631	995.9842200647448	331.9947400215816	663.9894800431631	-995.9842200647448	-663.9894800431631	8.389999999999986	-8.389999999999986	8.389999999999986	331.9947400215816	995.9842200647448	323.6047400215816	8.389999999999986	995.9842200647448	8.389999999999986	-331.9947400215816	995.9842200647448	-995.9842200647448	8.39	331.9947400215816
72	-369.84859615507816	554.7728942326172	184.92429807753908	369.8485961550782	-554.7728942326172	-369.8485961550782	8.389999999999986	-8.389999999999986	8.389999999999986	184.92429807753908	554.7728942326172	176.53429807753906	8.389999999999986	554.7728942326172	8.389999999999986	-184.92429807753908	554.7728942326172	-554.7728942326172	8.39	184.92429807753905
73	-481.9386907139922	722.9080360709884	240.96934535699614	481.9386907139922	-722.9080360709884	-481.9386907139922	8.389999999999986	-8.389999999999986	8.389999999999986	240.96934535699614	722.9080360709884	232.57934535699613	8.389999999999986	722.9080360709884	8.389999999999986	-240.96934535699614	722.9080360709884	-722.9080360709884	8.39	240.96934535699612
74	-594.2639518255648	891.3959277383473	297.1319759127824	594.2639518255648	-891.3959277383473	-594.2639518255648	8.389999999999986	-8.389999999999986	8.389999999999986	297.1319759127824	891.3959277383473	288.74197591278244	8.389999999999986	891.3959277383473	8.389999999999986	-297.1319759127824	891.3959277383473	-891.3959277383473	8.39	297.1319759127824
75	-588.89884837165	883.3482725574751	294.449424185825	588.89884837165	-883.3482725574751	-588.89884837165	8.389999999999986	-8.389999999999986	8.389999999999986	294.449424185825	883.3482725574751	286.05942418582504	8.389999999999986	883.3482725574751	8.389999999999986	-294.449424185825	883.3482725574751	-883.3482725574751	8.39	294.449424185825
76	-551.4286231675649	827.1429347513473	275.71431158378243	551.4286231675649	-827.1429347513473	-551.4286231675649	8.389999999999986	-8.389999999999986	8.389999999999986	275.71431158378243	827.1429347513473	267.32431158378245	8.389999999999986	827.1429347513473	8.389999999999986	-275.71431158378243	827.1429347513473	-827.1429347513473	8.39	275.71431158378243
77	-546.0635197136501	819.0952795704751	273.03175985682503	546.0635197136501	-819.0952795704751	-546.0635197136501	8.389999999999986	-8.389999999999986	8.389999999999986	273.03175985682503	819.0952795704751	264.64175985682505	8.389999999999986	819.0952795704751	8.389999999999986	-273.03175985682503	819.0952795704751	-819.0952795704751	8.39	273.03175985682503
78	-487.30379416790714	730.9556912518606	243.65189708395351	487.3037941679072	-730.9556912518606	-487.3037941679072	8.389999999999986	-8.389999999999986	8.389999999999986	243.65189708395351	730.9556912518606	235.2618970839535	8.389999999999986	730.9556912518606	8.389999999999986	-243.65189708395351	730.9556912518606	-730.9556912518606	8.39	243.6518970839536
79	-498.01258349707854	747.0188752456178	249.00629174853924	498.01258349707854	-747.0188752456178	-498.01258349707854	8.389999999999986	-8.389999999999986	8.389999999999986	249.00629174853924	747.0188752456178	240.61629174853925	8.389999999999986	747.0188752456178	8.389999999999986	-249.00629174853924	747.0188752456178	-747.0188752456178	8.39	249.0062917485393
80	-631.73417702965	947.601265544475	315.867088514825	631.73417702965	-947.601265544475	-631.73417702965	8.389999999999986	-8.389999999999986	8.389999999999986	315.867088514825	947.601265544475	307.477088514825	8.389999999999986	947.601265544475	8.389999999999986	-315.867088514825	947.601265544475	-947.601265544475	8.39	315.867088514825
