	rxn10125	rxn00083	rxn05312	rxn05318	rxn00615	rxn00148	rxn05229	rxn00250	rxn00134	rxn05581	rxn00251	rxn10165	rxn10053	rxn05319	EX_cpd00182_e	EX_cpd00100_e	EX_cpd00080_e	EX_cpd00067_e	EX_cpd00001_e	EX_cpd00009_e	ATPM	DM_cpd00002_c
61	-309.9951249995013	-309.9951249995013	611.6002499990026	203.86674999966755	-416.1234999993351	203.86674999966755	-203.86674999966755	203.86674999966755	203.86674999966755	416.1234999993351	203.86674999966755	416.1234999993351	203.86674999966755	-195.47674999966756	-203.86674999966755	416.1234999993351	-416.1234999993351	-195.47674999966762	195.47674999966756	-195.47674999966756	8.39	203.86674999966755
62	-110.37037400149882	-110.37037400149882	212.35074800299765	70.78358266766588	-149.95716533533175	70.78358266766588	-70.78358266766588	70.78358266766588	70.78358266766588	149.95716533533175	70.78358266766588	149.95716533533175	70.78358266766588	-62.39358266766588	-70.78358266766588	149.95716533533175	-149.95716533533175	-62.393582667665896	62.39358266766588	-62.393582667665896	8.39	70.78358266766588
63	-501.0259866232477	-501.0259866232477	993.6619732464954	331.22065774883185	-670.8313154976637	331.22065774883185	-331.22065774883185	331.22065774883185	331.22065774883185	670.8313154976637	331.22065774883185	670.8313154976637	331.22065774883185	-322.83065774883187	-331.22065774883185	670.8313154976637	-670.8313154976637	-322.830657748832	322.83065774883187	-322.83065774883187	8.39	331.22065774883185
64	-494.72586162374853	-494.72586162374853	981.0617232474971	327.02057441583236	-662.4311488316647	327.02057441583236	-327.02057441583236	327.02057441583236	327.02057441583236	662.4311488316647	327.02057441583236	662.4311488316647	327.02057441583236	-318.63057441583237	-327.02057441583236	662.4311488316647	-662.4311488316647	-318.63057441583237	318.63057441583237	-318.63057441583237	8.39	327.02057441583236
65	-488.4131363742505	-488.4131363742505	968.4362727485009	322.81209091616694	-654.0141818323339	322.81209091616694	-322.81209091616694	322.81209091616694	322.81209091616694	654.0141818323339	322.81209091616694	654.0141818323339	322.81209091616694	-314.42209091616695	-322.81209091616694	654.0141818323339	-654.0141818323339	-314.4220909161668	314.42209091616695	-314.42209091616695	8.39	322.81209091616694
66	-300.6386373752514	-300.6386373752514	592.8872747505028	197.62909158350095	-403.6481831670019	197.62909158350095	-197.62909158350095	197.62909158350095	197.62909158350095	403.6481831670019	197.62909158350095	403.6481831670019	197.62909158350095	-189.23909158350097	-197.62909158350095	403.6481831670019	-403.6481831670019	-189.23909158350102	189.23909158350097	-189.23909158350097	8.39	197.62909158350095
67	-475.85063682485	-475.85063682485	943.3112736497001	314.43709121656667	-637.2641824331333	314.43709121656667	-314.43709121656667	314.43709121656667	314.43709121656667	637.2641824331333	314.43709121656667	637.2641824331333	314.43709121656667	-306.0470912165667	-314.43709121656667	637.2641824331333	-637.2641824331333	-306.0470912165667	306.0470912165667	-306.04709121656674	8.39	314.43709121656667
68	-450.75063722525005	-450.75063722525005	893.1112744505001	297.7037581501667	-603.7975163003334	297.7037581501667	-297.7037581501667	297.7037581501667	297.7037581501667	603.7975163003334	297.7037581501667	603.7975163003334	297.7037581501667	-289.31375815016673	-297.7037581501667	603.7975163003334	-603.7975163003334	-289.31375815016673	289.31375815016673	-289.3137581501667	8.39	297.7037581501667
69	-400.63823737525144	-400.63823737525144	792.8864747505029	264.29549158350096	-536.9809831670019	264.29549158350096	-264.29549158350096	264.29549158350096	264.29549158350096	536.9809831670019	264.29549158350096	536.9809831670019	264.29549158350096	-255.90549158350098	-264.29549158350096	536.9809831670019	-536.9809831670019	-255.90549158350095	255.90549158350098	-255.90549158350098	8.39	264.29549158350096
70	-469.55051182535084	-469.55051182535084	930.7110236507017	310.23700788356723	-628.8640157671344	310.23700788356723	-310.23700788356723	310.23700788356723	310.23700788356723	628.8640157671344	310.23700788356723	628.8640157671344	310.23700788356723	-301.84700788356724	-310.23700788356723	628.8640157671344	-628.8640157671344	-301.84700788356724	301.84700788356724	-301.84700788356724	8.39	310.23700788356723
71	-463.2755370254502	-463.2755370254502	918.1610740509004	306.05369135030014	-620.4973827006003	306.05369135030014	-306.05369135030014	306.05369135030014	306.05369135030014	620.4973827006003	306.05369135030014	620.4973827006003	306.05369135030014	-297.66369135030016	-306.05369135030014	620.4973827006003	-620.4973827006003	-297.66369135030016	297.66369135030016	-297.66369135030016	8.39	306.05369135030014
