opt_fraction	R_value	p_value
0.1	0.15155970101873137	0.003386509229278478
0.2	0.14051749070215883	0.0062785525092428195
0.3	0.09295341901347377	0.0753202983720653
0.4	0.08524969512796364	0.09314548897502693
0.5	0.10336011672293552	0.03831566517405736
0.6	0.05093690676801885	0.2999875897561004
0.7	0.04315041355164508	0.3777250464815677
0.8	0.04918166488246431	0.3140633813434076
0.9	0.09381198140748599	0.04671161477699751
0.05	0.1521182456056637	0.0032693122001034745
0.125	0.1509668993476231	0.0035598686569213137
0.087	0.15197691393591517	0.003298614223520986
0.075	0.15230891866620042	0.003230154553177465
0.15	0.1333269757221878	0.009081534388915997
0.113	0.1521182456056637	0.0032693122001034745
