reaction	linear_coefficient
rxn03253	0.6672347884346306
rxn02720	0.6672347884346306
rxn00946	0.6672347884346306
rxn02679	0.6672347884346306
rxn02803	0.6672347884346306
rxn03251	0.7340361629951414
rxn00872	0.7340361629951414
rxn01451	0.6006817461215568
rxn03242	0.6006817461215568
rxn03239	0.6006817461215568
rxn06777	0.6006817461215568
rxn03244	0.6006817461215568
rxn03249	0.6006817461215568
rxn03246	0.6006817461215568
rxn02122	0.7047329577975939
rxn01387	0.32478461921922447
rxn00616	0.5112821370442935
rxn00501	0.5850368145330357
rxn10125	0.5125237982814775
rxn01851	0.2574865801638401
rxn13812	0.3960559742335983
rxn01297	0.5706335441816988
rxn01522	0.5706335441816988
rxn00288	0.5107854725494196
rxn10126	0.5107854725494196
rJB00270	0.5107854725494196
rxn06493	0.9652334853588419
rxn13808	0.6019234073587411
rxn00623	0.1795102544686714
rxn00506	0.7047329577975939
rxn00779	0.2363783391317084
rxn13726	0.6577981630320306
rJB00264	0.6577981630320306
rxn10122	0.6577981630320306
rxn00604	0.2751181697318559
rxn10902	0.2751181697318559
rxn00671	0.5850368145330357
rxn01115	0.13083713397105018
rxn00338	0.3960559742335983
rxn00248	0.010644326211618264
rxn05353	0.4757706256608249
rxn05356	0.4757706256608249
rxn05355	0.4757706256608249
rxn05354	0.4757706256608249
rxn05357	0.4757706256608249
rxn05352	0.4757706256608249
rxn05351	0.4757706256608249
rxn05338	0.20732346618159775
rxn00611	0.1281054792492449
rxn00612	0.1281054792492449
rxn05436	0.05236414378100786
rxn05448	0.05236414378100786
rxn05442	0.05236414378100786
rxn05437	0.05236414378100786
rxn05449	0.05236414378100786
rxn05443	0.05236414378100786
rxn05438	0.05236414378100786
rxn05450	0.05236414378100786
rxn05444	0.05236414378100786
rxn05433	0.05236414378100786
rxn05445	0.05236414378100786
rxn05439	0.05236414378100786
rxn05446	0.05236414378100786
rxn05434	0.05236414378100786
rxn05440	0.05236414378100786
rxn05435	0.05236414378100786
rxn05447	0.05236414378100786
rxn05441	0.05236414378100786
rxn05322	0.05236414378100786
rxn05327	0.05236414378100786
rxn05324	0.05236414378100786
rxn13838	0.05236414378100786
rxn05328	0.05236414378100786
rxn05326	0.05236414378100786
rxn13850	0.05236414378100786
rxn08396	0.05236414378100786
rxn05325	0.05236414378100786
rxn05323	0.05236414378100786
rxn05464	0.05236414378100786
rxn02866	0.2510299417304821
rxn05339	0.40077428693489836
rxn05337	0.40077428693489836
rxn13844	0.40077428693489836
rxn05341	0.40077428693489836
rxn05336	0.40077428693489836
rxn05372	0.40077428693489836
rxn05422	0.40077428693489836
rxn05397	0.40077428693489836
rxn05376	0.40077428693489836
rxn05426	0.40077428693489836
rxn05401	0.40077428693489836
rxn05380	0.40077428693489836
rxn05430	0.40077428693489836
rxn05405	0.40077428693489836
rxn05461	0.40077428693489836
rxn07993	0.40077428693489836
rxn05340	0.40077428693489836
rxn05342	0.40077428693489836
rxn05360	0.40077428693489836
rxn05410	0.40077428693489836
rxn05385	0.40077428693489836
rxn05414	0.40077428693489836
rxn05364	0.40077428693489836
rxn05389	0.40077428693489836
rxn05368	0.40077428693489836
rxn05418	0.40077428693489836
rxn05393	0.40077428693489836
rxn00083	0.5539952836034303
rxn11245	0.6774164105795412
rxn00781	0.1338171209402923
rxn00199	0.32478461921922447
rxn08398	0.43603746607092997
rxn03532	0.1795102544686714
rxn13839	0.25649325117409266
rxn13790	0.5736135311509409
rxn03897	0.6056483910702937
rxn05289	0.17181195479812925
rxn02842	0.32254962899229284
rxn13909	0.4862005800531723
rxn01643	0.1976385085315609
rJB00277	0.6302332835665411
rxn00211	0.7449627818823624
rxn01480	0.22023674304831362
rxn01053	0.2574865801638401
rxn01867	0.7047329577975939
rxn01945	0.4760189579082617
rJB00104	0.4760189579082617
rxn21407	0.5160004497455934
rxn08975	0.3801627103976404
rJB00263	0.3801627103976404
rxn00371	0.5944734399356357
rxn08094	0.4144325605439247
rxn00154	0.4335541435965616
rxn00085	0.451930729906888
rxn00159	0.2594732381433348
rxn00161	0.2594732381433348
rxn10062	0.5507669643867514
rxn13898	0.5607002542842251
rxn01740	0.40971424784262467
rxn00962	0.6505965278563621
rxn00979	0.3858743520886877
rxn00509	0.3858743520886877
rxn01101	0.07297572031826581
rxn00686	0.15492536197242396
rxn00931	0.11817218935177119
rxn04954	0.6488582021243043
rxn01802	0.2271900459765452
rxn01331	0.03572588320273939
rxn03951	0.33173792214745595
rxn02465	0.21651175933676095
rxn00183	0.5373570230251619
rxn13895	0.5373570230251619
rxn01452	0.28306480164983483
rxn02270	0.6672347884346306
rxn00508	0.6282466255870464
rxn00500	0.30491803942427703
rxn02939	0.5967084301625674
rxn13682	0.31038134886788754
rxn01241	0.9652334853588419
