opt_fraction	R_value	p_value
0.1	0.18328183825331051	0.4666281374726139
0.2	0.16510667782837846	0.5126503942636198
0.3	0.16510667782837846	0.5126503942636198
0.4	0.16510667782837846	0.5126503942636198
0.5	0.0986673204248415	0.5612463959534788
0.6	0.14539006179340652	0.3905641729812024
0.7	0.057690003628990204	0.6352333640749135
0.8	0.1429615691128609	0.25215617314098476
0.9	0.08953742775264965	0.471185045653994
0.05	0.18328183825331051	0.4666281374726139
0.125	0.16510667782837846	0.5126503942636198
0.087	0.2002584221402268	0.4255964307023635
0.075	0.2002584221402268	0.4255964307023635
0.15	0.16510667782837846	0.5126503942636198
0.113	0.18328183825331051	0.4666281374726139
