reaction	linear_coefficient
rxn03253	[0.3334936128326033]
rxn02720	[0.3334936128326033]
rxn00946	[0.3334936128326033]
rxn02679	[0.3334936128326033]
rxn02803	[0.3334936128326033]
rxn03251	[0.053574518527845526]
rxn00872	[0.053574518527845526]
rxn01451	[0.05934954838607476]
rxn03242	[0.05934954838607476]
rxn03239	[0.05934954838607476]
rxn06777	[0.05934954838607476]
rxn03244	[0.05934954838607476]
rxn03249	[0.05934954838607476]
rxn03246	[0.05934954838607476]
rxn02122	[0.07395697685100751]
rxn01387	[0.6979999091784833]
rxn00616	[0.12083663099428005]
rxn00501	[0.05289510325040679]
rxn10125	[0.26793003855976566]
rxn01851	[0.08482762129002722]
rxn13812	[0.5981258633949896]
rxn01297	[0.05289510325040679]
rxn01522	[0.05289510325040679]
rxn00288	[0.5624565613294562]
rxn10126	[0.5624565613294562]
rJB00270	[0.5624565613294562]
rxn06493	[0.030474399094928623]
rxn13808	[0.24992553370763923]
rxn00623	[0.5227107675992904]
rxn00506	[0.08482762129002722]
rxn00779	[np.float64(0.4091778508374767)]
rxn13726	[0.17179277680218502]
rJB00264	[0.17179277680218502]
rxn10122	[0.17179277680218502]
rxn00604	[0.7160044140306098]
rxn10902	[0.7160044140306098]
rxn00671	[0.05289510325040679]
rxn01115	[0.6820336501586731]
rxn00338	[0.5981258633949896]
rxn00248	[0.9269628576753363]
rxn05353	[np.float64(0.4091778508374767)]
rxn05356	[np.float64(0.4091778508374767)]
rxn05355	[np.float64(0.4091778508374767)]
rxn05354	[np.float64(0.4091778508374767)]
rxn05357	[np.float64(0.4091778508374767)]
rxn05352	[np.float64(0.4091778508374767)]
rxn05351	[np.float64(0.4091778508374767)]
rxn05338	[0.6956219557074477]
rxn00611	[0.7299324272181038]
rxn00612	[0.7299324272181038]
rxn05436	[0.8090843070397162]
rxn05448	[0.8090843070397162]
rxn05442	[0.8090843070397162]
rxn05437	[0.8090843070397162]
rxn05449	[0.8090843070397162]
rxn05443	[0.8090843070397162]
rxn05438	[0.8090843070397162]
rxn05450	[0.8090843070397162]
rxn05444	[0.8090843070397162]
rxn05433	[0.8090843070397162]
rxn05445	[0.8090843070397162]
rxn05439	[0.8090843070397162]
rxn05446	[0.8090843070397162]
rxn05434	[0.8090843070397162]
rxn05440	[0.8090843070397162]
rxn05435	[0.8090843070397162]
rxn05447	[0.8090843070397162]
rxn05441	[0.8090843070397162]
rxn05322	[0.8090843070397162]
rxn05327	[0.8090843070397162]
rxn05324	[0.8090843070397162]
rxn13838	[0.8090843070397162]
rxn05328	[0.8090843070397162]
rxn05326	[0.8090843070397162]
rxn13850	[0.8090843070397162]
rxn08396	[0.8090843070397162]
rxn05325	[0.8090843070397162]
rxn05323	[0.8090843070397162]
rxn05464	[0.8090843070397162]
rxn02866	[0.7299324272181038]
rxn05339	[0.3912439114148956]
rxn05337	[0.3912439114148956]
rxn13844	[0.3912439114148956]
rxn05341	[0.3912439114148956]
rxn05336	[0.3912439114148956]
rxn05372	[0.3912439114148956]
rxn05422	[0.3912439114148956]
rxn05397	[0.3912439114148956]
rxn05376	[0.3912439114148956]
rxn05426	[0.3912439114148956]
rxn05401	[0.3912439114148956]
rxn05380	[0.3912439114148956]
rxn05430	[0.3912439114148956]
rxn05405	[0.3912439114148956]
rxn05461	[0.3912439114148956]
rxn07993	[0.3912439114148956]
rxn05340	[0.3912439114148956]
rxn05342	[0.3912439114148956]
rxn05360	[0.3912439114148956]
rxn05410	[0.3912439114148956]
rxn05385	[0.3912439114148956]
rxn05414	[0.3912439114148956]
rxn05364	[0.3912439114148956]
rxn05389	[0.3912439114148956]
rxn05368	[0.3912439114148956]
rxn05418	[0.3912439114148956]
rxn05393	[0.3912439114148956]
rxn00083	[0.2906904503539632]
rxn11245	[np.float64(0.4091778508374767)]
rxn00781	[0.9911676013932964]
rxn00199	[0.6979999091784833]
rxn08398	[0.38988508086001816]
rxn03532	[0.5227107675992904]
rxn13839	[0.0780334685156399]
rxn13790	[np.float64(0.4091778508374767)]
rxn03897	[0.11811896988452514]
rxn05289	[0.3525172406008878]
rxn02842	[0.22648570663600295]
rxn13909	[np.float64(0.4091778508374767)]
rxn01643	[0.6674262216937404]
rJB00277	[0.5210122294056936]
rxn00211	[0.17179277680218502]
rxn01480	[0.659612946003195]
rxn01053	[0.08482762129002722]
rxn01867	[0.07327756157356878]
rxn01945	[0.6711630057196535]
