opt_fraction	R_value	p_value
0.1	0.07789169285271419	0.7512784617828174
0.2	0.03822529770157001	0.8765339489877674
0.3	0.03822529770157001	0.8765339489877674
0.4	-0.09379343221981318	0.7025174619099886
0.5	-0.2448847506342463	0.23807674828489747
0.6	0.09901866626163998	0.4805526356050399
0.7	0.08894057571991901	0.4640559421835808
0.8	0.010538809806837943	0.9335968938687099
0.9	0.1625572458492907	0.16642373717477174
0.85	0.14752712613344418	0.22639521497932558
0.95	0.14068605016383928	0.23515238558961732
0.925	0.17314703061038314	0.14294136698720594
0.887	0.14894845775851412	0.20850740605785678
0.875	0.13205435386284786	0.2688310654105118
0.913	0.17238692211031503	0.14473148792276794
