opt_fraction	R_value	p_value
0.1	0.03275479716439215	0.536169066027218
0.2	0.0171754998596958	0.7443240011139463
0.3	0.020660389230939526	0.6924231411006339
0.4	0.11251979860019845	0.02647671520676392
0.5	0.09614539131019434	0.0531882506198919
0.6	0.0696324713365285	0.15380410584168
0.7	0.0706428608928205	0.1445595756775474
0.8	0.01522371322550134	0.7543272350403056
0.9	0.04224622746311452	0.37181169675341685
0.35	0.043606761265373446	0.3941396544757705
0.375	0.09019565048342724	0.07409838608101825
0.387	0.10026938787732925	0.04783907942605887
0.425	0.11183038779384855	0.027421537873025117
0.45	0.11278087969751636	0.02612629465034176
0.413	0.11430947285848239	0.024153739059411258
