reaction	linear_coefficient
rxn03253	[np.float64(0.349961578199791)]
rxn02720	[np.float64(0.349961578199791)]
rxn00946	[np.float64(0.349961578199791)]
rxn02679	[np.float64(0.349961578199791)]
rxn02803	[np.float64(0.349961578199791)]
rxn03251	[np.float64(0.349961578199791)]
rxn00872	[np.float64(0.349961578199791)]
rxn01451	[0.17691226399935406]
rxn03242	[0.17691226399935406]
rxn03239	[0.17691226399935406]
rxn06777	[0.17691226399935406]
rxn03244	[0.17691226399935406]
rxn03249	[0.17691226399935406]
rxn03246	[0.17691226399935406]
rxn02122	[0.5984088253007731]
rxn01387	[0.2829084476560273]
rxn00616	[0.31674760487975395]
rxn00501	[0.15178171341408642]
rxn10125	[0.31824050887491845]
rxn01851	[0.5984088253007731]
rxn13812	[0.561832677419245]
rxn01297	[0.2137372292134095]
rxn01522	[0.2137372292134095]
rxn00288	[0.0405603657743377]
rxn10126	[0.0405603657743377]
rJB00270	[0.0405603657743377]
rxn06493	[0.5650673027421013]
rxn13808	[0.5260029815352991]
rxn00623	[0.35133321410106283]
rxn00506	[np.float64(0.349961578199791)]
rxn00779	[0.2127419598832999]
rxn13726	[0.08559630296179746]
rJB00264	[0.08559630296179746]
rxn10122	[0.08559630296179746]
rxn00604	[np.float64(0.349961578199791)]
rxn10902	[np.float64(0.349961578199791)]
rxn00671	[0.15178171341408642]
rxn01115	[0.5857191413418756]
rxn00338	[0.561832677419245]
rxn00248	[0.39512506462588565]
rxn05353	[0.221450566521759]
rxn05356	[0.221450566521759]
rxn05355	[0.221450566521759]
rxn05354	[0.221450566521759]
rxn05357	[0.221450566521759]
rxn05352	[0.221450566521759]
rxn05351	[0.221450566521759]
rxn05338	[0.6695705824036101]
rxn00611	[0.653397455789329]
rxn00612	[0.653397455789329]
rxn05436	[0.6058733452765952]
rxn05448	[0.6058733452765952]
rxn05442	[0.6058733452765952]
rxn05437	[0.6058733452765952]
rxn05449	[0.6058733452765952]
rxn05443	[0.6058733452765952]
rxn05438	[0.6058733452765952]
rxn05450	[0.6058733452765952]
rxn05444	[0.6058733452765952]
rxn05433	[0.6058733452765952]
rxn05445	[0.6058733452765952]
rxn05439	[0.6058733452765952]
rxn05446	[0.6058733452765952]
rxn05434	[0.6058733452765952]
rxn05440	[0.6058733452765952]
rxn05435	[0.6058733452765952]
rxn05447	[0.6058733452765952]
rxn05441	[0.6058733452765952]
rxn05322	[0.6058733452765952]
rxn05327	[0.6058733452765952]
rxn05324	[0.6058733452765952]
rxn13838	[0.6058733452765952]
rxn05328	[0.6058733452765952]
rxn05326	[0.6058733452765952]
rxn13850	[0.6058733452765952]
rxn08396	[0.6058733452765952]
rxn05325	[0.6058733452765952]
rxn05323	[0.6058733452765952]
rxn05464	[0.6058733452765952]
rxn02866	[0.26200779172372557]
rxn05339	[0.5100786722535454]
rxn05337	[0.5100786722535454]
rxn13844	[0.5100786722535454]
rxn05341	[0.5100786722535454]
rxn05336	[0.5100786722535454]
rxn05372	[0.5100786722535454]
rxn05422	[0.5100786722535454]
rxn05397	[0.5100786722535454]
rxn05376	[0.5100786722535454]
rxn05426	[0.5100786722535454]
rxn05401	[0.5100786722535454]
rxn05380	[0.5100786722535454]
rxn05430	[0.5100786722535454]
rxn05405	[0.5100786722535454]
rxn05461	[0.5100786722535454]
rxn07993	[0.5100786722535454]
rxn05340	[0.5100786722535454]
rxn05342	[0.5100786722535454]
rxn05360	[0.5100786722535454]
rxn05410	[0.5100786722535454]
rxn05385	[0.5100786722535454]
rxn05414	[0.5100786722535454]
rxn05364	[0.5100786722535454]
rxn05389	[0.5100786722535454]
rxn05368	[0.5100786722535454]
rxn05418	[0.5100786722535454]
rxn05393	[0.5100786722535454]
rxn00083	[0.37173623536830985]
rxn11245	[0.8815629497169566]
rxn00781	[0.33615535681689135]
rxn00199	[0.2829084476560273]
rxn08398	[0.22543164384219744]
rxn03532	[0.35133321410106283]
rxn13839	[0.6538950904543838]
rxn13790	[0.11620083486266793]
rxn03897	[0.2737022063525134]
rxn05289	[0.5864655933394579]
rxn02842	[0.24284885711911555]
rxn13909	[0.3050531902509661]
