opt_fraction	R_value	p_value
0.1	0.1581543527456941	0.0030081213008962666
0.2	0.1468664576283073	0.0049906649334382405
0.3	0.13597050573022265	0.009201458484419115
0.4	0.13703075930718578	0.007162650210407369
0.5	0.1304863428001667	0.009985392218362211
0.6	0.15188931001142753	0.0018920857463390012
0.7	0.1252207427760445	0.010116958834164623
0.8	0.11240612445837607	0.020309615048110515
0.9	0.15063441778128173	0.0012233640322993516
0.05	0.15791489624909308	0.0030529314713333452
0.125	0.15851889302408748	0.0029410500193242897
0.087	0.15406299212729918	0.003913486020760454
0.075	0.15637603261605185	0.0033556620808628227
0.15	0.15367346015194336	0.004006242613877396
0.113	0.1534660825187069	0.00405643049412734
