opt_fraction	R_value	p_value
0.1	-0.021477604612175596	0.8706098533271004
0.2	-0.023644068356516373	0.8576876088170313
0.3	-0.023644068356516373	0.8576876088170313
0.4	-0.019000502114309998	0.8854260930083938
0.5	-0.020319251193683763	0.8775331010357394
0.6	-0.030353181930254238	0.8179193716089347
0.7	0.05280402048452206	0.6712873225173958
0.8	-0.01007773958402845	0.9359909784993871
0.9	-0.0158062499910392	0.8997596957348921
0.65	-0.016182645600053506	0.9023277552478998
0.75	-0.00732238494210221	0.9534686512170739
0.725	0.05107486400513261	0.6814639213957631
0.687	0.055422655554469145	0.6559878342418693
0.675	-0.04808678474142817	0.7152201276914754
0.713	0.04402292938750416	0.7235386219317039
