"","log2FC","p","condition","metab"
"histidylalanine2",-1.24572846626154,6.48e-06,"5_10-0.1","histidylalanine"
"isobutyrylglycine2",0.288798194132754,0.009,"5_10-0.1","isobutyrylglycine"
"isocitric lactone2",3.07124144116987,0.069,"5_10-0.1","isocitric lactone"
"isoleucine2",-1.4975181305334,0.000441,"5_10-0.1","isoleucine"
"isoleucylglycine2",-5.9512777367226,6.03e-12,"5_10-0.1","isoleucylglycine"
"isovalerate (i5:0)2",1.51752468707456,0.01,"5_10-0.1","isovalerate (i5:0)"
"isovalerylglycine2",-0.523633347867253,0.059,"5_10-0.1","isovalerylglycine"
"kynurenate2",2.58488370772728,0.005,"5_10-0.1","kynurenate"
"lactate2",2.16215164058396,2.24e-05,"5_10-0.1","lactate"
"leucine2",-1.50137565948905,0.013,"5_10-0.1","leucine"
"leucylglutamine*2",-0.674480695731686,0.008,"5_10-0.1","leucylglutamine*"
"leucylglycine2",-1.53072163380635,8.36e-07,"5_10-0.1","leucylglycine"
"lysylleucine2",-0.345929321015859,0.872,"5_10-0.1","lysylleucine"
"maleate2",2.1410014579647,0.023,"5_10-0.1","maleate"
"malonate2",3.07181461249542,0.000898,"5_10-0.1","malonate"
"mannitol/sorbitol2",1.79349554106629,0.416,"5_10-0.1","mannitol/sorbitol"
"mannose2",2.90406514963303,2.34e-06,"5_10-0.1","mannose"
"methionine2",0.485529610622427,0.000991,"5_10-0.1","methionine"
"methionine sulfoxide2",3.71900853005368,0.002,"5_10-0.1","methionine sulfoxide"
"methylmalonate (MMA)2",0.0494141990562215,6.94e-05,"5_10-0.1","methylmalonate (MMA)"
"methylsuccinate2",3.11194256867922,0.005,"5_10-0.1","methylsuccinate"
"mevalonolactone2",1.62884168996613,0.000562,"5_10-0.1","mevalonolactone"
"N-acetyl-glucosamine 1-phosphate2",1.69967736845878,2.27e-05,"5_10-0.1","N-acetyl-glucosamine 1-phosphate"
"N-acetylarginine2",0.718144532671391,0.00036,"5_10-0.1","N-acetylarginine"
"N-acetylaspartate (NAA)2",-2.01526290283326,0.038,"5_10-0.1","N-acetylaspartate (NAA)"
"N-acetylcitrulline2",1.1479191808817,0.001,"5_10-0.1","N-acetylcitrulline"
"N-acetylcysteine2",1.22361944396644,0.004,"5_10-0.1","N-acetylcysteine"
"N-acetylglutamine2",-0.827180882830748,5.46e-08,"5_10-0.1","N-acetylglutamine"
"N-acetylglycine2",1.71436651550453,0.017,"5_10-0.1","N-acetylglycine"
"N-acetylhistidine2",2.49376935292681,1.51e-09,"5_10-0.1","N-acetylhistidine"
"N-acetylisoleucine2",-0.0523468240927365,0.997,"5_10-0.1","N-acetylisoleucine"
"N-acetylleucine2",-1.30505975180909,0.22,"5_10-0.1","N-acetylleucine"
"N-acetylmethionine2",-0.207393592754109,0.95,"5_10-0.1","N-acetylmethionine"
"N-acetylmethionine sulfoxide2",4.6955090451132,2.98e-07,"5_10-0.1","N-acetylmethionine sulfoxide"
"N-acetylneuraminate2",2.2759441911535,1.13e-06,"5_10-0.1","N-acetylneuraminate"
"N-acetylphenylalanine2",-0.87846047079207,0.262,"5_10-0.1","N-acetylphenylalanine"
"N-acetylproline2",2.22096902522178,0.001,"5_10-0.1","N-acetylproline"
"N-acetylputrescine2",-2.83126593554495,0.000783,"5_10-0.1","N-acetylputrescine"
"N-acetylthreonine2",-0.0257305825341997,0.998,"5_10-0.1","N-acetylthreonine"
"N-acetyltryptophan2",-1.13137562500977,0.501,"5_10-0.1","N-acetyltryptophan"
"N-acetylvaline2",-0.318498289031092,0.804,"5_10-0.1","N-acetylvaline"
"N-alpha-acetylornithine2",1.87448502696213,6.93e-10,"5_10-0.1","N-alpha-acetylornithine"
"N-carbamoylalanine2",1.72788049225946,4.3e-05,"5_10-0.1","N-carbamoylalanine"
"N-carbamoylaspartate2",-3.8824789779118,9.48e-06,"5_10-0.1","N-carbamoylaspartate"
"N-carbamoylserine2",2.09847904237895,0.003,"5_10-0.1","N-carbamoylserine"
"N-formylanthranilic acid2",2.11592022814183,0.032,"5_10-0.1","N-formylanthranilic acid"
"N-formylmethionine2",1.56589135274587,0.000323,"5_10-0.1","N-formylmethionine"
"N-formylphenylalanine2",0.827154204577117,0.00031,"5_10-0.1","N-formylphenylalanine"
"N,N,N-trimethyl-5-aminovalerate2",2.38610909106455,0.005,"5_10-0.1","N,N,N-trimethyl-5-aminovalerate"
"N2-acetyllysine2",-1.27646491680713,0.765,"5_10-0.1","N2-acetyllysine"
"N6-acetyllysine2",-0.600946618835815,0.004,"5_10-0.1","N6-acetyllysine"
"N6-carboxymethyllysine2",3.06133859048179,6.53e-06,"5_10-0.1","N6-carboxymethyllysine"
"N6-succinyladenosine2",1.54604136728914,0.000821,"5_10-0.1","N6-succinyladenosine"
"nicotinamide adenine dinucleotide (NAD+)2",0.198396425018836,0.102,"5_10-0.1","nicotinamide adenine dinucleotide (NAD+)"
"nicotinamide ribonucleotide (NMN)2",-3.97216126958198,1.97e-05,"5_10-0.1","nicotinamide ribonucleotide (NMN)"
"nicotinate ribonucleoside2",-0.436407549043865,0.964,"5_10-0.1","nicotinate ribonucleoside"
"O-acetylhomoserine2",-1.06417228838973,0.515,"5_10-0.1","O-acetylhomoserine"
"o-Tyrosine2",3.91181708041549,0.014,"5_10-0.1","o-Tyrosine"
"ophthalmate2",1.07972820151456,0.004,"5_10-0.1","ophthalmate"
"ornithine2",-1.00563022145701,0.000497,"5_10-0.1","ornithine"
"orotate2",-5.10574882473401,4.13e-07,"5_10-0.1","orotate"
"oxalate (ethanedioate)2",2.48146408746659,0.044,"5_10-0.1","oxalate (ethanedioate)"
"phenethylamine2",1.91656341730693,1.7e-05,"5_10-0.1","phenethylamine"
"phenol sulfate2",2.52624675723952,0.004,"5_10-0.1","phenol sulfate"
"phenylacetate2",0.533915932697756,0.54,"5_10-0.1","phenylacetate"
"phenylalanylalanine2",1.49346947420949,1.16e-05,"5_10-0.1","phenylalanylalanine"
"phenylalanylglycine2",-0.390931832995797,0.089,"5_10-0.1","phenylalanylglycine"
"phenyllactate (PLA)2",-0.610651027340777,0.307,"5_10-0.1","phenyllactate (PLA)"
"phenylpyruvate2",0.361085893389821,0.001,"5_10-0.1","phenylpyruvate"
"phosphate2",0.236647966051628,2.8e-08,"5_10-0.1","phosphate"
"phosphoenolpyruvate (PEP)2",-0.590746440531242,5.06e-05,"5_10-0.1","phosphoenolpyruvate (PEP)"
"phosphoethanolamine2",-2.1126599254215,0.000286,"5_10-0.1","phosphoethanolamine"
"phosphothreonine2",0.473720540515619,0.032,"5_10-0.1","phosphothreonine"
"pimelate (C7-DC)2",3.79438573750913,0.444,"5_10-0.1","pimelate (C7-DC)"
"pipecolate2",2.26319921341938,2e-04,"5_10-0.1","pipecolate"
"proline2",-2.61804146230143,5.43e-07,"5_10-0.1","proline"
"putrescine2",-0.114289413181601,0.366,"5_10-0.1","putrescine"
"pyridoxamine2",2.37123599555342,0.009,"5_10-0.1","pyridoxamine"
"pyroglutamine*2",3.83823682767802,1.02e-07,"5_10-0.1","pyroglutamine*"
"pyrraline2",2.40422607494992,0.009,"5_10-0.1","pyrraline"
"pyruvate2",-1.68707073521081,0.179,"5_10-0.1","pyruvate"
"ribonate2",4.59487724382905,0.000316,"5_10-0.1","ribonate"
"ribose2",-1.02827081646376,0.000378,"5_10-0.1","ribose"
"ribulose/xylulose2",2.64202164478925,8.43e-05,"5_10-0.1","ribulose/xylulose"
"S-adenosylhomocysteine (SAH)2",-0.588284509318071,1.07e-05,"5_10-0.1","S-adenosylhomocysteine (SAH)"
"S-methylcysteine2",2.06676602153151,0.074,"5_10-0.1","S-methylcysteine"
"saccharopine2",2.85402365392667,0.001,"5_10-0.1","saccharopine"
"salicylate2",-0.474310405671739,0.928,"5_10-0.1","salicylate"
"sebacate (C10-DC)2",-1.4178832470975,4.4e-05,"5_10-0.1","sebacate (C10-DC)"
"sedoheptulose2",0.933147832517781,0.102,"5_10-0.1","sedoheptulose"
"serine2",-0.0500855249203444,0.988,"5_10-0.1","serine"
"succinate2",-1.88190229223077,0.038,"5_10-0.1","succinate"
"sulfate*2",1.71554943651739,0.004,"5_10-0.1","sulfate*"
"thioproline2",-0.102159047608573,7.74e-09,"5_10-0.1","thioproline"
"threonine2",-0.0836623668787075,0.843,"5_10-0.1","threonine"
"threonylphenylalanine2",-2.31530899625254,0.174,"5_10-0.1","threonylphenylalanine"
"thymidine 5'-monophosphate2",1.26532176203389,0.081,"5_10-0.1","thymidine 5'-monophosphate"
"trans-nonadecenoate (tr 19:1)*2",0.998989025306564,1.28e-10,"5_10-0.1","trans-nonadecenoate (tr 19:1)*"
"trans-urocanate2",-0.979797213142907,1.08e-05,"5_10-0.1","trans-urocanate"
"trehalose2",0.935366400988323,3.82e-05,"5_10-0.1","trehalose"
"trehalose 6-phosphate2",0.0871201635684994,0.978,"5_10-0.1","trehalose 6-phosphate"
"tryptamine2",1.3023309815708,1.86e-05,"5_10-0.1","tryptamine"
"tryptophylglycine2",-1.92578415385762,0.095,"5_10-0.1","tryptophylglycine"
"tyrosine2",2.72363654837498,1.49e-05,"5_10-0.1","tyrosine"
"tyrosol2",2.01618977738185,0.021,"5_10-0.1","tyrosol"
"tyrosylglycine2",-0.183516011822827,0.936,"5_10-0.1","tyrosylglycine"
"uracil2",-1.77131989346478,6.86e-05,"5_10-0.1","uracil"
"urea2",5.26184770153385,0.011,"5_10-0.1","urea"
"uridine-2',3'-cyclic monophosphate2",9.46979347361223,0.047,"5_10-0.1","uridine-2',3'-cyclic monophosphate"
"uridine 2'-monophosphate (2'-UMP)*2",3.51767673595752,0.038,"5_10-0.1","uridine 2'-monophosphate (2'-UMP)*"
"uridine 3'-monophosphate (3'-UMP)2",2.13344660738366,0.021,"5_10-0.1","uridine 3'-monophosphate (3'-UMP)"
"uridine 5'-monophosphate (UMP)2",-1.04324766044979,0.045,"5_10-0.1","uridine 5'-monophosphate (UMP)"
"valine2",-1.08929618241124,0.000473,"5_10-0.1","valine"
"valylglutamine2",0.746307937630565,6e-06,"5_10-0.1","valylglutamine"
"valylleucine2",-1.36927233945975,1.14e-06,"5_10-0.1","valylleucine"
"xanthine2",-2.92076770682795,0.000275,"5_10-0.1","xanthine"
