"","log2FC","p","condition","metab"
"ribonate1",3.92824299629455,0.416,"dead_5-0","ribonate"
"ribose1",-1.25200010664706,4.24e-06,"dead_5-0","ribose"
"ribulose/xylulose1",2.00361082528056,0.000343,"dead_5-0","ribulose/xylulose"
"S-adenosylhomocysteine (SAH)1",-1.08787402541458,0.04,"dead_5-0","S-adenosylhomocysteine (SAH)"
"saccharopine1",0.864712413806758,1.66e-05,"dead_5-0","saccharopine"
"sedoheptulose1",1.06070624257711,0.013,"dead_5-0","sedoheptulose"
"sedoheptulose-7-phosphate1",-0.881701858921841,2.78e-08,"dead_5-0","sedoheptulose-7-phosphate"
"succinimide1",0.639169997741418,0.002,"dead_5-0","succinimide"
"sulfate*1",-0.86340096178499,0.000367,"dead_5-0","sulfate*"
"thioproline1",-0.97472592648964,3.93e-08,"dead_5-0","thioproline"
"thymidine1",6.15516276498791,0.315,"dead_5-0","thymidine"
"thymidine 5'-monophosphate1",0.816199747997113,0.005,"dead_5-0","thymidine 5'-monophosphate"
"trans-nonadecenoate (tr 19:1)*1",0.163296657711586,1.51e-07,"dead_5-0","trans-nonadecenoate (tr 19:1)*"
"trans-urocanate1",2.27663847570004,0.179,"dead_5-0","trans-urocanate"
"trehalose1",-0.306917860379863,0.028,"dead_5-0","trehalose"
"trehalose 6-phosphate1",0.961987013302599,2.3e-05,"dead_5-0","trehalose 6-phosphate"
"trigonelline (N'-methylnicotinate)1",-1.23771328136278,0.004,"dead_5-0","trigonelline (N'-methylnicotinate)"
"tryptamine1",0.710363853886357,2.91e-07,"dead_5-0","tryptamine"
"tryptophan1",-1.39136943686885,0.026,"dead_5-0","tryptophan"
"tryptophylglycine1",-1.51637250997831,1,"dead_5-0","tryptophylglycine"
"tyrosine1",1.99806564635138,2.21e-09,"dead_5-0","tyrosine"
"tyrosol1",-0.314693052808168,0.000462,"dead_5-0","tyrosol"
"urea1",2.84603654582994,0.55,"dead_5-0","urea"
"uridine-2',3'-cyclic monophosphate1",0.228387791560121,2.21e-06,"dead_5-0","uridine-2',3'-cyclic monophosphate"
"uridine 2'-monophosphate (2'-UMP)*1",1.1175373431839,1.25e-06,"dead_5-0","uridine 2'-monophosphate (2'-UMP)*"
"valylglutamine1",1.8666252766286,0.787,"dead_5-0","valylglutamine"
"valylleucine1",0.186872497881276,2.18e-10,"dead_5-0","valylleucine"
"(3'-5')-adenylyluridine2",1.23890004724259,0.199,"dead_5-24","(3'-5')-adenylyluridine"
"(3'-5')-guanylylcytidine2",-0.114474723496031,0.997,"dead_5-24","(3'-5')-guanylylcytidine"
"1-carboxyethylisoleucine2",-0.200532659361211,0.83,"dead_5-24","1-carboxyethylisoleucine"
"1-carboxyethylphenylalanine2",0.0295885978136469,0.987,"dead_5-24","1-carboxyethylphenylalanine"
"1-carboxyethyltyrosine2",-0.545677814967246,0.839,"dead_5-24","1-carboxyethyltyrosine"
"1-methyl-beta-carboline-3-carboxylic acid2",0.453559638279918,0.746,"dead_5-24","1-methyl-beta-carboline-3-carboxylic acid"
"1-palmitoyl-2-oleoyl-GPE (16:0/18:1)2",0.0611603401311369,0.972,"dead_5-24","1-palmitoyl-2-oleoyl-GPE (16:0/18:1)"
"2'-deoxyadenosine 5'-monophosphate2",-0.0375086872783574,0.989,"dead_5-24","2'-deoxyadenosine 5'-monophosphate"
"2'-deoxycytidine2",0.0883747056489147,0.974,"dead_5-24","2'-deoxycytidine"
"2'-deoxyguanosine2",-0.470071376272052,0.947,"dead_5-24","2'-deoxyguanosine"
"2'-deoxyuridine2",0.700251736123791,0.223,"dead_5-24","2'-deoxyuridine"
"2'-O-methyluridine2",-0.043033045985265,0.995,"dead_5-24","2'-O-methyluridine"
"2-heptyl-1H-quinolin-4-one (HHQ)2",-0.433585208686895,0.288,"dead_5-24","2-heptyl-1H-quinolin-4-one (HHQ)"
"2-hydroxy-3-methylvalerate2",-2.19658198183072,0.373,"dead_5-24","2-hydroxy-3-methylvalerate"
"2-hydroxyadipate2",3.35925600357189,0.036,"dead_5-24","2-hydroxyadipate"
"2-hydroxyglutarate2",0.0870978835381616,0.991,"dead_5-24","2-hydroxyglutarate"
"2-isopropylmalate2",0.2818530007872,0.817,"dead_5-24","2-isopropylmalate"
"2-methylserine2",-0.0322196285375909,1,"dead_5-24","2-methylserine"
"2-piperidinone2",0.527144768255607,0.708,"dead_5-24","2-piperidinone"
"2,4-diaminobutyrate2",-0.115750403248714,0.596,"dead_5-24","2,4-diaminobutyrate"
"3-(4-hydroxyphenyl)lactate2",-0.423072893496499,0.52,"dead_5-24","3-(4-hydroxyphenyl)lactate"
"3-ethylphenylsulfate2",0.227639573315696,0.921,"dead_5-24","3-ethylphenylsulfate"
"3-hydroxy-3-methylglutarate2",0.341408042240793,0.617,"dead_5-24","3-hydroxy-3-methylglutarate"
"3-hydroxydecanoate2",-1.03577255562838,0.044,"dead_5-24","3-hydroxydecanoate"
"3-hydroxylaurate2",-0.209769170926764,0.966,"dead_5-24","3-hydroxylaurate"
"3-methyl-2-oxovalerate2",-0.166127160518083,0.985,"dead_5-24","3-methyl-2-oxovalerate"
"3-methylglutaconate2",0.163087017481554,0.893,"dead_5-24","3-methylglutaconate"
"3-methylhistidine2",-0.212488653988492,0.806,"dead_5-24","3-methylhistidine"
"3-phosphoglycerate2",-0.57862227615934,0.815,"dead_5-24","3-phosphoglycerate"
"3-sulfo-L-alanine2",-2.5161591709916,1.67e-05,"dead_5-24","3-sulfo-L-alanine"
"4-guanidinobutanoate2",0.585762199547932,0.345,"dead_5-24","4-guanidinobutanoate"
"4-hydroxybenzoate2",1.6397052970835,0.991,"dead_5-24","4-hydroxybenzoate"
"4-hydroxycinnamate2",-0.228895545368563,0.919,"dead_5-24","4-hydroxycinnamate"
"4-hydroxyphenylacetate2",-0.711356760428229,0.447,"dead_5-24","4-hydroxyphenylacetate"
"4-imidazoleacetate2",0.434060788396614,0.057,"dead_5-24","4-imidazoleacetate"
"4-methyl-2-oxopentanoate2",0.0134815533886948,0.999,"dead_5-24","4-methyl-2-oxopentanoate"
"4-methylcatechol sulfate2",-1.13704539961318,0.03,"dead_5-24","4-methylcatechol sulfate"
"5-(2-Hydroxyethyl)-4-methylthiazole2",-0.176781855945677,0.883,"dead_5-24","5-(2-Hydroxyethyl)-4-methylthiazole"
"5-aminovalerate2",-0.0244872129843797,1,"dead_5-24","5-aminovalerate"
"5-methylthioadenosine (MTA)2",0.75938371512516,0.286,"dead_5-24","5-methylthioadenosine (MTA)"
"5-oxoproline2",-0.111635716472159,0.978,"dead_5-24","5-oxoproline"
"5,6-dihydrouridine2",-2.96968998247109,0.282,"dead_5-24","5,6-dihydrouridine"
"7-methylguanine2",-0.0292407491727203,0.994,"dead_5-24","7-methylguanine"
"8-hydroxyguanine2",-0.44367796650055,0.962,"dead_5-24","8-hydroxyguanine"
"aconitate [cis or trans]2",-2.25668312490451,0.035,"dead_5-24","aconitate [cis or trans]"
"adenosine-2',3'-cyclic monophosphate2",-0.77012067465622,0.451,"dead_5-24","adenosine-2',3'-cyclic monophosphate"
"adenosine 2'-monophosphate (2'-AMP)2",-0.391119317810182,0.918,"dead_5-24","adenosine 2'-monophosphate (2'-AMP)"
"adenosine 5'-monophosphate (AMP)2",1.10712206606265e-05,1,"dead_5-24","adenosine 5'-monophosphate (AMP)"
"alanine2",-1.380978445443,0.055,"dead_5-24","alanine"
"alanylleucine2",-1.00209342171107,0.005,"dead_5-24","alanylleucine"
"allantoin2",8.42550348032433,0.048,"dead_5-24","allantoin"
"alpha-hydroxyisocaproate2",-1.08037617660237,0.815,"dead_5-24","alpha-hydroxyisocaproate"
"alpha-hydroxyisovalerate2",-1.49161630329387,0.15,"dead_5-24","alpha-hydroxyisovalerate"
"alpha-ketoglutarate2",-1.05397378689538,0.361,"dead_5-24","alpha-ketoglutarate"
"arginine2",-1.04497840448879,0.04,"dead_5-24","arginine"
"asparagine2",-1.33362543640389,1.16e-06,"dead_5-24","asparagine"
"aspartate2",-1.20847840704463,0.778,"dead_5-24","aspartate"
"azelate (C9-DC)2",-0.483510385165852,0.087,"dead_5-24","azelate (C9-DC)"
"benzoate2",-0.0874570098949355,0.91,"dead_5-24","benzoate"
"beta-guanidinopropanoate2",1.06585103456291,0.059,"dead_5-24","beta-guanidinopropanoate"
"betaine2",-0.450401232029164,0.913,"dead_5-24","betaine"
"butyrylglutamine/isobutyrylglutamine2",-5.73427972838414,0.115,"dead_5-24","butyrylglutamine/isobutyrylglutamine"
"cadaverine2",-0.0498746376174312,0.96,"dead_5-24","cadaverine"
"carnitine2",0.339012833991082,0.756,"dead_5-24","carnitine"
"catechol sulfate2",-0.756749155584598,0.262,"dead_5-24","catechol sulfate"
"choline phosphate2",-0.0323807687024979,0.995,"dead_5-24","choline phosphate"
"citrate2",-0.0558740699113241,0.357,"dead_5-24","citrate"
"citrulline2",-4.38220915245886,0.197,"dead_5-24","citrulline"
"cyclic(AMP-GMP)2",-0.238917019047252,0.954,"dead_5-24","cyclic(AMP-GMP)"
"cysteine-glutathione disulfide2",-2.55161220132338,2.17e-05,"dead_5-24","cysteine-glutathione disulfide"
"cysteinylglycine disulfide*2",-1.78383717428008,0.219,"dead_5-24","cysteinylglycine disulfide*"
"cytidine 2' or 3'-monophosphate (2' or 3'-CMP)2",-0.129195149977177,0.485,"dead_5-24","cytidine 2' or 3'-monophosphate (2' or 3'-CMP)"
"cytidine 2',3'-cyclic monophosphate2",-0.352143068033244,0.869,"dead_5-24","cytidine 2',3'-cyclic monophosphate"
"cytidine 5'-monophosphate (5'-CMP)2",-0.0635509255237213,0.944,"dead_5-24","cytidine 5'-monophosphate (5'-CMP)"
"dihydroorotate2",0.700108419757964,0.488,"dead_5-24","dihydroorotate"
"dimethylarginine (SDMA + ADMA)2",0.065189677231684,0.99,"dead_5-24","dimethylarginine (SDMA + ADMA)"
"ectoine2",0.116127913906074,0.915,"dead_5-24","ectoine"
"erucate (22:1n9)2",0.30890003334797,0.856,"dead_5-24","erucate (22:1n9)"
"erythronate*2",-2.76741362747226,0.000109,"dead_5-24","erythronate*"
"fructose2",-1.9025189320739,0.034,"dead_5-24","fructose"
"gamma-glutamylglutamate2",-0.469638054377762,0.302,"dead_5-24","gamma-glutamylglutamate"
"gamma-glutamylmethionine2",-0.01929524717011,0.998,"dead_5-24","gamma-glutamylmethionine"
"gamma-glutamylphenylalanine2",0.0912948919811313,0.971,"dead_5-24","gamma-glutamylphenylalanine"
"gamma-glutamyltyrosine2",0.042526789519195,0.995,"dead_5-24","gamma-glutamyltyrosine"
"glucose2",1.11074783308153,0.8,"dead_5-24","glucose"
"glutamate2",-0.699876519048238,0.912,"dead_5-24","glutamate"
"glutamine2",-1.53065320659637,3.48e-10,"dead_5-24","glutamine"
"glycerate2",-0.807539640948214,0.000138,"dead_5-24","glycerate"
"glycerol 3-phosphate2",-3.39583188577623,0.007,"dead_5-24","glycerol 3-phosphate"
"glycerophosphoethanolamine2",0.086425839036023,0.041,"dead_5-24","glycerophosphoethanolamine"
"glycerophosphoglycerol2",0.0230650392492847,0.833,"dead_5-24","glycerophosphoglycerol"
"glycerophosphorylcholine (GPC)2",-0.00811656713641639,0.91,"dead_5-24","glycerophosphorylcholine (GPC)"
"glycylleucine2",-1.43482192453371,0.003,"dead_5-24","glycylleucine"
"glycylvaline2",-1.84775728089779,0.003,"dead_5-24","glycylvaline"
"guanine2",-0.198411815366765,0.984,"dead_5-24","guanine"
"guanosine-2',3'-cyclic monophosphate2",-0.106911827761419,0.989,"dead_5-24","guanosine-2',3'-cyclic monophosphate"
"guanosine 2'-monophosphate (2'-GMP)*2",0.233711142692291,0.823,"dead_5-24","guanosine 2'-monophosphate (2'-GMP)*"
"guanosine 3'-monophosphate (3'-GMP)2",0.13568657244779,0.77,"dead_5-24","guanosine 3'-monophosphate (3'-GMP)"
"gulonate*2",0.0620991771532704,0.947,"dead_5-24","gulonate*"
"harmane2",-0.189546008553583,0.326,"dead_5-24","harmane"
"hippurate2",1.30208037910289,0.096,"dead_5-24","hippurate"
"histamine2",-0.388151199171308,0.627,"dead_5-24","histamine"
"histidine2",-0.260500517210107,0.791,"dead_5-24","histidine"
"histidinol2",-0.589875897688362,0.952,"dead_5-24","histidinol"
"histidylalanine2",-1.32822413149121,1.97e-06,"dead_5-24","histidylalanine"
"hydantoin-5-propionic acid2",1.08894226804712,0.552,"dead_5-24","hydantoin-5-propionic acid"
"isocitric lactone2",-1.65292846790131,0.000169,"dead_5-24","isocitric lactone"
"isoleucine2",0.349278956294303,0.065,"dead_5-24","isoleucine"
"isoleucylglycine2",-5.40164358341205,1.9e-10,"dead_5-24","isoleucylglycine"
"isovalerate (i5:0)2",0.0742388168318988,0.974,"dead_5-24","isovalerate (i5:0)"
"kynurenate2",-0.195119508354067,0.437,"dead_5-24","kynurenate"
"lactate2",-0.146673881055286,0.742,"dead_5-24","lactate"
"leucine2",-0.53200170945319,0.705,"dead_5-24","leucine"
"leucylglycine2",-1.52475118829159,2.53e-06,"dead_5-24","leucylglycine"
"maleate2",0.365364798337985,0.722,"dead_5-24","maleate"
"malonate2",-0.0779477906824756,0.906,"dead_5-24","malonate"
"mannitol/sorbitol2",0.847093144846858,0.452,"dead_5-24","mannitol/sorbitol"
"mannose2",-0.00913450538270906,0.998,"dead_5-24","mannose"
"methionine2",0.388538070807114,0.829,"dead_5-24","methionine"
"methionine sulfoxide2",0.213449231711363,0.595,"dead_5-24","methionine sulfoxide"
"methylsuccinate2",0.482323139096358,0.477,"dead_5-24","methylsuccinate"
"mevalonate2",1.19926707630599,0.266,"dead_5-24","mevalonate"
"mevalonolactone2",0.427120254694496,0.626,"dead_5-24","mevalonolactone"
"N-acetyl-glucosamine 1-phosphate2",-0.478126139662832,0.494,"dead_5-24","N-acetyl-glucosamine 1-phosphate"
"N-acetylarginine2",0.374247933696965,0.683,"dead_5-24","N-acetylarginine"
"N-acetylcitrulline2",-0.499016646423634,0.049,"dead_5-24","N-acetylcitrulline"
"N-acetylcysteine2",-0.029407853763152,0.991,"dead_5-24","N-acetylcysteine"
"N-acetylglutamate2",-0.720018692555637,0.974,"dead_5-24","N-acetylglutamate"
"N-acetylglutamine2",1.58988376860562,0.029,"dead_5-24","N-acetylglutamine"
"N-acetylhistidine2",0.12226875080825,0.682,"dead_5-24","N-acetylhistidine"
"N-acetylisoleucine2",-0.13054657327591,0.985,"dead_5-24","N-acetylisoleucine"
"N-acetylmethionine sulfoxide2",0.160465045213602,0.486,"dead_5-24","N-acetylmethionine sulfoxide"
"N-acetylneuraminate2",0.627220003612815,0.062,"dead_5-24","N-acetylneuraminate"
"N-acetylproline2",0.250888565389571,0.824,"dead_5-24","N-acetylproline"
"N-acetylputrescine2",1.26173394991412,0.772,"dead_5-24","N-acetylputrescine"
"N-acetylthreonine2",-0.333931746799428,0.64,"dead_5-24","N-acetylthreonine"
"N-alpha-acetylornithine2",-0.0275989395075458,0.951,"dead_5-24","N-alpha-acetylornithine"
"N-carbamoylalanine2",0.214971064032531,0.681,"dead_5-24","N-carbamoylalanine"
"N-carbamoylaspartate2",-1.03315927146013,0.898,"dead_5-24","N-carbamoylaspartate"
"N-carbamoylserine2",0.343718286135821,0.464,"dead_5-24","N-carbamoylserine"
"N-formylanthranilic acid2",-0.237544888838963,0.744,"dead_5-24","N-formylanthranilic acid"
"N-formylmethionine2",-0.291408335677503,0.589,"dead_5-24","N-formylmethionine"
"N-formylphenylalanine2",-0.178141688445438,0.824,"dead_5-24","N-formylphenylalanine"
"N,N,N-trimethyl-5-aminovalerate2",0.316231285569319,0.66,"dead_5-24","N,N,N-trimethyl-5-aminovalerate"
"N6-acetyllysine2",-0.533948309212345,0.625,"dead_5-24","N6-acetyllysine"
"N6-carboxymethyllysine2",2.1489099540569,0.002,"dead_5-24","N6-carboxymethyllysine"
"N6-succinyladenosine2",0.138262077494966,0.887,"dead_5-24","N6-succinyladenosine"
"nicotinamide adenine dinucleotide (NAD+)2",0.331113970807276,0.001,"dead_5-24","nicotinamide adenine dinucleotide (NAD+)"
"nicotinamide ribonucleotide (NMN)2",1.98962717092169,0.499,"dead_5-24","nicotinamide ribonucleotide (NMN)"
"O-acetylhomoserine2",-1.24831052190993,0.286,"dead_5-24","O-acetylhomoserine"
"o-Tyrosine2",-0.179992698144812,0.845,"dead_5-24","o-Tyrosine"
"ophthalmate2",0.0647434281319669,0.786,"dead_5-24","ophthalmate"
"ornithine2",0.238854966319418,0.737,"dead_5-24","ornithine"
"oxalate (ethanedioate)2",0.230180648757226,0.795,"dead_5-24","oxalate (ethanedioate)"
"p-cresol sulfate2",0.00905848544761674,1,"dead_5-24","p-cresol sulfate"
"pantothenate2",-3.6517749900643,0.848,"dead_5-24","pantothenate"
"phenethylamine2",0.0170410122193207,0.996,"dead_5-24","phenethylamine"
"phenol sulfate2",0.597342139363079,0.567,"dead_5-24","phenol sulfate"
"phenylacetate2",-0.23915895041606,0.606,"dead_5-24","phenylacetate"
"phenylalanylalanine2",-0.222485642358038,4.44e-07,"dead_5-24","phenylalanylalanine"
"phenylalanylglycine2",-0.76938434840392,8e-04,"dead_5-24","phenylalanylglycine"
"phenylpyruvate2",0.426017805744659,0.49,"dead_5-24","phenylpyruvate"
"phosphate2",0.11597385496518,0.873,"dead_5-24","phosphate"
"phosphoenolpyruvate (PEP)2",-0.0155450864358838,1,"dead_5-24","phosphoenolpyruvate (PEP)"
"phosphoethanolamine2",-1.77867385376756,2.63e-05,"dead_5-24","phosphoethanolamine"
"pipecolate2",0.107807020478784,0.897,"dead_5-24","pipecolate"
"proline2",-2.40784958051062,1.76e-06,"dead_5-24","proline"
"putrescine2",-0.0420764489446993,0.859,"dead_5-24","putrescine"
"pyridoxamine2",1.0145978694641,0.471,"dead_5-24","pyridoxamine"
"pyridoxate2",-0.045308090584512,0.998,"dead_5-24","pyridoxate"
"pyroglutamine*2",-0.255451055460054,0.207,"dead_5-24","pyroglutamine*"
"pyrraline2",0.6607850449834,0.569,"dead_5-24","pyrraline"
"pyruvate2",-1.56387823021856,0.273,"dead_5-24","pyruvate"
"quinate2",0.990296564811522,0.767,"dead_5-24","quinate"
"riboflavin (Vitamin B2)2",-0.958110957696443,0.706,"dead_5-24","riboflavin (Vitamin B2)"
"ribonate2",1.43351962401793,0.012,"dead_5-24","ribonate"
"ribose2",0.464294147051295,0.407,"dead_5-24","ribose"
"ribulose/xylulose2",0.321261325937543,0.599,"dead_5-24","ribulose/xylulose"
"S-adenosylhomocysteine (SAH)2",-0.147528604718193,0.952,"dead_5-24","S-adenosylhomocysteine (SAH)"
"saccharopine2",0.144098821855028,0.897,"dead_5-24","saccharopine"
"sedoheptulose2",0.0583248029999197,0.99,"dead_5-24","sedoheptulose"
"sedoheptulose-7-phosphate2",-0.0544951922674455,0.996,"dead_5-24","sedoheptulose-7-phosphate"
"succinimide2",-0.785843829082649,0.000127,"dead_5-24","succinimide"
"sulfate*2",1.94070980984705,0.003,"dead_5-24","sulfate*"
"thioproline2",-3.01211008882168,6.7e-07,"dead_5-24","thioproline"
"thymidine2",-0.212450731851336,0.973,"dead_5-24","thymidine"
"thymidine 5'-monophosphate2",0.131796668673122,0.68,"dead_5-24","thymidine 5'-monophosphate"
"trans-nonadecenoate (tr 19:1)*2",-0.0612400451148902,0.223,"dead_5-24","trans-nonadecenoate (tr 19:1)*"
"trans-urocanate2",0.166346961248384,0.954,"dead_5-24","trans-urocanate"
"trehalose2",0.0211013624383117,0.988,"dead_5-24","trehalose"
"trehalose 6-phosphate2",0.604415140102373,0.342,"dead_5-24","trehalose 6-phosphate"
"trigonelline (N'-methylnicotinate)2",0.365505820781545,0.967,"dead_5-24","trigonelline (N'-methylnicotinate)"
"tryptamine2",-0.168844186356484,0.811,"dead_5-24","tryptamine"
"tryptophan2",-0.713952031418278,0.114,"dead_5-24","tryptophan"
"tryptophylglycine2",-1.527861482097,0.313,"dead_5-24","tryptophylglycine"
"tyrosine2",-0.441416090806982,0.079,"dead_5-24","tyrosine"
"tyrosol2",-0.567693037600189,0.385,"dead_5-24","tyrosol"
"urea2",1.0198929360715,0.357,"dead_5-24","urea"
"uridine-2',3'-cyclic monophosphate2",-0.147552683442253,0.867,"dead_5-24","uridine-2',3'-cyclic monophosphate"
"uridine 2'-monophosphate (2'-UMP)*2",-0.134903456612183,0.892,"dead_5-24","uridine 2'-monophosphate (2'-UMP)*"
"valylglutamine2",2.90897047573939,0.001,"dead_5-24","valylglutamine"
"valylleucine2",-1.26835331083693,3.81e-06,"dead_5-24","valylleucine"
