"","log2FC","p","condition","metab"
"N-acetylaspartate (NAA)1",2.45617176278577,0.003,"untreated_5-0","N-acetylaspartate (NAA)"
"N-acetylcitrulline1",-0.661422709934226,1.32e-08,"untreated_5-0","N-acetylcitrulline"
"N-acetylglutamine1",-0.307043005653564,3.26e-07,"untreated_5-0","N-acetylglutamine"
"N-acetylglycine1",2.29333856958824,0.105,"untreated_5-0","N-acetylglycine"
"N-acetylhistidine1",0.659718431095288,4.62e-06,"untreated_5-0","N-acetylhistidine"
"N-acetylisoleucine1",0.76954058686344,2.8e-07,"untreated_5-0","N-acetylisoleucine"
"N-acetylleucine1",-0.73566419997107,3.37e-08,"untreated_5-0","N-acetylleucine"
"N-acetylmethionine1",-1.78830085186272,6.84e-10,"untreated_5-0","N-acetylmethionine"
"N-acetylmethionine sulfoxide1",-0.10885758870172,0.000243,"untreated_5-0","N-acetylmethionine sulfoxide"
"N-acetylphenylalanine1",-1.6611555869267,1.14e-08,"untreated_5-0","N-acetylphenylalanine"
"N-acetylputrescine1",-3.35687290799533,0.011,"untreated_5-0","N-acetylputrescine"
"N-acetylserine1",0.857820604615313,0.000546,"untreated_5-0","N-acetylserine"
"N-acetylthreonine1",0.540271566287635,8.17e-10,"untreated_5-0","N-acetylthreonine"
"N-acetyltryptophan1",-3.13677481440653,1e-07,"untreated_5-0","N-acetyltryptophan"
"N-acetyltyrosine1",-0.201081932237477,7.97e-05,"untreated_5-0","N-acetyltyrosine"
"N-acetylvaline1",-0.0155966100109144,3.41e-10,"untreated_5-0","N-acetylvaline"
"N-carbamoylaspartate1",3.00919865022163,0.000547,"untreated_5-0","N-carbamoylaspartate"
"N-carbamoylserine1",3.48382166544891,3.02e-05,"untreated_5-0","N-carbamoylserine"
"N-delta-acetylornithine1",-3.30217746568512,0.015,"untreated_5-0","N-delta-acetylornithine"
"N-formylphenylalanine1",5.03152109355553,0.006,"untreated_5-0","N-formylphenylalanine"
"N-monomethylarginine1",-1.15050845315204,2.79e-05,"untreated_5-0","N-monomethylarginine"
"N,N,N-trimethyl-5-aminovalerate1",-1.27017794620761,0.00056,"untreated_5-0","N,N,N-trimethyl-5-aminovalerate"
"N2-acetyllysine1",-0.41023637355141,1.27e-05,"untreated_5-0","N2-acetyllysine"
"N6-acetyllysine1",-0.120507631364807,0.002,"untreated_5-0","N6-acetyllysine"
"N6-carboxymethyllysine1",-2.35344936452606,0.01,"untreated_5-0","N6-carboxymethyllysine"
"N6,N6,N6-trimethyllysine1",-0.525444348777514,0.03,"untreated_5-0","N6,N6,N6-trimethyllysine"
"nicotinate ribonucleoside1",3.32807039539795,0.000125,"untreated_5-0","nicotinate ribonucleoside"
"O-acetylhomoserine1",6.10947099290381,0.002,"untreated_5-0","O-acetylhomoserine"
"o-Tyrosine1",-1.16312105955105,0.003,"untreated_5-0","o-Tyrosine"
"ophthalmate1",3.1894649303236,0.000193,"untreated_5-0","ophthalmate"
"ornithine1",-0.179753608630837,0.002,"untreated_5-0","ornithine"
"orotate1",5.20582463870085,0.000408,"untreated_5-0","orotate"
"oxalate (ethanedioate)1",1.31825760039368,0.083,"untreated_5-0","oxalate (ethanedioate)"
"pantothenate1",-4.21054834178857,0.002,"untreated_5-0","pantothenate"
"phenylacetate1",0.258242550905642,2.81e-07,"untreated_5-0","phenylacetate"
"phenylalanylglycine1",5.16471479744166,0.005,"untreated_5-0","phenylalanylglycine"
"phenyllactate (PLA)1",0.671685280971906,2.56e-05,"untreated_5-0","phenyllactate (PLA)"
"phenylpyruvate1",-2.8615249830878,0.006,"untreated_5-0","phenylpyruvate"
"phosphate1",0.788774444504355,9.35e-05,"untreated_5-0","phosphate"
"phosphoenolpyruvate (PEP)1",0.883021122621763,6.58e-05,"untreated_5-0","phosphoenolpyruvate (PEP)"
"pimelate (C7-DC)1",1.88737118895434,0.124,"untreated_5-0","pimelate (C7-DC)"
"pipecolate1",-2.76689447596027,0.002,"untreated_5-0","pipecolate"
"proline1",0.620073226289158,0.000469,"untreated_5-0","proline"
"pyridoxamine1",-0.529669194306178,0.019,"untreated_5-0","pyridoxamine"
"pyridoxate1",-1.85200605100499,0.002,"untreated_5-0","pyridoxate"
"pyridoxine (Vitamin B6)1",1.26907827327063,0.074,"untreated_5-0","pyridoxine (Vitamin B6)"
"pyrraline1",-0.25645247260051,0.037,"untreated_5-0","pyrraline"
"quinolinate1",-3.3697224736291,3.04e-05,"untreated_5-0","quinolinate"
"ribonate1",2.30239768876194,3.77e-05,"untreated_5-0","ribonate"
"ribose1",-1.81584773440758,6.93e-05,"untreated_5-0","ribose"
"S-adenosylhomocysteine (SAH)1",-2.03249820485986,0.041,"untreated_5-0","S-adenosylhomocysteine (SAH)"
"S-methylcysteine1",1.62873266511715,2.52e-09,"untreated_5-0","S-methylcysteine"
"saccharopine1",-1.55099904476724,0.204,"untreated_5-0","saccharopine"
"salicylate1",2.59469709694161,0.023,"untreated_5-0","salicylate"
"sedoheptulose-7-phosphate1",-0.489371936685336,0.066,"untreated_5-0","sedoheptulose-7-phosphate"
"serine1",-0.382125615363589,1.85e-12,"untreated_5-0","serine"
"sulfate*1",-1.09890510762002,2.06e-05,"untreated_5-0","sulfate*"
"thioproline1",0.0781062776613801,0.00017,"untreated_5-0","thioproline"
"threonine1",-1.03519736205788,3.08e-07,"untreated_5-0","threonine"
"threonylphenylalanine1",3.87728265363978,0.000737,"untreated_5-0","threonylphenylalanine"
"thymidine1",4.97842265341679,0.006,"untreated_5-0","thymidine"
"thymidine 5'-monophosphate1",-0.976157059141002,0.066,"untreated_5-0","thymidine 5'-monophosphate"
"thymine1",-1.34997382756727,0.003,"untreated_5-0","thymine"
"trans-nonadecenoate (tr 19:1)*1",-0.543818476276355,7.51e-05,"untreated_5-0","trans-nonadecenoate (tr 19:1)*"
"trans-urocanate1",1.00829702124764,0.003,"untreated_5-0","trans-urocanate"
"trehalose1",-0.728506012430309,1.87e-05,"untreated_5-0","trehalose"
"trehalose 6-phosphate1",1.38963040290457,1,"untreated_5-0","trehalose 6-phosphate"
"tryptophylglycine1",-1.63189556825986,6.58e-07,"untreated_5-0","tryptophylglycine"
"tyramine1",-5.33950113096217,0.005,"untreated_5-0","tyramine"
"tyrosylglycine1",2.02148439553299,0.000145,"untreated_5-0","tyrosylglycine"
"urea1",-2.2653032429089,4.5e-06,"untreated_5-0","urea"
"uridine-2',3'-cyclic monophosphate1",-0.291891328650212,0.021,"untreated_5-0","uridine-2',3'-cyclic monophosphate"
"uridine 3'-monophosphate (3'-UMP)1",-3.16361432426671,0.02,"untreated_5-0","uridine 3'-monophosphate (3'-UMP)"
"valylglutamine1",1.89795717296503,0.005,"untreated_5-0","valylglutamine"
"xanthine1",1.30595570145022,0.114,"untreated_5-0","xanthine"
"(3'-5')-adenylyladenosine*2",2.69022962994493,0.008,"untreated_5-24","(3'-5')-adenylyladenosine*"
"1-carboxyethylisoleucine2",-1.86906344063075,0.000149,"untreated_5-24","1-carboxyethylisoleucine"
"1-carboxyethylleucine2",-2.17014947967642,0.000154,"untreated_5-24","1-carboxyethylleucine"
"1-carboxyethylphenylalanine2",-1.54539844475104,9.11e-05,"untreated_5-24","1-carboxyethylphenylalanine"
"1-carboxyethyltyrosine2",0.142549066926381,0.026,"untreated_5-24","1-carboxyethyltyrosine"
"1-carboxyethylvaline2",-2.17703045907768,0.005,"untreated_5-24","1-carboxyethylvaline"
"1-palmitoyl-2-oleoyl-GPE (16:0/18:1)2",3.58624879929967,0.007,"untreated_5-24","1-palmitoyl-2-oleoyl-GPE (16:0/18:1)"
"1,5-anhydroglucitol (1,5-AG)2",-1.87174415065199,0.000166,"untreated_5-24","1,5-anhydroglucitol (1,5-AG)"
"10-undecenoate (11:1n1)2",-3.2844488420581,0.022,"untreated_5-24","10-undecenoate (11:1n1)"
"2'-deoxyadenosine 5'-monophosphate2",2.30794186445455,0.058,"untreated_5-24","2'-deoxyadenosine 5'-monophosphate"
"2'-deoxyuridine2",-1.29022376840451,0.048,"untreated_5-24","2'-deoxyuridine"
"2'-O-methyluridine2",-2.02617126463932,0.007,"untreated_5-24","2'-O-methyluridine"
"2-aminoadipate2",-1.22122493556137,0.03,"untreated_5-24","2-aminoadipate"
"2-heptyl-1H-quinolin-4-one (HHQ)2",0.209646862193987,0.822,"untreated_5-24","2-heptyl-1H-quinolin-4-one (HHQ)"
"2-hydroxyphenylacetate2",-2.12671676412867,0.168,"untreated_5-24","2-hydroxyphenylacetate"
"2-keto-3-deoxy-gluconate2",-3.99311310659285,0.011,"untreated_5-24","2-keto-3-deoxy-gluconate"
"2-methylcitrate/homocitrate2",-1.83960252417621,0.136,"untreated_5-24","2-methylcitrate/homocitrate"
"2-methylserine2",-1.95599619951224,9.14e-06,"untreated_5-24","2-methylserine"
"2,4-diaminobutyrate2",-0.971525463494125,0.019,"untreated_5-24","2,4-diaminobutyrate"
"3-(4-hydroxyphenyl)lactate2",-2.34770998178094,8.48e-08,"untreated_5-24","3-(4-hydroxyphenyl)lactate"
"3-hydroxy-2-ethylpropionate2",-1.63107188779793,0.005,"untreated_5-24","3-hydroxy-2-ethylpropionate"
"3-hydroxyhexanoate2",-2.65233682407546,0.101,"untreated_5-24","3-hydroxyhexanoate"
"3-hydroxyisobutyrate2",-2.9293181974103,4.59e-06,"untreated_5-24","3-hydroxyisobutyrate"
"3-methyl-2-oxovalerate2",-2.82029685588344,0.000486,"untreated_5-24","3-methyl-2-oxovalerate"
"3-methylglutaconate2",-1.90784250776914,1.94e-06,"untreated_5-24","3-methylglutaconate"
"3-phosphoglycerate2",-3.23199292271435,1.2e-05,"untreated_5-24","3-phosphoglycerate"
"3-phosphoserine2",-2.01190723782948,0.005,"untreated_5-24","3-phosphoserine"
"3-ureidopropionate2",-2.75633123464376,0.004,"untreated_5-24","3-ureidopropionate"
"3,4-dihydroxy-1,5-cyclohexadiene-1-carboxylic acid2",-2.085636641158,0.035,"untreated_5-24","3,4-dihydroxy-1,5-cyclohexadiene-1-carboxylic acid"
"4-acetamidobutanoate2",-4.52880628949162,0.000112,"untreated_5-24","4-acetamidobutanoate"
"4-hydroxybenzoate2",-3.39707633115516,0.002,"untreated_5-24","4-hydroxybenzoate"
"4-hydroxyphenylacetate2",-3.19932897681736,0.001,"untreated_5-24","4-hydroxyphenylacetate"
"4-hydroxyphenylpyruvate2",-3.12445893678284,0.05,"untreated_5-24","4-hydroxyphenylpyruvate"
"4-imidazoleacetate2",-1.12950905859729,0.002,"untreated_5-24","4-imidazoleacetate"
"4-methyl-2-oxopentanoate2",-2.25475839622566,2.2e-05,"untreated_5-24","4-methyl-2-oxopentanoate"
"5-(2-Hydroxyethyl)-4-methylthiazole2",7.15532510841117,0.59,"untreated_5-24","5-(2-Hydroxyethyl)-4-methylthiazole"
"5-oxoproline2",-8.37197369752038,0.029,"untreated_5-24","5-oxoproline"
"5,6-dihydrouridine2",-2.28564196079581,6.79e-07,"untreated_5-24","5,6-dihydrouridine"
"8-hydroxyguanine2",-3.27051776994759,0.000101,"untreated_5-24","8-hydroxyguanine"
"adenosine-2',3'-cyclic monophosphate2",-0.806965256863105,0.735,"untreated_5-24","adenosine-2',3'-cyclic monophosphate"
"adenosine 2'-monophosphate (2'-AMP)2",-0.0481220884692381,0.999,"untreated_5-24","adenosine 2'-monophosphate (2'-AMP)"
"adenosine 5'-monophosphate (AMP)2",3.87046408062789,0.072,"untreated_5-24","adenosine 5'-monophosphate (AMP)"
"alanine2",-0.365876325860044,0.15,"untreated_5-24","alanine"
"alanylleucine2",0.088855471914867,0.833,"untreated_5-24","alanylleucine"
"allo-threonine2",-0.237346283726998,0.000449,"untreated_5-24","allo-threonine"
"alpha-ketoglutarate2",-0.263925826168639,0.136,"untreated_5-24","alpha-ketoglutarate"
"anthranilate2",-5.5353300981475,0.104,"untreated_5-24","anthranilate"
"arabonate/xylonate2",-3.42966665284038,0.004,"untreated_5-24","arabonate/xylonate"
"arginine2",-0.719552468387937,0.007,"untreated_5-24","arginine"
"asparagine2",-0.439289154387318,0.107,"untreated_5-24","asparagine"
"aspartate2",-0.131385225326413,0.148,"untreated_5-24","aspartate"
"butyrylglutamine/isobutyrylglutamine2",-1.94874471948008,0.024,"untreated_5-24","butyrylglutamine/isobutyrylglutamine"
"cadaverine2",-1.64875666556668,0.045,"untreated_5-24","cadaverine"
"carnitine2",0.676806830719043,0.229,"untreated_5-24","carnitine"
"catechol sulfate2",0.580127002512529,0.934,"untreated_5-24","catechol sulfate"
"choline2",0.0992716773469627,0.959,"untreated_5-24","choline"
"cis-urocanate2",-1.44736098623299,0.012,"untreated_5-24","cis-urocanate"
"citrate2",-0.0814537571468392,0.989,"untreated_5-24","citrate"
"cyano-alanine2",-0.943149600654146,0.000324,"untreated_5-24","cyano-alanine"
"cysteine-glutathione disulfide2",-3.76604874209076,3.27e-05,"untreated_5-24","cysteine-glutathione disulfide"
"cysteine s-sulfate2",0.199610962439531,0.932,"untreated_5-24","cysteine s-sulfate"
"cysteinylglycine disulfide*2",-2.27236400809107,0.000105,"untreated_5-24","cysteinylglycine disulfide*"
"dimethylarginine (SDMA + ADMA)2",-3.5246615981638,0.039,"untreated_5-24","dimethylarginine (SDMA + ADMA)"
"dimethylglycine2",-2.91603664308821,0.093,"untreated_5-24","dimethylglycine"
"erythritol2",-4.01846408475337,7.25e-07,"untreated_5-24","erythritol"
"flavin adenine dinucleotide (FAD)2",-2.87697270160739,0.000159,"untreated_5-24","flavin adenine dinucleotide (FAD)"
"fumarate2",-5.74179592568343,0.21,"untreated_5-24","fumarate"
"gamma-glutamylglutamate2",0.520029609126112,0.000482,"untreated_5-24","gamma-glutamylglutamate"
"gamma-glutamylglutamine2",-1.29103340531193,0.011,"untreated_5-24","gamma-glutamylglutamine"
"gamma-glutamylglycine2",-3.42524548364735,4.08e-10,"untreated_5-24","gamma-glutamylglycine"
"gamma-glutamylisoleucine*2",-3.851154694502,2.1e-05,"untreated_5-24","gamma-glutamylisoleucine*"
"gamma-glutamylleucine2",-2.49673217206906,1.78e-05,"untreated_5-24","gamma-glutamylleucine"
"gamma-glutamylmethionine2",-4.56633444444016,0.188,"untreated_5-24","gamma-glutamylmethionine"
"gamma-glutamylphenylalanine2",-1.45257205877541,0.01,"untreated_5-24","gamma-glutamylphenylalanine"
"gamma-glutamyltryptophan2",-1.25097610792106,0.167,"untreated_5-24","gamma-glutamyltryptophan"
"gamma-glutamyltyrosine2",-1.17957361147179,0.002,"untreated_5-24","gamma-glutamyltyrosine"
"glucose2",-2.48258133028866,0.003,"untreated_5-24","glucose"
"glutamate2",-0.600563904802137,0.232,"untreated_5-24","glutamate"
"glutamine2",-0.741325885206756,0.038,"untreated_5-24","glutamine"
"glutaminylleucine2",-0.0173748997840426,0.998,"untreated_5-24","glutaminylleucine"
"glycerophosphoethanolamine2",0.0470095022582812,0.997,"untreated_5-24","glycerophosphoethanolamine"
"glycine2",-4.80490544120283,5.03e-06,"untreated_5-24","glycine"
"glycylisoleucine2",-0.264570195729557,0.542,"untreated_5-24","glycylisoleucine"
"glycylleucine2",-0.159495783380224,0.854,"untreated_5-24","glycylleucine"
"glycylvaline2",-0.163617922290438,0.645,"untreated_5-24","glycylvaline"
"guanosine-2',3'-cyclic monophosphate2",-0.565321864881965,0.687,"untreated_5-24","guanosine-2',3'-cyclic monophosphate"
"guanosine 2'-monophosphate (2'-GMP)*2",-4.4674613574698,0.003,"untreated_5-24","guanosine 2'-monophosphate (2'-GMP)*"
"guanosine 3'-monophosphate (3'-GMP)2",-4.15058808244725,0.003,"untreated_5-24","guanosine 3'-monophosphate (3'-GMP)"
"gulonate*2",-1.3991465303771,0.000173,"untreated_5-24","gulonate*"
"hippurate2",-1.24524672401445,0.021,"untreated_5-24","hippurate"
"histamine2",-0.0553523349364582,0.054,"untreated_5-24","histamine"
"histidine2",-3.09269630722922,0.036,"untreated_5-24","histidine"
"histidinol2",-3.37505836531532,0.101,"untreated_5-24","histidinol"
"histidylalanine2",-0.488861654592025,0.113,"untreated_5-24","histidylalanine"
"homoserine2",-1.36506754192088,2.15e-05,"untreated_5-24","homoserine"
"indoleacetate2",-5.44221033773279,0.026,"untreated_5-24","indoleacetate"
"isoleucine2",-5.34728425479616,0.000242,"untreated_5-24","isoleucine"
"isoleucylglycine2",-0.12865427963348,0.832,"untreated_5-24","isoleucylglycine"
"isovalerate (i5:0)2",-7.72251707558505,6e-05,"untreated_5-24","isovalerate (i5:0)"
"kynurenate2",-3.71056337306368,0.014,"untreated_5-24","kynurenate"
"leucine2",-5.8500911395921,1.41e-05,"untreated_5-24","leucine"
"leucylglycine2",-0.213949541211041,0.789,"untreated_5-24","leucylglycine"
"lysine2",-3.58719912246074,0.002,"untreated_5-24","lysine"
"lysylleucine2",0.448079523125072,0.038,"untreated_5-24","lysylleucine"
"malate2",-4.88531842094008,0.053,"untreated_5-24","malate"
"maleate2",3.63511105825638,0.906,"untreated_5-24","maleate"
"methionine2",-0.158953857591638,0.988,"untreated_5-24","methionine"
"methylmalonate (MMA)2",-3.75559948712207,2.58e-08,"untreated_5-24","methylmalonate (MMA)"
"methylsuccinate2",0.22367837974174,0.047,"untreated_5-24","methylsuccinate"
"mevalonate2",-2.26740131973651,0.394,"untreated_5-24","mevalonate"
"N-acetyl-cadaverine2",-1.18391227868789,0.002,"untreated_5-24","N-acetyl-cadaverine"
"N-acetylalanine2",0.348856044396411,0.866,"untreated_5-24","N-acetylalanine"
"N-acetylarginine2",-2.25986154648419,0.044,"untreated_5-24","N-acetylarginine"
"N-acetylaspartate (NAA)2",-1.84951500100162,0.02,"untreated_5-24","N-acetylaspartate (NAA)"
"N-acetylcitrulline2",-2.13043055325621,3.74e-07,"untreated_5-24","N-acetylcitrulline"
"N-acetylglutamine2",-0.348401883761936,3.22e-06,"untreated_5-24","N-acetylglutamine"
"N-acetylglycine2",-1.12922131457042,0.347,"untreated_5-24","N-acetylglycine"
"N-acetylhistidine2",-0.662209143553373,0.000465,"untreated_5-24","N-acetylhistidine"
"N-acetylisoleucine2",-2.34483149580895,1.34e-06,"untreated_5-24","N-acetylisoleucine"
"N-acetylleucine2",-4.35440275231795,1.34e-08,"untreated_5-24","N-acetylleucine"
"N-acetylmethionine2",-4.20692136888655,9.13e-09,"untreated_5-24","N-acetylmethionine"
"N-acetylmethionine sulfoxide2",-2.00853093505417,0.000386,"untreated_5-24","N-acetylmethionine sulfoxide"
"N-acetylphenylalanine2",-5.03073035933406,1.77e-07,"untreated_5-24","N-acetylphenylalanine"
"N-acetylputrescine2",-5.37425360626427,0.041,"untreated_5-24","N-acetylputrescine"
"N-acetylserine2",-1.85088463843671,0.055,"untreated_5-24","N-acetylserine"
"N-acetylthreonine2",-2.79020050409053,1.16e-08,"untreated_5-24","N-acetylthreonine"
"N-acetyltryptophan2",-5.99155014684913,6.61e-10,"untreated_5-24","N-acetyltryptophan"
"N-acetyltyrosine2",-4.29159428109761,7.3e-05,"untreated_5-24","N-acetyltyrosine"
"N-acetylvaline2",-2.8545691160581,1.65e-09,"untreated_5-24","N-acetylvaline"
"N-carbamoylaspartate2",-1.5203683215918,0.008,"untreated_5-24","N-carbamoylaspartate"
"N-carbamoylserine2",-1.05544560800361,0.007,"untreated_5-24","N-carbamoylserine"
"N-delta-acetylornithine2",-5.95833650456221,0.027,"untreated_5-24","N-delta-acetylornithine"
"N-formylphenylalanine2",-0.0329904648283848,0.996,"untreated_5-24","N-formylphenylalanine"
"N-monomethylarginine2",-2.61647233864748,0.000133,"untreated_5-24","N-monomethylarginine"
"N,N,N-trimethyl-5-aminovalerate2",-4.56746678427505,0.000785,"untreated_5-24","N,N,N-trimethyl-5-aminovalerate"
"N2-acetyllysine2",-2.49734839556871,4.18e-06,"untreated_5-24","N2-acetyllysine"
"N6-acetyllysine2",-0.659192935040779,0.004,"untreated_5-24","N6-acetyllysine"
"N6-carboxymethyllysine2",0.455762704143589,0.982,"untreated_5-24","N6-carboxymethyllysine"
"N6,N6,N6-trimethyllysine2",-3.29284831980303,0.035,"untreated_5-24","N6,N6,N6-trimethyllysine"
"nicotinate ribonucleoside2",-1.38457807303662,3.99e-07,"untreated_5-24","nicotinate ribonucleoside"
"O-acetylhomoserine2",-1.83195148881151,0.000374,"untreated_5-24","O-acetylhomoserine"
"o-Tyrosine2",-3.04379129900723,6.05e-05,"untreated_5-24","o-Tyrosine"
"ophthalmate2",-1.61463277780789,0.004,"untreated_5-24","ophthalmate"
"ornithine2",-2.96340203095383,0.002,"untreated_5-24","ornithine"
"orotate2",-1.21500999154509,0.013,"untreated_5-24","orotate"
"oxalate (ethanedioate)2",0.579519870211227,0.012,"untreated_5-24","oxalate (ethanedioate)"
"pantothenate2",-5.24936426645395,0.019,"untreated_5-24","pantothenate"
"phenylacetate2",-2.72521803921766,2.79e-06,"untreated_5-24","phenylacetate"
"phenylalanylglycine2",0.217067151330326,0.786,"untreated_5-24","phenylalanylglycine"
"phenyllactate (PLA)2",-2.85518082731026,0.000323,"untreated_5-24","phenyllactate (PLA)"
"phenylpyruvate2",-4.82889980909318,0.000103,"untreated_5-24","phenylpyruvate"
"phosphate2",-0.114014623030803,0.966,"untreated_5-24","phosphate"
"phosphoenolpyruvate (PEP)2",-1.57744849650763,0.000371,"untreated_5-24","phosphoenolpyruvate (PEP)"
"pimelate (C7-DC)2",0.00845317410772286,1,"untreated_5-24","pimelate (C7-DC)"
"pipecolate2",-5.0875378635101,0.000369,"untreated_5-24","pipecolate"
"proline2",0.0214485496351043,0.963,"untreated_5-24","proline"
"pyridoxamine2",-0.423184632451905,0.92,"untreated_5-24","pyridoxamine"
"pyridoxate2",-4.14097715343923,0.011,"untreated_5-24","pyridoxate"
"pyridoxine (Vitamin B6)2",0.306840436932318,0.933,"untreated_5-24","pyridoxine (Vitamin B6)"
"pyrraline2",-0.97867420552376,0.014,"untreated_5-24","pyrraline"
"quinolinate2",-8.08816518981148,3.85e-06,"untreated_5-24","quinolinate"
"ribonate2",-1.99678188919144,0.029,"untreated_5-24","ribonate"
"ribose2",-4.33183989617242,0.000147,"untreated_5-24","ribose"
"S-adenosylhomocysteine (SAH)2",-3.59323230405258,0.093,"untreated_5-24","S-adenosylhomocysteine (SAH)"
"S-methylcysteine2",-1.41644192255823,4.91e-06,"untreated_5-24","S-methylcysteine"
"saccharopine2",-0.757256802227447,0.761,"untreated_5-24","saccharopine"
"salicylate2",0.542871297504058,0.512,"untreated_5-24","salicylate"
"sedoheptulose-7-phosphate2",-1.07280639479195,0.107,"untreated_5-24","sedoheptulose-7-phosphate"
"serine2",-3.11406523372004,3.56e-08,"untreated_5-24","serine"
"sulfate*2",-2.92792138671164,0.000127,"untreated_5-24","sulfate*"
"thioproline2",0.914116971867041,9.63e-07,"untreated_5-24","thioproline"
"threonine2",-3.94591635410462,2.27e-07,"untreated_5-24","threonine"
"threonylphenylalanine2",0.0496855581337297,0.95,"untreated_5-24","threonylphenylalanine"
"thymidine2",-2.81112526051684,0.003,"untreated_5-24","thymidine"
"thymidine 5'-monophosphate2",3.25989589519482,0.333,"untreated_5-24","thymidine 5'-monophosphate"
"thymine2",-3.93056856119142,6.59e-05,"untreated_5-24","thymine"
"trans-nonadecenoate (tr 19:1)*2",1.12070809471205,0.032,"untreated_5-24","trans-nonadecenoate (tr 19:1)*"
"trans-urocanate2",-2.03397353290128,0.001,"untreated_5-24","trans-urocanate"
"trehalose2",0.167588100286136,9.2e-05,"untreated_5-24","trehalose"
"trehalose 6-phosphate2",1.40172370433558,0.034,"untreated_5-24","trehalose 6-phosphate"
"tryptophylglycine2",-4.82138412002447,2.14e-06,"untreated_5-24","tryptophylglycine"
"tyramine2",-6.87784114228124,0.023,"untreated_5-24","tyramine"
"tyrosylglycine2",-0.267686930693117,0.605,"untreated_5-24","tyrosylglycine"
"urea2",-4.92785931221322,1.17e-08,"untreated_5-24","urea"
"uridine-2',3'-cyclic monophosphate2",-0.73448971001304,0.757,"untreated_5-24","uridine-2',3'-cyclic monophosphate"
"uridine 3'-monophosphate (3'-UMP)2",-5.01610455087707,0.004,"untreated_5-24","uridine 3'-monophosphate (3'-UMP)"
"valylglutamine2",0.595888286734863,0.42,"untreated_5-24","valylglutamine"
"xanthine2",-0.872463814176349,0.431,"untreated_5-24","xanthine"
