opt_fraction	R_value	p_value
0.1	0.09178521453615547	0.08287432613288848
0.2	0.07642765632112682	0.14727903267181042
0.3	0.09597973664034855	0.06024183272038471
0.4	0.08250628410883254	0.10555604981887198
0.5	0.07300470883394397	0.1470254777383803
0.6	0.029325147448583985	0.5523255363071153
0.7	0.034251784296889826	0.48757403394211596
0.8	0.020070598958011478	0.6817030061540647
0.9	0.009621516064269083	0.8383577651111894
0.25	0.10252873837199289	0.04409935449195205
0.35	0.08650628824724947	0.08637069545772912
0.287	0.09607371691135176	0.05998988872526215
0.325	0.10267299247611676	0.04244890429419429
0.275	0.09770142228627826	0.05576263402741064
0.313	0.09864201313528836	0.05343462409889042
