opt_fraction	R_value	p_value
0.1	-0.0003429592974820766	0.9947756950120108
0.2	0.0024260132453659705	0.9636186994138929
0.3	0.013814002408286289	0.7894812366675035
0.4	-0.005342878700268197	0.9165602630572225
0.5	-0.007538221569788062	0.880830751760366
0.6	0.05330871139585707	0.2785971981538881
0.7	0.04416462559654362	0.36489003094656913
0.8	0.021459945263622673	0.6583453036152476
0.9	0.02662539609147654	0.5732041364836927
0.55	0.02734858165915478	0.5817553764135333
0.65	0.03501854647447966	0.472563519870171
0.587	0.05237097165786396	0.2871518734456797
0.625	0.0694573054947247	0.15583410337295892
0.575	0.04130923942778219	0.40013195602168616
0.613	0.06280804781839185	0.19946579155887667
