	rxn10158	rxn05312	rxn05318	rxn05561	rxn00615	rxn00148	rxn00250	rxn00134	rxn00102	rxn05581	rxn00251	rxn10165	rxn05319	EX_cpd00182_e	EX_cpd00100_e	EX_cpd00080_e	EX_cpd00067_e	EX_cpd00001_e	EX_cpd00009_e	ATPM	DM_cpd00002_c
50	-489.0215420252433	969.6530840504867	323.21769468349555	489.0215420252433	-654.8253893669911	323.21769468349555	323.21769468349555	323.21769468349555	-323.21769468349555	654.8253893669911	323.21769468349555	654.8253893669911	-314.82769468349557	-323.21769468349555	654.8253893669911	-654.8253893669911	-314.82769468349557	314.82769468349557	-314.82769468349557	8.39	323.21769468349555
51	-448.3968670245934	888.4037340491868	296.1345780163956	448.39686702459335	-600.6591560327912	296.1345780163956	296.1345780163956	296.1345780163956	-296.1345780163956	600.6591560327912	296.1345780163956	600.6591560327912	-287.7445780163956	-296.1345780163956	600.6591560327912	-600.6591560327912	-287.7445780163956	287.7445780163956	-287.7445780163956	8.39	296.1345780163956
52	-265.50246734991816	522.6149346998363	174.20497823327878	265.5024673499181	-356.79995646655755	174.20497823327878	174.20497823327878	174.20497823327878	-174.20497823327878	356.79995646655755	174.20497823327878	356.79995646655755	-165.8149782332788	-174.20497823327878	356.79995646655755	-356.79995646655755	-165.8149782332788	165.8149782332788	-165.8149782332788	8.39	174.20497823327878
53	-306.04605517491814	603.7021103498365	201.23403678327884	306.04605517491814	-410.85807356655766	201.23403678327884	201.23403678327884	201.23403678327884	-201.23403678327884	410.85807356655766	201.23403678327884	410.85807356655766	-192.84403678327885	-201.23403678327884	410.85807356655766	-410.85807356655766	-192.84403678327897	192.84403678327885	-192.84403678327885	8.39	201.23403678327884
54	-285.83507656306864	563.2801531261373	187.76005104204577	285.83507656306864	-383.9101020840916	187.76005104204577	187.76005104204577	187.76005104204577	-187.76005104204577	383.9101020840916	187.76005104204577	383.9101020840916	-179.37005104204573	-187.76005104204577	383.9101020840916	-383.9101020840916	-179.3700510420459	179.37005104204573	-179.3700510420457	8.39	187.7600510420458
55	-204.6465420245933	400.9030840491866	133.63436134972886	204.64654202459326	-275.6587226994577	133.63436134972886	133.63436134972886	133.63436134972886	-133.63436134972886	275.6587226994577	133.63436134972886	275.6587226994577	-125.24436134972885	-133.63436134972886	275.6587226994577	-275.6587226994577	-125.24436134972888	125.24436134972885	-125.24436134972888	8.39	133.63436134972886
56	-235.13536061258094	461.8807212251622	153.9602404083874	235.13536061258094	-316.31048081677477	153.9602404083874	153.9602404083874	153.9602404083874	-153.9602404083874	316.31048081677477	153.9602404083874	316.31048081677477	-145.5702404083874	-153.9602404083874	316.31048081677477	-316.31048081677477	-145.57024040838775	145.5702404083874	-145.5702404083874	8.39	153.96024040838736
57	-255.40707343790532	502.42414687581066	167.47471562527022	255.40707343790532	-343.33943125054043	167.47471562527022	167.47471562527022	167.47471562527022	-167.47471562527022	343.33943125054043	167.47471562527022	343.33943125054043	-159.08471562527023	-167.47471562527022	343.33943125054043	-343.33943125054043	-159.08471562527018	159.08471562527023	-159.08471562527023	8.39	167.47471562527022
58	-295.9506612629053	583.5113225258107	194.50377417527022	295.9506612629053	-397.39754835054043	194.50377417527022	194.50377417527022	194.50377417527022	-194.50377417527022	397.39754835054043	194.50377417527022	397.39754835054043	-186.11377417527024	-194.50377417527022	397.39754835054043	-397.39754835054043	-186.11377417527024	186.11377417527024	-186.11377417527024	8.39	194.50377417527022
59	-326.27730549959324	644.1646109991866	214.72153699972887	326.27730549959324	-437.8330739994577	214.72153699972887	214.72153699972887	214.72153699972887	-214.72153699972887	437.8330739994577	214.72153699972887	437.8330739994577	-206.33153699972888	-214.72153699972887	437.8330739994577	-437.8330739994577	-206.331536999729	206.33153699972888	-206.33153699972888	8.39	214.72153699972887
60	-499.15739843790556	989.9247968758112	329.9749322919371	499.15739843790556	-668.3398645838741	329.9749322919371	329.9749322919371	329.9749322919371	-329.9749322919371	668.3398645838741	329.9749322919371	668.3398645838741	-321.5849322919371	-329.9749322919371	668.3398645838741	-668.3398645838741	-321.58493229193743	321.5849322919371	-321.5849322919371	8.39	329.9749322919371
