opt_fraction	R_value	p_value
0.1	0.009665628063139784	0.8549872230329927
0.2	0.011829232726077157	0.8222844838556158
0.3	-0.006107165352471555	0.9046775731127867
0.4	-0.005275760300854793	0.9169666293789055
0.5	0.01776168173194477	0.7195826641120731
0.6	0.030335420152081606	0.5397029987945039
0.7	-0.00812374573271494	0.8669163673030809
0.8	0.008293193499142067	0.8644835814495924
0.9	6.668673147842044e-05	0.9988656517048173
0.55	0.040588380476122	0.4129722304838447
0.65	0.015117566762047834	0.7568261702616962
0.587	0.027155334871189853	0.5821201447207071
0.625	0.032272056836554736	0.5146372800324309
0.575	0.02563356533889765	0.604336068876614
0.613	0.030727727575332004	0.5344701420103977
