opt_fraction	R_value	p_value
0.1	0.1196077218877963	0.02210116642206678
0.2	0.0788339698643614	0.1332985913565379
0.3	0.08051663971979542	0.12414590159991683
0.4	0.10771616979084203	0.03732235007659058
0.5	0.11602038067494537	0.019364423937301298
0.6	0.0701000778609016	0.1565331473537134
0.7	0.11187818303567049	0.02031429700474375
0.8	0.08987214312900754	0.060496804674976416
0.9	0.09264744929758728	0.04826233653943452
0.05	0.11971735794620997	0.02197858572243397
0.125	0.10911402752180936	0.04075720423465086
0.087	0.12671339210192933	0.015140663135441882
0.075	0.1235959036726959	0.017847412713424358
0.15	0.08219542006715141	0.12428364745511178
0.113	0.12072652062542999	0.02087766482475176
