opt_fraction	R_value	p_value
0.1	0.1604215628037162	0.0022981626972371307
0.2	0.08250596197485918	0.1186477905066193
0.3	0.08161106868217267	0.10894344669476368
0.4	0.054980961845578914	0.28062323894737573
0.5	0.028642111882499342	0.5644976414565982
0.6	0.05373397827626401	0.2747751640698999
0.7	0.06582548659191884	0.175576942253977
0.8	0.04596000958139703	0.3422836833400088
0.9	0.09204992140851198	0.04923046100792442
0.05	0.16092376351814516	0.0022252738991813494
0.125	0.12010682948798497	0.022279753393778027
0.087	0.1606507734077635	0.0022646293877399805
0.075	0.1515090311629321	0.004062538351972596
0.15	0.14553495737313504	0.005734295804290137
0.113	0.15171240562139032	0.0037156481707128165
