opt_fraction	R_value	p_value
0.1	0.15865724886168087	0.0025011337727996403
0.2	0.12181732143329285	0.021508964850387526
0.3	0.10295135600421244	0.04937241774975712
0.4	0.1143311590716649	0.024495749967410146
0.5	0.06895210892542636	0.16924535779156916
0.6	0.08604384358608204	0.0771104750567408
0.7	0.04050471706025077	0.40048394961462375
0.8	0.0893110176185716	0.057508903330683404
0.9	0.14221977554865056	0.0021824797894996494
0.05	0.1592156700470288	0.0024134843749777806
0.125	0.16597214962701243	0.0014620369734553314
0.087	0.1592392339571116	0.0024098481232844127
0.075	0.16348763397373492	0.0018034228331241732
0.15	0.16577009112972724	0.0014819933728562216
0.113	0.13939996851136027	0.00799274825489878
