opt_fraction	R_value	p_value
0.1	0.1138901974354249	0.02936976614241232
0.2	0.09267618518090154	0.07741774698169525
0.3	0.07753157233324305	0.13821882864586796
0.4	0.08387930569113705	0.10255313786950447
0.5	0.07867634280997747	0.11709568770362157
0.6	0.07818283014841744	0.1091864017296697
0.7	0.11277350877381073	0.020194875172497597
0.8	0.07434409196311857	0.12027724278103231
0.9	0.09117200681814193	0.05170143766340832
0.05	0.11459492944597836	0.028593970168460242
0.125	0.0891448787572892	0.09400207579653926
0.087	0.11360922381053848	0.029774456566381082
0.075	0.11387660975321626	0.029389227680576877
0.15	0.08711716645230895	0.09700918750330949
0.113	0.11387644651009111	0.029389461559663984
