opt_fraction	R_value	p_value
0.1	0.27080676655460056	0.2621186841299147
0.2	0.27080676655460056	0.2621186841299147
0.3	0.27080676655460056	0.2621186841299147
0.4	0.27080676655460056	0.2621186841299147
0.5	0.19357012826766923	0.21934314281530393
0.6	0.10202567412180744	0.5150368336202962
0.7	0.26534982625870157	0.08171539903008507
0.8	-0.06853245358118774	0.6190751381996555
0.9	0.013307028203886418	0.91823934618143
0.05	0.27080676655460056	0.2621186841299147
0.125	0.27080676655460056	0.2621186841299147
0.087	0.27080676655460056	0.2621186841299147
0.075	0.3073123125130938	0.20059960473597882
0.15	0.27080676655460056	0.2621186841299147
0.113	0.3421192150806454	0.1516541791022711
