"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","condition"
"1","PA14_00020",690.807859394379,0.769161886595014,0.132158849830899,5.81998017975474,5.88546061434015e-09,2.95976716684316e-07,"U24U0"
"2","PA14_00450",1336.56934008877,0.298392756576742,0.0479696134334864,6.22045364177234,4.95719520443668e-10,3.15773334522617e-08,"U24U0"
"3","PA14_00960",1441.76569854431,0.278818535505583,0.0855949449992294,3.25741824482851,0.0011243063990787,0.00994698855851576,"U24U0"
"4","PA14_01160",1139.52387265743,0.364322583425129,0.0857256566053938,4.24986635100566,2.13898102685869e-05,0.000361733871002385,"U24U0"
"5","PA14_01360",573.78319903157,1.63030211027981,0.484338925379997,3.36603569287918,0.000762568404231318,0.00716689288763631,"U24U0"
"6","PA14_01430",663.154091260883,1.76113637742467,0.394719265208796,4.46174416263436,8.12952482633084e-06,0.000163258849543566,"U24U0"
"7","PA14_01550",525.047721430259,1.40973368111357,0.314551478194897,4.48172645445366,7.40416099674979e-06,0.000152220768432448,"U24U0"
"8","PA14_01810",1179.69241663349,0.414394434560949,0.0675273826308797,6.13668734691118,8.42599832277316e-10,4.98002560664521e-08,"U24U0"
"9","PA14_02150",1084.72602956797,0.718020599924938,0.099074885252289,7.24725139066814,4.25314132877501e-13,4.87665184757342e-11,"U24U0"
"10","PA14_02290",1009.10045762123,0.369495536722801,0.0956272454357422,3.86391488157094,0.00011158411826379,0.00147739434181595,"U24U0"
"11","PA14_02470",1553.95154744705,0.227514802875511,0.0577498706395558,3.93965909110928,8.15974770266623e-05,0.00112722490552736,"U24U0"
"12","PA14_02650",746.58048762885,0.543003070138895,0.144028628376852,3.77010512603177,0.000163178797476535,0.00202052709704746,"U24U0"
"13","PA14_02660",694.762287273074,0.852665213282501,0.22168157910935,3.846351224618,0.000119889871906435,0.00156924346036436,"U24U0"
"14","PA14_03580",1306.75620670973,0.302073352863285,0.0720283285239163,4.19381317120228,2.74303930880453e-05,0.000444232891451309,"U24U0"
"15","PA14_03730",1184.93399195587,0.421743176519884,0.104317662980724,4.04287408737114,5.27999778867775e-05,0.000788287169856498,"U24U0"
"16","PA14_03780",1562.99331783324,0.446540159227642,0.0797027196224786,5.60257117125655,2.11195272725734e-08,9.53372046091838e-07,"U24U0"
"17","PA14_03900",1203.65148471536,0.98140618485514,0.166194562600253,5.90516422138136,3.52295637599028e-09,1.83610080941384e-07,"U24U0"
"18","PA14_03920",1162.48772402292,0.317510042450063,0.0734271313113786,4.32415153335644,1.53120024414078e-05,0.000274324093739347,"U24U0"
"19","PA14_04090",1448.25952397314,0.261150894632569,0.0534059579798736,4.88992061018708,1.00876654080182e-06,2.74088084285159e-05,"U24U0"
"20","PA14_04490",1039.15431709602,0.364792157949776,0.0986908756165019,3.69631088660419,0.000218755072565531,0.0025804996523008,"U24U0"
"21","PA14_04730",1104.09656941147,1.82480396335509,0.465555594114171,3.91962632696361,8.86863660400322e-05,0.00121056889644644,"U24U0"
"22","PA14_04960",804.178848690106,0.575554758508944,0.169052332180464,3.40459519892655,0.000662621993237988,0.00639530620746361,"U24U0"
"23","PA14_05050",690.930653775067,0.968544128308685,0.263723159445385,3.67257896631283,0.000240114918057164,0.00278096732368025,"U24U0"
"24","PA14_05510",521.684903148815,1.30775817229162,0.352415569050823,3.71084108404706,0.00020657175850897,0.00246211204060691,"U24U0"
"25","PA14_05530",712.431577312039,0.943815262647418,0.224538263378628,4.2033604805071,2.62981272655265e-05,0.000433238975900183,"U24U0"
"26","PA14_05910",1322.44547926758,0.392474642727378,0.105505457424443,3.71994636399209,0.0001992650905268,0.00238494105217149,"U24U0"
"27","PA14_05920",1559.91987370356,0.164157755301538,0.0375413163786739,4.37272240658005,1.22706707358429e-05,0.000230648378126516,"U24U0"
"28","PA14_06190",1109.4422849305,0.379869490913426,0.0902611414466486,4.2085606809876,2.57002514977091e-05,0.000425836826116665,"U24U0"
"29","PA14_06310",888.048073936144,0.604426102406424,0.144924257447442,4.17063446142289,3.03752764151044e-05,0.000489161403617397,"U24U0"
"30","PA14_06340",1080.0718247094,0.322811028366332,0.0929914510352695,3.47140543321447,0.000517741654405387,0.00521654289052036,"U24U0"
"31","PA14_06460",587.614548499466,0.857179952214867,0.185654118231358,4.61708019396946,3.8917690681242e-06,8.68152220527473e-05,"U24U0"
"32","PA14_06570",720.489504134272,2.86806466705406,0.689982061510816,4.15672352520877,3.22844291914798e-05,0.000514129534874316,"U24U0"
"33","PA14_06580",510.828942398992,2.09699259833411,0.281607509391003,7.44650809514635,9.58431582872702e-14,1.24879278741118e-11,"U24U0"
"34","PA14_06600",1410.86354403311,0.472897651881416,0.0621434658462695,7.60977273220117,2.74578315485865e-14,3.83940849434259e-12,"U24U0"
"35","PA14_06620",913.760920923334,0.433874629569235,0.131837858851164,3.29097145046212,0.000998420455532832,0.00897169979869863,"U24U0"
"36","PA14_07000",796.28593940316,1.02834098080672,0.178670970261804,5.75550118354377,8.63851167844481e-09,4.23287072243796e-07,"U24U0"
"37","PA14_07060",782.589788271575,0.614280773633113,0.18378391381769,3.34240772694865,0.000830549640304029,0.00769231193515832,"U24U0"
"38","PA14_07230",986.989005145388,0.487875966198044,0.0970326648669039,5.02795596583115,4.95735671963927e-07,1.52798527277914e-05,"U24U0"
"39","PA14_07250",1354.00183048435,0.383680480248102,0.0887288562339572,4.32419053432208,1.53092941369759e-05,0.000274324093739347,"U24U0"
"40","PA14_07330",1165.77280976987,0.371771541834542,0.0913098854631547,4.07153661346513,4.67040193356392e-05,0.000706475310953086,"U24U0"
"41","PA14_07600",649.849238532008,1.79155934096542,0.40689839143692,4.40296491376806,1.06781440486403e-05,0.000204741805454364,"U24U0"
"42","PA14_07860",932.968633994412,0.728604389798935,0.172220712631518,4.23064321744999,2.33024023917771e-05,0.000390621850620053,"U24U0"
"43","PA14_08150",608.366593018571,2.02414921668515,0.510863842092947,3.96220881163257,7.42595486309084e-05,0.00104345586348284,"U24U0"
"44","PA14_08790",1379.01058816917,1.6050594982919,0.415149404888155,3.86622136366622,0.00011053461740241,0.0014701614018537,"U24U0"
"45","PA14_08840",989.865973203736,1.73374742561123,0.456896111562293,3.79462066263361,0.000147869357307192,0.00186315390207062,"U24U0"
"46","PA14_09350",887.48343920218,2.00349321012805,0.519688171448325,3.85518339689065,0.000115642903440283,0.00152428223801038,"U24U0"
"47","PA14_09500",870.398206436672,2.63714566696008,0.553002118688838,4.76878040397517,1.85344559262154e-06,4.66416139112494e-05,"U24U0"
"48","PA14_09820",603.581529723671,0.76961544125933,0.219079015786692,3.51295827441854,0.000443147063075457,0.00456115280540681,"U24U0"
"49","PA14_09950",518.487028579892,1.13830763699919,0.318393742497099,3.5751570620442,0.000350017706180726,0.00378613492364925,"U24U0"
"50","PA14_10190",1130.67403309666,0.399133260333949,0.0970547693414887,4.11245385509694,3.9147573590543e-05,0.000606575782147521,"U24U0"
"51","PA14_10290",695.146472847521,1.79907887198252,0.406423971145423,4.42660620364538,9.57272613223327e-06,0.000188427186897362,"U24U0"
