	rxn10125	rxn13726	rxn00248	rxn08094	rxn02465	rxn00184	rxn05312	rxn05318	rxn00799	rJB00240	rJB00238	rxn10113	rxn00285	rxn05307	rxn00165	rxn05158	rxn00615	rxn13836	rxn00148	rxn05466	rxn10042	rxn01637	rxn05687	rxn10182	rxn00134	rxn05581	rxn00097	rxn00251	rxn01636	rxn10165	rxn01917	rxn05493	rxn05467	rxn05468	EX_cpd00024_e	EX_cpd00182_e	EX_cpd00011_e	EX_cpd00106_e	EX_cpd00100_e	EX_cpd00080_e	EX_cpd00067_e	EX_cpd00054_e	EX_cpd00013_e	EX_cpd00007_e	EX_cpd00064_e	EX_cpd00009_e	EX_cpd00036_e	ATPM	EX_cpd00170_e	EX_cpd00222_e	DM_cpd00002_c
10	-53.762675652982395	289.4265894428153	117.83195689491646	117.83195689491646	17.920891884327464	35.84178376865493	561.9377125042372	369.06517741935494	-117.83195689491646	117.83195689491646	-117.83195689491646	289.4265894428153	-117.83195689491646	-117.83195689491646	-117.83195689491646	545.2578197538274	-1000.0	107.19553225806476	117.83195689491646	81.99017312626154	289.4265894428153	17.920891884327464	17.920891884327464	-17.920891884327464	369.06517741935494	1000.0	251.23322052443848	117.83195689491646	-17.920891884327464	454.74218024617255	-17.920891884327464	99.911065010589	-235.66391378983292	144.71329472140792	-99.911065010589	-369.06517741935494	235.66391378983292	-117.83195689491646	1000.0	-999.9999999999999	-99.91106501058908	117.83195689491646	-81.99017312626154	-144.71329472140766	-17.920891884327464	-107.1955322580647	117.83195689491646	8.39	-107.19553225806476	107.19553225806476	369.06517741935494
11	-188.19642115691062	313.6607019281843	62.73214038563687	62.73214038563687	62.732140385636875	125.46428077127375	772.4383313335659	388.1062658007163	-62.73214038563687	62.73214038563687	-62.73214038563687	313.6607019281843	-62.73214038563687	-62.73214038563687	-62.73214038563687	391.88046606858296	-1000.0	164.3187974021488	62.73214038563687	-62.73214038563688	313.6607019281843	62.73214038563685	62.73214038563685	-62.73214038563685	388.1062658007163	1000.0	325.37412541507945	62.73214038563687	-62.73214038563685	608.119533931417	-62.732140385636875	0.0	-125.46428077127374	156.83035096409216	0.0	-388.1062658007163	125.46428077127374	-62.73214038563687	1000.0	-1000.0	0.0	62.73214038563687	62.73214038563688	-156.83035096409216	-62.73214038563685	-164.31879740214885	62.73214038563687	8.39	-164.3187974021488	164.3187974021488	388.1062658007162
12	-219.4304589701889	365.7174316169815	73.1434863233963	73.1434863233963	73.1434863233963	146.2869726467926	924.1465149980603	429.0079819847712	-73.1434863233963	73.1434863233963	-73.1434863233963	365.7174316169815	-73.1434863233963	-73.1434863233963	-73.1434863233963	362.8774309562532	-1000.0	287.02394595431355	73.1434863233963	-73.1434863233963	365.7174316169815	73.14348632339625	73.14348632339625	-73.14348632339625	429.0079819847712	1000.0	355.8644956613749	73.1434863233963	-73.14348632339625	637.1225690437468	-73.1434863233963	0.0	-146.2869726467926	182.85871580849076	0.0	-429.0079819847712	146.2869726467926	-73.1434863233963	1000.0	-1000.0	0.0	73.1434863233963	73.1434863233963	-182.85871580849076	-73.14348632339625	-287.0239459543135	73.1434863233963	8.39	-287.02394595431355	287.02394595431355	429.00798198477094
13	0.0	373.23918333140455	186.61959166570227	186.61959166570227	0.0	0.0	750.6523725748586	369.06517741935494	-186.61959166570227	186.61959166570227	-186.61959166570227	373.23918333140455	-186.61959166570227	-186.61959166570227	-186.61959166570227	356.54315968320617	-539.0307336127596	568.1647986453052	186.61959166570227	186.61959166570227	373.23918333140455	0.0	0.0	0.0	369.06517741935494	539.0307336127596	182.44558575365267	186.61959166570227	0.0	182.4875739295535	0.0	186.61959166570227	-373.23918333140455	186.61959166570227	-186.61959166570227	-369.06517741935494	373.23918333140455	-186.61959166570227	539.0307336127596	-539.0307336127596	-186.61959166570222	186.61959166570227	-186.61959166570227	-186.61959166570227	0.0	-568.1647986453052	186.61959166570227	8.39	-568.1647986453052	568.1647986453052	369.06517741935494
14	0.0	431.4231631614151	215.71158158070756	215.71158158070756	0.0	0.0	925.2043120648907	369.06517741935494	-215.71158158070756	215.71158158070756	-215.71158158070756	431.4231631614151	-215.71158158070756	-215.71158158070756	-215.71158158070756	181.99122019317412	-219.01884454770104	888.1766877103637	215.71158158070756	215.71158158070756	431.4231631614151	0.0	0.0	0.0	369.06517741935494	219.01884454770104	153.35359583864738	215.71158158070756	0.0	37.027624354527006	0.0	215.71158158070762	-431.4231631614151	215.71158158070756	-215.71158158070762	-369.06517741935494	431.4231631614151	-215.71158158070756	219.01884454770106	-219.01884454770106	-215.71158158070784	215.71158158070756	-215.71158158070756	-215.71158158070756	0.0	-888.1766877103637	215.71158158070756	8.39	-888.1766877103637	888.1766877103637	369.06517741935494
15	0.0	508.1688780908967	254.08443904544836	254.08443904544836	0.0	0.0	1000.0	524.5066342726902	-254.08443904544836	254.08443904544836	-254.08443904544836	508.1688780908967	-254.08443904544836	-254.08443904544836	-254.08443904544836	573.5199028180697	-885.0076104088978	688.5122924091722	254.08443904544836	254.08443904544836	508.1688780908967	0.0	0.0	0.0	524.5066342726902	885.0076104088978	270.4221952272419	254.08443904544836	0.0	311.4877075908282	0.0	254.08443904544833	-508.1688780908967	254.08443904544836	-254.08443904544833	-524.5066342726902	508.1688780908967	-254.08443904544836	885.0076104088978	-885.0076104088978	-254.08443904544833	254.08443904544836	-254.08443904544836	-254.08443904544836	0.0	-688.5122924091718	254.08443904544836	8.39	-688.5122924091722	688.5122924091722	524.5066342726898
16	0.0	479.1330838485232	239.5665419242616	239.5665419242616	0.0	0.0	1000.0	437.3992515455698	-239.5665419242616	239.5665419242616	-239.5665419242616	479.1330838485232	-239.5665419242616	-239.5665419242616	-239.5665419242616	312.1977546367093	-434.9527996521107	877.2449549845987	239.5665419242616	239.5665419242616	479.1330838485232	0.0	0.0	0.0	437.3992515455698	434.9527996521107	197.83270962130823	239.5665419242616	0.0	122.75504501540138	0.0	239.56654192426163	-479.1330838485232	239.5665419242616	-239.56654192426163	-437.3992515455698	479.1330838485232	-239.5665419242616	434.9527996521107	-434.9527996521107	-239.56654192426194	239.5665419242616	-239.5665419242616	-239.5665419242616	0.0	-877.2449549845986	239.5665419242616	8.39	-877.2449549845987	877.2449549845987	437.39925154556977
17	0.0	338.76921908853404	169.38460954426702	169.38460954426702	0.0	0.0	647.2424798462474	369.06517741935465	-169.38460954426702	169.38460954426702	-169.38460954426702	338.76921908853404	-169.38460954426702	-169.38460954426702	-169.38460954426702	459.95305241181677	-728.6155369485459	378.5799953095184	169.38460954426702	169.38460954426702	338.76921908853404	0.0	0.0	0.0	369.06517741935477	728.6155369485459	199.68056787508763	169.38460954426702	0.0	268.66248453672915	0.0	169.38460954426702	-338.76921908853404	169.38460954426702	-169.38460954426702	-369.06517741935465	338.76921908853404	-169.38460954426702	728.6155369485459	-728.6155369485459	-169.3846095442669	169.38460954426702	-169.38460954426702	-169.38460954426702	0.0	-378.57999530951827	169.38460954426702	8.39	-378.5799953095184	378.5799953095184	369.06517741935494
18	-310.4503077306747	352.01714969028967	20.783420979807488	20.783420979807488	103.4834359102249	206.9668718204498	1000.0	418.2434747566561	-20.783420979807488	20.783420979807488	-20.783420979807488	352.01714969028967	-20.783420979807488	-20.783420979807488	-20.783420979807488	254.73042426996852	-1000.0	254.73042426996852	20.783420979807488	-186.1834508406423	352.01714969028967	103.4834359102249	103.48343591022494	-103.48343591022494	418.2434747566561	1000.0	397.4600537768486	20.783420979807488	-103.48343591022494	745.2695757300314	-103.4834359102249	-82.70001493041741	-41.566841959614976	176.00857484514484	82.70001493041741	-418.2434747566561	41.566841959614976	-20.783420979807488	1000.0	-1000.0	82.70001493041747	20.783420979807488	186.1834508406423	-176.00857484514484	-103.48343591022494	-254.73042426996852	20.783420979807488	8.39	-254.73042426996852	254.73042426996852	418.2434747566562
19	-256.32919360628057	380.53257541174463	62.101690902732024	62.101690902732024	85.44306453542686	170.8861290708537	1000.0	440.648452109228	-62.101690902732024	62.101690902732024	-62.101690902732024	380.53257541174463	-62.101690902732024	-62.101690902732024	-62.101690902732024	321.9453563276837	-1000.0	321.9453563276837	62.101690902732024	-108.78443816812168	380.5325754117446	85.44306453542686	85.44306453542686	-85.44306453542686	440.648452109228	1000.0	378.546761206496	62.101690902732024	-85.44306453542686	678.0546436723163	-85.44306453542686	-23.341373632694832	-124.20338180546405	190.26628770587232	23.341373632694832	-440.648452109228	124.20338180546405	-62.101690902732024	1000.0	-1000.0	23.341373632694683	62.101690902732024	108.78443816812168	-190.26628770587232	-85.44306453542686	-321.9453563276837	62.101690902732024	8.39	-321.9453563276837	321.9453563276837	440.64845210922823
