	rxn10125	rxn13726	rxn00083	rxn00154	rxn00986	rxn00675	rxn05312	rxn05318	rxn00256	rxn10113	rxn00974	rxn00175	rxn00148	rxn10042	rxn12788	rxn00670	rxn00985	rxn00134	rxn13299	rxn13643	rxn00251	rxn05467	rxn05319	rxn05468	rxn05488	EX_cpd00029_e	EX_cpd00182_e	EX_cpd00011_e	EX_cpd00067_e	EX_cpd00001_e	EX_cpd00007_e	EX_cpd00009_e	rxn00695	EX_cpd00331_e	ATPM	DM_cpd00002_c
10	-9.466484891680484	130.37781870016593	-9.466484891680484	130.37781870016593	-176.63375826688792	176.63375826688792	643.4990935008296	214.49969783360987	130.37781870016593	130.37781870016593	-130.37781870016593	-260.75563740033186	130.37781870016593	130.37781870016593	130.37781870016593	176.6337582668879	-176.63375826688792	214.49969783360987	84.12187913344394	84.12187913344394	130.37781870016593	-260.75563740033186	-513.1212748006637	65.18890935008297	-260.75563740033186	260.75563740033186	-214.49969783360987	260.75563740033186	-252.3656374003319	513.1212748006637	-65.18890935008297	-643.4990935008296	84.12187913344394	-130.37781870016593	8.39	214.49969783360996
11	-7.772748441653368	110.05298129984041	-7.772748441653368	110.05298129984041	-149.53397506645388	149.53397506645388	541.8749064992021	180.62496883306733	110.05298129984041	110.05298129984041	-110.05298129984041	-220.10596259968082	110.05298129984041	110.05298129984041	110.05298129984041	149.53397506645388	-149.53397506645388	180.62496883306733	70.57198753322695	70.57198753322695	110.05298129984041	-220.10596259968082	-431.82192519936166	55.026490649920206	-220.10596259968082	220.10596259968082	-180.62496883306733	220.10596259968082	-211.71596259968078	431.82192519936166	-55.026490649920206	-541.8749064992021	70.57198753322695	-110.05298129984041	8.39	180.62496883306738
12	-2.701654180203093	49.1998501624373	-2.701654180203093	49.1998501624373	-68.39646688324973	68.39646688324973	237.60925081218647	79.20308360406217	49.1998501624373	49.1998501624373	-49.1998501624373	-98.3997003248746	49.1998501624373	49.1998501624373	49.1998501624373	68.39646688324973	-68.39646688324973	79.20308360406217	30.00323344162486	30.00323344162486	49.1998501624373	-98.3997003248746	-188.40940064974922	24.59992508121865	-98.3997003248746	98.3997003248746	-79.20308360406217	98.3997003248746	-90.0097003248746	188.40940064974922	-24.59992508121865	-237.60925081218647	30.00323344162486	-49.1998501624373	8.39	79.20308360406219
13	-11.16361560313042	150.74338723756517	-11.16361560313042	150.74338723756517	-203.7878496500869	203.7878496500869	745.3269361878258	248.44231206260864	150.74338723756517	150.74338723756517	-150.74338723756517	-301.48677447513035	150.74338723756517	150.74338723756517	150.74338723756517	203.78784965008686	-203.7878496500869	248.44231206260864	97.69892482504343	97.69892482504343	150.74338723756517	-301.48677447513035	-594.5835489502606	75.37169361878259	-301.48677447513035	301.48677447513035	-248.44231206260864	301.48677447513035	-293.09677447513025	594.5835489502606	-75.37169361878259	-745.3269361878258	97.69892482504343	-150.74338723756517	8.39	248.4423120626086
14	-4.392009918753181	69.48411902503817	-4.392009918753181	69.48411902503817	-95.4421587000509	95.4421587000509	339.03059512519087	113.0101983750636	69.48411902503817	69.48411902503817	-69.48411902503817	-138.96823805007634	69.48411902503817	69.48411902503817	69.48411902503817	95.4421587000509	-95.4421587000509	113.0101983750636	43.52607935002545	43.52607935002545	69.48411902503817	-138.96823805007634	-269.5464761001527	34.742059512519084	-138.96823805007634	138.96823805007634	-113.0101983750636	138.96823805007634	-130.5782380500763	269.5464761001527	-34.742059512519084	-339.03059512519087	43.52607935002545	-69.48411902503817	8.39	113.01019837506365
15	-13.285054449512263	176.20065339414717	-13.285054449512263	176.20065339414717	-237.73087119219622	237.73087119219622	872.6132669707358	290.8710889902453	176.20065339414717	176.20065339414717	-176.20065339414717	-352.40130678829433	176.20065339414717	176.20065339414717	176.20065339414717	237.73087119219622	-237.73087119219622	290.8710889902453	114.6704355960981	114.6704355960981	176.20065339414717	-352.40130678829433	-696.4126135765886	88.10032669707358	-352.40130678829433	352.40130678829433	-290.8710889902453	352.40130678829433	-344.0113067882946	696.4126135765886	-88.10032669707358	-872.6132669707358	114.6704355960981	-176.20065339414717	8.39	290.87108899024525
16	-12.43308462237153	165.97701546845835	-12.43308462237153	165.97701546845835	-224.09935395794446	224.09935395794446	821.4950773422918	273.83169244743056	165.97701546845835	165.97701546845835	-165.97701546845835	-331.9540309369167	165.97701546845835	165.97701546845835	165.97701546845835	224.09935395794446	-224.09935395794446	273.83169244743056	107.85467697897224	107.85467697897224	165.97701546845835	-331.9540309369167	-655.5180618738334	82.98850773422917	-331.9540309369167	331.9540309369167	-273.83169244743056	331.9540309369167	-323.5640309369165	655.5180618738334	-82.98850773422917	-821.4950773422918	107.85467697897224	-165.97701546845835	8.39	273.8316924474306
17	-6.504979947385059	94.8397593686207	-6.504979947385059	94.8397593686207	-129.24967915816094	129.24967915816094	465.80879684310355	155.26959894770116	94.8397593686207	94.8397593686207	-94.8397593686207	-189.6795187372414	94.8397593686207	94.8397593686207	94.8397593686207	129.24967915816094	-129.24967915816094	155.26959894770116	60.42983957908047	60.42983957908047	94.8397593686207	-189.6795187372414	-370.96903747448283	47.41987968431035	-189.6795187372414	189.6795187372414	-155.26959894770116	189.6795187372414	-181.28951873724137	370.96903747448283	-47.41987968431035	-465.80879684310355	60.42983957908047	-94.8397593686207	8.39	155.2695989477012
18	-14.98388568593524	196.58662823122307	-14.98388568593524	196.58662823122307	-264.9121709749641	264.9121709749641	974.5431411561153	324.84771371870517	196.58662823122307	196.58662823122307	-196.58662823122307	-393.17325646244615	196.58662823122307	196.58662823122307	196.58662823122307	264.9121709749641	-264.9121709749641	324.84771371870517	128.26108548748203	128.26108548748203	196.58662823122307	-393.17325646244615	-777.9565129248924	98.29331411561154	-393.17325646244615	393.17325646244615	-324.84771371870517	393.17325646244615	-384.7832564624461	777.9565129248924	-98.29331411561154	-974.5431411561153	128.26108548748203	-196.58662823122307	8.39	324.8477137187051
19	-9.89246639738513	135.48959676862168	-9.89246639738513	135.48959676862168	-183.44946235816224	183.44946235816224	669.0579838431083	223.0193279477028	135.48959676862168	135.48959676862168	-135.48959676862168	-270.97919353724336	135.48959676862168	135.48959676862168	135.48959676862168	183.44946235816215	-183.44946235816224	223.0193279477028	87.52973117908112	87.52973117908112	135.48959676862168	-270.97919353724336	-533.5683870744867	67.74479838431084	-270.97919353724336	270.97919353724336	-223.0193279477028	270.97919353724336	-262.5891935372433	533.5683870744867	-67.74479838431084	-669.0579838431083	87.52973117908112	-135.48959676862168	8.39	223.01932794770283
