opt_fraction	R_value	p_value
0.1	0.14590504603958002	0.005815208462471334
0.2	0.15717213960137755	0.0028638030865932172
0.3	0.16511832549703978	0.0014148428030305274
0.4	0.18119458565262125	0.00029487073930265027
0.5	0.1770541340660685	0.000420800537349075
0.6	0.16278499377636124	0.0008734407941381391
0.7	0.17158325508899766	0.0004465156565530211
0.8	0.16280057850017363	0.0007228147790419574
0.9	0.20420657355525518	1.1839265882561693e-05
0.85	0.21266222650215447	4.969120426515953e-06
0.95	0.1723356860815789	0.0001823723425616239
0.925	0.19416528447830073	2.984433657945942e-05
0.887	0.20607897327188948	9.79850246696028e-06
0.875	0.20933080453855593	7.025407317802519e-06
0.913	0.2030113877367795	1.3346872805150022e-05
