PA14_04630	0:2-Oxocarboxylic acid metabolism
PA14_06920	0:2-Oxocarboxylic acid metabolism
PA14_08480	0:2-Oxocarboxylic acid metabolism
PA14_09820	0:2-Oxocarboxylic acid metabolism
PA14_15030	0:2-Oxocarboxylic acid metabolism
PA14_23750	0:2-Oxocarboxylic acid metabolism
PA14_23760	0:2-Oxocarboxylic acid metabolism
PA14_23790	0:2-Oxocarboxylic acid metabolism
PA14_23800	0:2-Oxocarboxylic acid metabolism
PA14_27500	0:2-Oxocarboxylic acid metabolism
PA14_30180	0:2-Oxocarboxylic acid metabolism
PA14_30190	0:2-Oxocarboxylic acid metabolism
PA14_33500	0:2-Oxocarboxylic acid metabolism
PA14_35890	0:2-Oxocarboxylic acid metabolism
PA14_38200	0:2-Oxocarboxylic acid metabolism
PA14_41470	0:2-Oxocarboxylic acid metabolism
PA14_44070	0:2-Oxocarboxylic acid metabolism
PA14_44290	0:2-Oxocarboxylic acid metabolism
PA14_46120	0:2-Oxocarboxylic acid metabolism
PA14_48570	0:2-Oxocarboxylic acid metabolism
PA14_52580	0:2-Oxocarboxylic acid metabolism
PA14_57210	0:2-Oxocarboxylic acid metabolism
PA14_62130	0:2-Oxocarboxylic acid metabolism
PA14_62150	0:2-Oxocarboxylic acid metabolism
PA14_62160	0:2-Oxocarboxylic acid metabolism
PA14_66260	0:2-Oxocarboxylic acid metabolism
PA14_68740	0:2-Oxocarboxylic acid metabolism
PA14_68770	0:2-Oxocarboxylic acid metabolism
PA14_70280	0:2-Oxocarboxylic acid metabolism
PA14_71180	0:2-Oxocarboxylic acid metabolism
PA14_00360	0:ABC transporters
PA14_02330	0:ABC transporters
PA14_02340	0:ABC transporters
PA14_02360	0:ABC transporters
PA14_03650	0:ABC transporters
PA14_03670	0:ABC transporters
PA14_03680	0:ABC transporters
PA14_03700	0:ABC transporters
PA14_03920	0:ABC transporters
PA14_03930	0:ABC transporters
PA14_03940	0:ABC transporters
PA14_03950	0:ABC transporters
PA14_03960	0:ABC transporters
PA14_04080	0:ABC transporters
PA14_04090	0:ABC transporters
PA14_04220	0:ABC transporters
PA14_04230	0:ABC transporters
PA14_04240	0:ABC transporters
PA14_04250	0:ABC transporters
PA14_04910	0:ABC transporters
PA14_04920	0:ABC transporters
PA14_10140	0:ABC transporters
PA14_10160	0:ABC transporters
PA14_10170	0:ABC transporters
PA14_10180	0:ABC transporters
PA14_10340	0:ABC transporters
PA14_11530	0:ABC transporters
PA14_12920	0:ABC transporters
PA14_12940	0:ABC transporters
PA14_12960	0:ABC transporters
PA14_13010	0:ABC transporters
PA14_13580	0:ABC transporters
PA14_13590	0:ABC transporters
PA14_13600	0:ABC transporters
PA14_13610	0:ABC transporters
PA14_13990	0:ABC transporters
PA14_14100	0:ABC transporters
PA14_14500	0:ABC transporters
PA14_14510	0:ABC transporters
PA14_17610	0:ABC transporters
PA14_17620	0:ABC transporters
PA14_17630	0:ABC transporters
PA14_17640	0:ABC transporters
PA14_18600	0:ABC transporters
PA14_19500	0:ABC transporters
PA14_19510	0:ABC transporters
PA14_19520	0:ABC transporters
PA14_19540	0:ABC transporters
PA14_19570	0:ABC transporters
PA14_19580	0:ABC transporters
PA14_20030	0:ABC transporters
PA14_20170	0:ABC transporters
PA14_20180	0:ABC transporters
PA14_20300	0:ABC transporters
PA14_20320	0:ABC transporters
PA14_20330	0:ABC transporters
PA14_20580	0:ABC transporters
PA14_21140	0:ABC transporters
PA14_21150	0:ABC transporters
PA14_21160	0:ABC transporters
PA14_21175	0:ABC transporters
PA14_22330	0:ABC transporters
PA14_22440	0:ABC transporters
PA14_22660	0:ABC transporters
PA14_22670	0:ABC transporters
PA14_22680	0:ABC transporters
PA14_22980	0:ABC transporters
PA14_22990	0:ABC transporters
PA14_23000	0:ABC transporters
PA14_23010	0:ABC transporters
PA14_25430	0:ABC transporters
PA14_25440	0:ABC transporters
PA14_25450	0:ABC transporters
PA14_26210	0:ABC transporters
PA14_26220	0:ABC transporters
PA14_26230	0:ABC transporters
PA14_26240	0:ABC transporters
PA14_26360	0:ABC transporters
PA14_26390	0:ABC transporters
PA14_26400	0:ABC transporters
PA14_29090	0:ABC transporters
PA14_29480	0:ABC transporters
PA14_30520	0:ABC transporters
PA14_30540	0:ABC transporters
PA14_30550	0:ABC transporters
PA14_30570	0:ABC transporters
PA14_31620	0:ABC transporters
PA14_33540	0:ABC transporters
PA14_33550	0:ABC transporters
PA14_33560	0:ABC transporters
PA14_33690	0:ABC transporters
PA14_33760	0:ABC transporters
PA14_34260	0:ABC transporters
PA14_34270	0:ABC transporters
PA14_34280	0:ABC transporters
PA14_34370	0:ABC transporters
PA14_34390	0:ABC transporters
PA14_34410	0:ABC transporters
PA14_34420	0:ABC transporters
PA14_37840	0:ABC transporters
PA14_37850	0:ABC transporters
PA14_37870	0:ABC transporters
PA14_37880	0:ABC transporters
PA14_39320	0:ABC transporters
PA14_39330	0:ABC transporters
PA14_39350	0:ABC transporters
PA14_40240	0:ABC transporters
PA14_40390	0:ABC transporters
PA14_40410	0:ABC transporters
PA14_40420	0:ABC transporters
PA14_41110	0:ABC transporters
PA14_41130	0:ABC transporters
PA14_41140	0:ABC transporters
PA14_41150	0:ABC transporters
PA14_41160	0:ABC transporters
