reaction	linear_coefficient
rxn03253	[0.35090263873491373]
rxn02720	[0.35090263873491373]
rxn00946	[0.35090263873491373]
rxn02679	[0.35090263873491373]
rxn02803	[0.35090263873491373]
rxn03251	[0.35090263873491373]
rxn00872	[0.35090263873491373]
rxn01451	[0.08216389259339286]
rxn03242	[0.08216389259339286]
rxn03239	[0.08216389259339286]
rxn06777	[0.08216389259339286]
rxn03244	[0.08216389259339286]
rxn03249	[0.08216389259339286]
rxn03246	[0.08216389259339286]
rxn02122	[0.023898975646753747]
rxn01387	[0.6360079345805467]
rxn00616	[np.float64(0.36186441395791874)]
rxn00501	[0.025535630617164958]
rxn10125	[0.24124675571736262]
rxn01851	[0.07758125867624148]
rxn13812	[0.47430642350391905]
rxn01297	[0.03993819435678362]
rxn01522	[0.03993819435678362]
rxn00288	[0.11456966100753485]
rxn10126	[0.11456966100753485]
rJB00270	[0.11456966100753485]
rxn06493	[0.03993819435678362]
rxn13808	[0.43077140129098085]
rxn00623	[np.float64(0.36186441395791874)]
rxn00506	[0.07758125867624148]
rxn00779	[0.5623584609120423]
rxn13726	[0.17643521888907862]
rJB00264	[0.17643521888907862]
rxn10122	[0.17643521888907862]
rxn00604	[0.591818250379444]
rxn10902	[0.591818250379444]
rxn00671	[0.025535630617164958]
rxn01115	[0.6238966877995038]
rxn00338	[0.47430642350391905]
rxn00248	[0.7338799018111372]
rxn05353	[0.3541759486757362]
rxn05356	[0.3541759486757362]
rxn05355	[0.3541759486757362]
rxn05354	[0.3541759486757362]
rxn05357	[0.3541759486757362]
rxn05352	[0.3541759486757362]
rxn05351	[0.3541759486757362]
rxn05338	[0.7152220351484494]
rxn00611	[0.7469731415744267]
rxn00612	[0.7469731415744267]
rxn05436	[0.6815069427579784]
rxn05448	[0.6815069427579784]
rxn05442	[0.6815069427579784]
rxn05437	[0.6815069427579784]
rxn05449	[0.6815069427579784]
rxn05443	[0.6815069427579784]
rxn05438	[0.6815069427579784]
rxn05450	[0.6815069427579784]
rxn05444	[0.6815069427579784]
rxn05433	[0.6815069427579784]
rxn05445	[0.6815069427579784]
rxn05439	[0.6815069427579784]
rxn05446	[0.6815069427579784]
rxn05434	[0.6815069427579784]
rxn05440	[0.6815069427579784]
rxn05435	[0.6815069427579784]
rxn05447	[0.6815069427579784]
rxn05441	[0.6815069427579784]
rxn05322	[0.6815069427579784]
rxn05327	[0.6815069427579784]
rxn05324	[0.6815069427579784]
rxn13838	[0.6815069427579784]
rxn05328	[0.6815069427579784]
rxn05326	[0.6815069427579784]
rxn13850	[0.6815069427579784]
rxn08396	[0.6815069427579784]
rxn05325	[0.6815069427579784]
rxn05323	[0.6815069427579784]
rxn05464	[0.6815069427579784]
rxn02866	[0.5623584609120423]
rxn05339	[0.4281527533383229]
rxn05337	[0.4281527533383229]
rxn13844	[0.4281527533383229]
rxn05341	[0.4281527533383229]
rxn05336	[0.4281527533383229]
rxn05372	[0.4281527533383229]
rxn05422	[0.4281527533383229]
rxn05397	[0.4281527533383229]
rxn05376	[0.4281527533383229]
rxn05426	[0.4281527533383229]
rxn05401	[0.4281527533383229]
rxn05380	[0.4281527533383229]
rxn05430	[0.4281527533383229]
rxn05405	[0.4281527533383229]
rxn05461	[0.4281527533383229]
rxn07993	[0.4281527533383229]
rxn05340	[0.4281527533383229]
rxn05342	[0.4281527533383229]
rxn05360	[0.4281527533383229]
rxn05410	[0.4281527533383229]
rxn05385	[0.4281527533383229]
rxn05414	[0.4281527533383229]
rxn05364	[0.4281527533383229]
rxn05389	[0.4281527533383229]
rxn05368	[0.4281527533383229]
rxn05418	[0.4281527533383229]
rxn05393	[0.4281527533383229]
rxn00083	[0.48478101531455087]
rxn11245	[0.424224781409336]
rxn00781	[0.7338799018111372]
rxn00199	[0.6360079345805467]
rxn08398	[0.36104989955146327]
rxn03532	[np.float64(0.36186441395791874)]
rxn13839	[0.8635029754677052]
rxn13790	[0.34402868785918667]
rxn03897	[0.21669693116119443]
rxn05289	[0.1754532259068319]
rxn02842	[0.13388218965838714]
rxn13909	[np.float64(0.36186441395791874)]
rxn01643	[0.6353532725923822]
rJB00277	[0.30049366564624846]
rxn00211	[0.12406225983591987]
rxn01480	[0.574142376699003]
rxn01053	[0.07758125867624148]
rxn01867	[0.023898975646753747]
rxn01945	[0.5302800234919824]
rJB00104	[0.5302800234919824]
rxn21407	[0.09492980136260032]
rxn08975	[0.08805585048687321]
rJB00263	[0.08805585048687321]
rxn00371	[np.float64(0.36186441395791874)]
rxn08094	[0.03993819435678362]
rxn00154	[0.03797420839229016]
rxn00085	[0.42651609836791166]
rxn00159	[0.5623584609120423]
rxn00161	[0.5623584609120423]
rxn10062	[0.1761078878949964]
rxn13898	[0.08805585048687321]
rxn01740	[0.42651609836791166]
rxn00962	[0.13028154872348247]
rxn00979	[0.19051045163461505]
rxn00509	[0.19051045163461505]
rxn01101	[0.8137486643672043]
rxn00686	[0.7234053100005053]
rxn00931	[0.22848084694815513]
rxn04954	[0.4281527533383229]
rxn01802	[0.44419197204835276]
rxn01331	[0.47430642350391905]
rxn03951	[0.47627040946841254]
rxn02465	[0.591818250379444]
rxn00183	[0.34402868785918667]
