opt_fraction	R_value	p_value
0.1	0.03161852492133261	0.8366453556622718
0.2	0.039136561719064225	0.7985331305570533
0.3	0.03007342249120239	0.8445272403324143
0.4	-0.038886959213819475	0.8021111835626917
0.5	0.03012670376665698	0.8208065313123999
0.6	0.11376606739544093	0.39514649022649473
0.7	0.14188850981955564	0.33605026418480366
0.8	0.07008799675417965	0.6473135734378853
0.9	0.04350875479785513	0.7715205608489871
0.65	0.13132296886691527	0.34859588644005324
0.75	0.08776527979755293	0.5402634238066952
0.725	0.08908185698576723	0.5384247610575125
0.687	0.14267161485359012	0.33336258728186774
0.675	0.14110222850584112	0.3387623677178776
0.713	0.09395171506170968	0.5163553272426356
