	rxn05206	rxn05312	rxn05318	rxn00615	rxn00148	rxn00250	rxn00134	rxn00102	rxn05595	rxn05581	rxn00097	rxn00251	rxn10165	EX_cpd00182_e	EX_cpd00100_e	EX_cpd00080_e	ATPM	DM_cpd00002_c
0	599.1999999999998	449.3999999999998	149.79999999999995	-449.3999999999998	8.389999999999986	8.389999999999986	149.79999999999995	-8.389999999999986	-599.1999999999998	449.3999999999998	141.40999999999997	8.389999999999986	449.3999999999998	-149.79999999999995	449.3999999999998	-449.3999999999998	8.39	149.7999999999999
1	799.1991999999998	599.3993999999998	199.79979999999995	-599.3993999999998	8.389999999999986	8.389999999999986	199.79979999999995	-8.389999999999986	-799.1991999999998	599.3993999999998	191.40979999999993	8.389999999999986	599.3993999999998	-199.79979999999995	599.3993999999998	-599.3993999999998	8.39	199.79979999999995
2	399.2007999999997	299.40059999999977	99.80019999999992	-299.40059999999977	8.389999999999986	8.389999999999986	99.80019999999992	-8.389999999999986	-399.2007999999997	299.40059999999977	91.41019999999992	8.389999999999986	299.40059999999977	-99.80019999999992	299.40059999999977	-299.40059999999977	8.39	99.80019999999993
3	899.3987992	674.5490993999999	224.8496998	-674.5490993999999	8.389999999999986	8.389999999999986	224.8496998	-8.389999999999986	-899.3987992	674.5490993999999	216.45969979999998	8.389999999999986	674.5490993999999	-224.8496998	674.5490993999999	-674.5490993999999	8.39	224.84969979999997
4	499.0004007999998	374.25030059999983	124.75010019999995	-374.25030059999983	8.389999999999986	8.389999999999986	124.75010019999995	-8.389999999999986	-499.0004007999998	374.25030059999983	116.36010019999995	8.389999999999986	374.25030059999983	-124.75010019999995	374.25030059999983	-374.25030059999983	8.39	124.75010019999993
5	698.9996007999998	524.2497005999999	174.74990019999996	-524.2497005999999	8.389999999999986	8.389999999999986	174.74990019999996	-8.389999999999986	-698.9996007999998	524.2497005999999	166.35990019999994	8.389999999999986	524.2497005999999	-174.74990019999996	524.2497005999999	-524.2497005999999	8.39	174.74990019999993
6	299.4011991999996	224.5508993999997	74.8502997999999	-224.5508993999997	8.389999999999986	8.389999999999986	74.8502997999999	-8.389999999999986	-299.4011991999996	224.5508993999997	66.4602997999999	8.389999999999986	224.5508993999997	-74.8502997999999	224.5508993999997	-224.5508993999997	8.39	74.8502997999999
7	949.8000008008	712.3500006006	237.4500002002	-712.3500006006	8.389999999999986	8.389999999999986	237.4500002002	-8.389999999999986	-949.8000008008	712.3500006006	229.0600002002	8.389999999999986	712.3500006006	-237.4500002002	712.3500006006	-712.3500006006	8.39	237.45000020019998
8	849.3991991991998	637.0493993993998	212.34979979979994	-637.0493993993998	8.389999999999986	8.389999999999986	212.34979979979994	-8.389999999999986	-849.3991991991998	637.0493993993998	203.95979979979995	8.389999999999986	637.0493993993998	-212.34979979979994	637.0493993993998	-637.0493993993998	8.39	212.34979979979994
9	549.0000008007999	411.75000060059983	137.25000020019996	-411.75000060059983	8.389999999999986	8.389999999999986	137.25000020019996	-8.389999999999986	-549.0000008007999	411.75000060059983	128.86000020019995	8.389999999999986	411.75000060059983	-137.25000020019996	411.75000060059983	-411.75000060059983	8.39	137.2500002001999
10	748.9992008007997	561.7494006005999	187.24980020019996	-561.7494006005999	8.389999999999986	8.389999999999986	187.24980020019996	-8.389999999999986	-748.9992008007997	561.7494006005999	178.85980020019994	8.389999999999986	561.7494006005999	-187.24980020019996	561.7494006005999	-561.7494006005999	8.39	187.24980020019993
11	449.0008007992001	336.75060059939983	112.25020019979993	-336.75060059939983	8.389999999999986	8.389999999999986	112.25020019979993	-8.389999999999986	-449.0008007992001	336.75060059939983	103.86020019979993	8.389999999999986	336.75060059939983	-112.25020019979993	336.75060059939983	-336.75060059939983	8.39	112.25020019979996
12	349.20119999919984	261.9008999993998	87.30029999979992	-261.90089999939977	8.389999999999986	8.389999999999986	87.30029999979992	-8.389999999999986	-349.20119999919984	261.90089999939977	78.91029999979992	8.389999999999986	261.90089999939977	-87.30029999979992	261.90089999939977	-261.90089999939977	8.39	87.30029999979992
13	649.0000007991996	486.75000059939975	162.2500001997999	-486.7500005993997	8.389999999999986	8.389999999999986	162.2500001997999	-8.389999999999986	-649.0000007991996	486.7500005993997	153.86000019979988	8.389999999999986	486.7500005993997	-162.2500001997999	486.7500005993997	-486.7500005993997	8.39	162.2500001997999
14	249.60119840079952	187.2008988005996	62.40029960019987	-187.2008988005996	8.389999999999986	8.389999999999986	62.40029960019987	-8.389999999999986	-249.60119840079952	187.2008988005996	54.01029960019987	8.389999999999986	187.2008988005996	-62.40029960019987	187.2008988005996	-187.2008988005996	8.39	62.400299600199844
15	924.6498012020008	693.4873509015006	231.1624503005002	-693.4873509015006	8.389999999999986	8.389999999999986	231.1624503005002	-8.389999999999986	-924.6498012020008	693.4873509015006	222.7724503005002	8.389999999999986	693.4873509015006	-231.1624503005002	693.4873509015006	-693.4873509015006	8.39	231.16245030050015
16	574.0498004012006	430.53735030090047	143.51245010030016	-430.5373503009004	8.389999999999986	8.389999999999986	143.51245010030016	-8.389999999999986	-574.0498004012006	430.5373503009004	135.12245010030014	8.389999999999986	430.5373503009004	-143.51245010030016	430.5373503009004	-430.5373503009004	8.39	143.5124501003001
17	824.2489996004006	618.1867497003004	206.06224990010014	-618.1867497003004	8.389999999999986	8.389999999999986	206.06224990010014	-8.389999999999986	-824.2489996004006	618.1867497003004	197.67224990010013	8.389999999999986	618.1867497003004	-206.06224990010014	618.1867497003004	-618.1867497003004	8.39	206.06224990010014
18	774.0490004012006	580.5367503009004	193.51225010030015	-580.5367503009004	8.389999999999986	8.389999999999986	193.51225010030015	-8.389999999999986	-774.0490004012006	580.5367503009004	185.12225010030014	8.389999999999986	580.5367503009004	-193.51225010030015	580.5367503009004	-580.5367503009004	8.39	193.51225010030012
19	974.8498004012008	731.1373503009006	243.7124501003002	-731.1373503009006	8.389999999999986	8.389999999999986	243.7124501003002	-8.389999999999986	-974.8498004012008	731.1373503009006	235.3224501003002	8.389999999999986	731.1373503009006	-243.7124501003002	731.1373503009006	-731.1373503009006	8.39	243.71245010030017
20	673.9498011995993	505.4623508996992	168.48745029989973	-505.4623508996992	8.389999999999986	8.389999999999986	168.48745029989973	-8.389999999999986	-673.9498011995993	505.4623508996992	160.09745029989972	8.389999999999986	505.4623508996992	-168.48745029989973	505.4623508996992	-505.4623508996992	8.39	168.4874502998997
21	874.3489995995992	655.7617496996993	218.58724989989977	-655.7617496996993	8.389999999999986	8.389999999999986	218.58724989989977	-8.389999999999986	-874.3489995995992	655.7617496996993	210.19724989989976	8.389999999999986	655.7617496996993	-218.58724989989977	655.7617496996993	-655.7617496996993	8.39	218.58724989989975
22	473.9506011995992	355.4629508996992	118.48765029989974	-355.4629508996992	8.389999999999986	8.389999999999986	118.48765029989974	-8.389999999999986	-473.9506011995992	355.4629508996992	110.09765029989974	8.389999999999986	355.4629508996992	-118.48765029989974	355.4629508996992	-355.4629508996992	8.39	118.48765029989971
23	523.9502012003994	392.9626509002993	130.98755030009977	-392.9626509002993	8.389999999999986	8.389999999999986	130.98755030009977	-8.389999999999986	-523.9502012003994	392.9626509002993	122.59755030009977	8.389999999999986	392.9626509002993	-130.98755030009977	392.9626509002993	-392.9626509002993	8.39	130.98755030009977
24	374.15100039959896	280.6132502996992	93.53775009989974	-280.6132502996992	8.389999999999986	8.389999999999986	93.53775009989974	-8.389999999999986	-374.15100039959896	280.6132502996992	85.14775009989974	8.389999999999986	280.6132502996992	-93.53775009989974	280.6132502996992	-280.6132502996992	8.39	93.53775009989974
25	724.0494004004007	543.0370503003005	181.01235010010018	-543.0370503003005	8.389999999999986	8.389999999999986	181.01235010010018	-8.389999999999986	-724.0494004004007	543.0370503003005	172.62235010010016	8.389999999999986	543.0370503003005	-181.01235010010018	543.0370503003005	-543.0370503003005	8.39	181.01235010010015
26	424.0510003988006	318.03825029910035	106.01275009970011	-318.03825029910035	8.389999999999986	8.389999999999986	106.01275009970011	-8.389999999999986	-424.0510003988006	318.03825029910035	97.62275009970011	8.389999999999986	318.03825029910035	-106.01275009970011	318.03825029910035	-318.03825029910035	8.39	106.01275009970013
27	274.4513987996004	205.83854909970023	68.61284969990007	-205.8385490997002	8.389999999999986	8.389999999999986	68.61284969990007	-8.389999999999986	-274.4513987996004	205.8385490997002	60.22284969990007	8.389999999999986	205.8385490997002	-68.61284969990007	205.8385490997002	-205.8385490997002	8.39	68.61284969990007
28	324.2513995988005	243.18854969910035	81.06284989970013	-243.18854969910035	8.389999999999986	8.389999999999986	81.06284989970013	-8.389999999999986	-324.2513995988005	243.18854969910035	72.67284989970013	8.389999999999986	243.18854969910035	-81.06284989970013	243.18854969910035	-243.18854969910035	8.39	81.0628498997001
29	624.0502003988004	468.0376502991003	156.0125500997001	-468.0376502991003	8.389999999999986	8.389999999999986	156.0125500997001	-8.389999999999986	-624.0502003988004	468.0376502991003	147.62255009970008	8.389999999999986	468.0376502991003	-156.0125500997001	468.0376502991003	-468.0376502991003	8.39	156.0125500997001
30	224.75099800199865	168.56324850149895	56.187749500499656	-168.56324850149895	8.389999999999986	8.389999999999986	56.187749500499656	-8.389999999999986	-224.75099800199865	168.56324850149895	47.797749500499656	8.389999999999986	168.56324850149895	-56.187749500499656	168.56324850149895	-168.56324850149895	8.39	56.18774950049962
31	912.0495512030024	684.0371634022517	228.01238780075062	-684.0371634022517	8.389999999999986	8.389999999999986	228.01238780075062	-8.389999999999986	-912.0495512030024	684.0371634022517	219.6223878007506	8.389999999999986	684.0371634022517	-228.01238780075062	684.0371634022517	-684.0371634022517	8.39	228.0123878007505
32	586.5997500010014	439.949812500751	146.64993750025036	-439.9498125007511	8.389999999999986	8.389999999999986	146.64993750025036	-8.389999999999986	-586.5997500010014	439.9498125007511	138.25993750025037	8.389999999999986	439.9498125007511	-146.64993750025036	439.9498125007511	-439.9498125007511	8.39	146.64993750025036
33	836.7989492002014	627.599211900151	209.19973730005034	-627.599211900151	8.389999999999986	8.389999999999986	209.19973730005034	-8.389999999999986	-836.7989492002014	627.599211900151	200.80973730005036	8.389999999999986	627.599211900151	-209.19973730005034	627.599211900151	-627.599211900151	8.39	209.1997373000503
34	786.5989500010015	589.9492125007511	196.64973750025035	-589.9492125007511	8.389999999999986	8.389999999999986	196.64973750025035	-8.389999999999986	-786.5989500010015	589.9492125007511	188.25973750025034	8.389999999999986	589.9492125007511	-196.64973750025035	589.9492125007511	-589.9492125007511	8.39	196.64973750025035
35	937.1997508018014	702.8998131013511	234.29993770045036	-702.8998131013511	8.389999999999986	8.389999999999986	234.29993770045036	-8.389999999999986	-937.1997508018014	702.8998131013511	225.90993770045034	8.389999999999986	702.8998131013511	-234.29993770045036	702.8998131013511	-702.8998131013511	8.39	234.29993770045036
36	987.3997500010016	740.5498125007512	246.8499375002504	-740.5498125007512	8.389999999999986	8.389999999999986	246.8499375002504	-8.389999999999986	-987.3997500010016	740.5498125007512	238.4599375002504	8.389999999999986	740.5498125007512	-246.8499375002504	740.5498125007512	-740.5498125007512	8.39	246.8499375002504
37	686.4997507993999	514.8748130995499	171.62493769984997	-514.8748130995499	8.389999999999986	8.389999999999986	171.62493769984997	-8.389999999999986	-686.4997507993999	514.8748130995499	163.23493769984998	8.389999999999986	514.8748130995499	-171.62493769984997	514.8748130995499	-514.8748130995499	8.39	171.62493769984997
38	711.549550399801	533.6621627998505	177.8873875999502	-533.6621627998505	8.389999999999986	8.389999999999986	177.8873875999502	-8.389999999999986	-711.549550399801	533.6621627998505	169.49738759995017	8.389999999999986	533.6621627998505	-177.8873875999502	533.6621627998505	-533.6621627998505	8.39	177.88738759995016
39	886.8989491994	665.1742118995498	221.72473729984998	-665.1742118995498	8.389999999999986	8.389999999999986	221.72473729984998	-8.389999999999986	-886.8989491994	665.1742118995498	213.33473729984996	8.389999999999986	665.1742118995498	-221.72473729984998	665.1742118995498	-665.1742118995498	8.39	221.7247372998499
