opt_fraction	R_value	p_value
0.1	0.09359059655234259	0.07908380339718732
0.2	0.10112251795259311	0.0545726774359509
0.3	0.10970695727081305	0.034656071026265306
0.4	0.13717999188651347	0.007251317866665872
0.5	0.1290711399518637	0.011140936346688151
0.6	0.07045979521854923	0.15851947517940893
0.7	0.08127783791091073	0.09863805771673242
0.8	0.06719793232702308	0.16522691115992744
0.9	0.031185083715080813	0.5093461928618361
0.35	0.1311922368924866	0.010671813640812527
0.375	0.13920264041878855	0.006642371396983866
0.387	0.13657736941252857	0.0075138332467788805
0.425	0.14765003642284372	0.003825495542999045
0.45	0.12346376006377241	0.016902155814979072
0.413	0.13338641495079828	0.00914189066448972
