opt_fraction	R_value	p_value
0.1	0.3078631461230247	0.11823432920835052
0.2	0.3213671192038032	0.10214377553023855
0.3	0.3078631461230247	0.11823432920835052
0.4	0.3078631461230247	0.11823432920835052
0.5	0.027056995795147944	0.8871385680619361
0.6	0.2188477531802091	0.15350835966271695
0.7	-0.030968942141409366	0.8240783221698311
0.8	-0.029645321525514086	0.8363951160221414
0.9	0.04432862676795533	0.7502710835157824
0.15	0.3078631461230247	0.11823432920835052
0.25	0.3078631461230247	0.11823432920835052
0.225	0.3213671192038032	0.10214377553023855
0.175	0.3078631461230247	0.11823432920835052
0.187	0.336654841395521	0.08596723095969744
0.213	0.34076938167985366	0.08196504236412078
