opt_fraction	R_value	p_value
0.1	-0.18428035654393207	0.46416141201574534
0.2	-0.18428035654393207	0.46416141201574534
0.3	-0.11291166354714914	0.6555367266936961
0.4	-0.11291166354714914	0.6555367266936961
0.5	0.09135435778841895	0.6784666412696406
0.6	-0.032369549437982544	0.8271108653260537
0.7	-0.05797014648697605	0.6955226197907555
0.8	-0.015199396521310462	0.9131350161489015
0.9	-0.05852638333024547	0.6895607174631901
0.45	-0.18428035654393207	0.46416141201574534
0.55	0.04899451590887273	0.8243147319398785
0.475	-0.18428035654393207	0.46416141201574534
0.487	-0.18428035654393207	0.46416141201574534
0.525	0.09172577389091179	0.6772277761063349
0.513	0.07028105798409869	0.7499889442915049
