opt_fraction	R_value	p_value
0.1	0.09845066042444021	0.5055857762807633
0.2	0.11716381840433514	0.4277343024337319
0.3	0.09154782078848508	0.5360187062308951
0.4	0.1259126998569843	0.39379512741613865
0.5	0.09587388577348273	0.5168423059191629
0.6	0.08804372832534914	0.547463026415296
0.7	0.05325674148780395	0.7105153916569894
0.8	-0.056531869103789274	0.6625300019311664
0.9	-0.07231453219542343	0.576469323333018
0.35	0.10729976328023709	0.46790095009909827
0.375	0.11540314355243614	0.4347579277051047
0.387	0.09522031157327625	0.5197172391395772
0.425	0.11160478258362411	0.4501273762181107
0.45	0.13110672279401026	0.37441533806281435
0.413	0.09368206446330866	0.5265149949555891
