	rxn10125	rxn00779	rxn13726	rxn08094	rxn00184	rxn05312	rxn05318	rxn10154	rxn10113	rxn00285	rxn05307	rxn00165	rxn08556	rxn01639	rxn05158	rxn00615	rxn00148	rxn10042	rxn00250	rxn00134	rxn00102	rxn05559	rxn00374	rxn05581	rxn00459	rxn00251	rxn00747	rxn01642	rxn12604	rxn02085	rxn01106	rxn10165	rxn05467	rxn05319	rxn05468	EX_cpd00182_e	EX_cpd00011_e	EX_cpd00100_e	EX_cpd00080_e	EX_cpd00001_e	EX_cpd00054_e	EX_cpd00007_e	EX_cpd00009_e	EX_cpd00036_e	EX_cpd00581_e	ATPM	EX_cpd00047_e	DM_cpd00002_c
10	-88.52400566754937	59.016003778366255	118.03200755673252	29.508001889183127	29.508001889183127	465.08869626386894	272.61135096570916	-29.508001889183127	177.04801133509878	-29.508001889183127	-59.016003778366255	-59.016003778366255	59.016003778366255	29.508001889183127	352.74535663325867	-699.8020453403954	272.61135096570916	118.03200755673252	213.5953471873429	272.61135096570916	-213.5953471873429	-29.508001889183127	29.508001889183127	699.8020453403954	59.016003778366255	213.5953471873429	-59.016003778366255	29.508001889183127	29.508001889183127	-29.508001889183127	-59.016003778366255	406.0726924855029	-29.508001889183134	-59.01600377836627	88.52400566754939	-272.61135096570916	29.508001889183134	699.8020453403954	-758.8180491187616	59.01600377836627	59.016003778366255	-88.52400566754939	-59.01600377836604	29.508001889183127	-29.508001889183127	8.39	29.508001889183127	272.61135096570945
11	-80.5865594108081	53.724372940538736	107.44874588107747	26.862186470269368	26.862186470269368	423.63758803422013	247.91707372251406	-26.862186470269368	161.1731188216162	-26.862186470269368	-53.724372940538736	-53.724372940538736	53.724372940538736	26.862186470269368	320.1136331333221	-636.3024752864646	247.91707372251406	107.44874588107747	194.19270078197533	247.91707372251406	-194.19270078197533	-26.862186470269368	26.862186470269368	636.3024752864646	53.724372940538736	194.19270078197533	-53.724372940538736	26.862186470269368	26.862186470269368	-26.862186470269368	-53.724372940538736	369.9132150936813	-26.862186470269364	-53.72437294053878	80.5865594108081	-247.91707372251406	26.862186470269364	636.3024752864646	-690.0268482270034	53.72437294053878	53.724372940538736	-80.5865594108081	-53.72437294053884	26.862186470269368	-26.862186470269368	8.39	26.862186470269368	247.91707372251403
12	-56.80597055210177	37.87064703473451	75.74129406946902	18.935323517367255	18.935323517367255	299.4500684387537	173.93301949542771	-18.935323517367255	113.61194110420354	-18.935323517367255	-37.87064703473451	-37.87064703473451	37.87064703473451	18.935323517367255	222.3489900475294	-446.05776441681405	173.93301949542771	75.74129406946902	136.0623724606932	173.93301949542771	-136.0623724606932	-18.935323517367255	18.935323517367255	446.05776441681405	37.87064703473451	136.0623724606932	-37.87064703473451	18.935323517367255	18.935323517367255	-18.935323517367255	-37.87064703473451	261.5794214040192	-18.935323517367266	-37.87064703473461	56.80597055210177	-173.93301949542771	18.935323517367266	446.05776441681405	-483.9284114515486	37.87064703473461	37.87064703473451	-56.80597055210177	-37.87064703473453	18.935323517367255	-18.935323517367255	8.39	18.935323517367255	173.9330194954277
13	-112.3998440083361	74.93322933889073	149.8664586777815	37.46661466944536	37.46661466944536	589.7736298213108	346.89173691482347	-37.46661466944536	224.79968801667223	-37.46661466944536	-74.93322933889073	-74.93322933889073	74.93322933889073	37.46661466944536	450.9015809231596	-890.8087520666888	346.89173691482347	149.8664586777815	271.95850757593274	346.89173691482347	-271.95850757593274	-37.46661466944536	37.46661466944536	890.8087520666888	74.93322933889073	271.95850757593274	-74.93322933889073	37.46661466944536	37.46661466944536	-37.46661466944536	-74.93322933889073	514.8404004824199	-37.46661466944539	-74.9332293388909	112.39984400833612	-346.89173691482347	37.46661466944539	890.8087520666888	-965.7419814055795	74.9332293388909	74.93322933889073	-112.39984400833612	-74.9332293388909	37.46661466944536	-37.46661466944536	8.39	37.46661466944536	346.89173691482347
14	-72.66501973273891	48.44334648849261	96.88669297698522	24.221673244246304	24.221673244246304	382.26954749319214	223.2722836129655	-24.221673244246304	145.33003946547782	-24.221673244246304	-48.44334648849261	-48.44334648849261	48.44334648849261	24.221673244246304	287.54730334570445	-572.9301578619114	223.2722836129655	96.88669297698522	174.8289371244729	223.2722836129655	-174.8289371244729	-24.221673244246304	24.221673244246304	572.9301578619114	48.44334648849261	174.8289371244729	-48.44334648849261	24.221673244246304	24.221673244246304	-24.221673244246304	-48.44334648849261	333.82620100469956	-24.22167324424632	-48.443346488492665	72.66501973273891	-223.2722836129655	24.22167324424632	572.9301578619114	-621.373504350404	48.443346488492665	48.44334648849261	-72.66501973273891	-48.44334648849259	24.221673244246304	-24.221673244246304	8.39	24.221673244246304	223.27228361296562
15	-94.48898062291177	62.99265374860784	125.9853074972157	31.496326874303925	31.496326874303925	496.23912103076145	291.1690508268366	-31.496326874303925	188.97796124582354	-31.496326874303925	-62.99265374860785	-62.99265374860785	62.99265374860784	31.496326874303925	377.2680314497484	-747.5218449832942	291.1690508268366	125.9853074972157	228.17639707822872	291.1690508268366	-228.17639707822872	-31.496326874303925	31.496326874303925	747.5218449832942	62.99265374860784	228.17639707822872	-62.99265374860784	31.496326874303925	31.496326874303925	-31.496326874303925	-62.99265374860784	433.2464672821536	-31.496326874303918	-62.99265374860789	94.48898062291177	-291.1690508268366	31.496326874303918	747.5218449832942	-810.514498731902	62.99265374860789	62.99265374860785	-94.48898062291177	-62.992653748607836	31.496326874303925	-31.496326874303925	8.39	31.496326874303925	291.1690508268367
16	-106.44283824888848	70.96189216592565	141.9237843318513	35.480946082962824	35.480946082962824	558.6648219664175	328.358830107653	-35.480946082962824	212.88567649777696	-35.480946082962824	-70.96189216592565	-70.96189216592565	70.96189216592565	35.480946082962824	426.41166835654144	-843.1527059911076	328.358830107653	141.9237843318513	257.39693794172734	328.358830107653	-257.39693794172734	-35.480946082962824	35.480946082962824	843.1527059911076	70.96189216592565	257.39693794172734	-70.96189216592565	35.480946082962824	35.480946082962824	-35.480946082962824	-70.96189216592565	487.7029298004918	-35.48094608296282	-70.96189216592568	106.44283824888848	-328.358830107653	35.48094608296282	843.1527059911076	-914.1145981570332	70.96189216592568	70.96189216592565	-106.44283824888848	-70.96189216592575	35.480946082962824	-35.480946082962824	8.39	35.480946082962824	328.3588301076529
17	-62.76297631154975	41.841984207699824	83.68396841539968	20.920992103849926	20.920992103849926	330.5588762936487	192.46592630259923	-20.920992103849926	125.5259526230995	-20.920992103849926	-41.84198420769985	-41.84198420769985	41.841984207699824	20.920992103849926	246.838902614149	-493.713810492398	192.46592630259923	83.68396841539968	150.6239420948994	192.46592630259923	-150.6239420948994	-20.920992103849926	20.920992103849926	493.713810492398	41.841984207699824	150.6239420948994	-41.841984207699824	20.920992103849926	20.920992103849926	-20.920992103849926	-41.841984207699824	288.71689208594887	-20.920992103849926	-41.841984207699795	62.76297631154975	-192.46592630259923	20.920992103849926	493.713810492398	-535.5557947000979	41.841984207699795	41.84198420769985	-62.76297631154975	-41.84198420769985	20.920992103849926	-20.920992103849926	8.39	20.920992103849926	192.4659263025992
18	-86.53569128681444	57.690460857876296	115.38092171575259	28.845230428938148	28.845230428938148	454.705276720031	266.4254840034227	-28.845230428938148	173.07138257362888	-28.845230428938148	-57.690460857876296	-57.690460857876296	57.690460857876296	28.845230428938148	344.57117529023714	-683.8955302945155	266.4254840034227	115.38092171575259	208.7350231455464	266.4254840034227	-208.7350231455464	-28.845230428938148	28.845230428938148	683.8955302945155	57.690460857876296	208.7350231455464	-57.690460857876296	28.845230428938148	28.845230428938148	-28.845230428938148	-57.690460857876296	397.0148158621547	-28.84523042893815	-57.69046085787642	86.53569128681444	-266.4254840034227	28.84523042893815	683.8955302945155	-741.5859911523919	57.69046085787642	57.690460857876296	-86.53569128681444	-57.6904608578763	28.845230428938148	-28.845230428938148	8.39	28.845230428938148	266.4254840034227
19	-98.48157971687635	65.65438647791757	131.30877295583514	32.827193238958785	32.827193238958785	517.0893607436876	303.590470230282	-32.827193238958785	196.9631594337527	-32.827193238958785	-65.65438647791757	-65.65438647791757	65.65438647791757	32.827193238958785	393.68204994715836	-779.4626377350108	303.590470230282	131.30877295583514	237.93608375236442	303.590470230282	-237.93608375236442	-32.827193238958785	32.827193238958785	779.4626377350108	65.65438647791757	237.93608375236442	-65.65438647791757	32.827193238958785	32.827193238958785	-32.827193238958785	-65.65438647791757	451.43497426577005	-32.827193238958785	-65.65438647791757	98.48157971687635	-303.590470230282	32.827193238958785	779.4626377350108	-845.1170242129284	65.65438647791757	65.65438647791757	-98.48157971687635	-65.65438647791754	32.827193238958785	-32.827193238958785	8.39	32.827193238958785	303.590470230282
