"","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","condition"
"1","PA14_00010",1119.82068129082,-0.358845109943183,0.0648753604460395,-5.53130044251014,3.1786534540559e-08,1.09778435253629e-06,"U24U0"
"2","PA14_00190",1106.43304293892,-0.551448646374558,0.150322147937199,-3.66844576093298,0.000244029449053492,0.00271654530373528,"U24U0"
"3","PA14_00200",808.778209147075,-0.408565855605109,0.100796742056646,-4.05336370272269,5.04864191219873e-05,0.000679433429169844,"U24U0"
"4","PA14_00290",1117.76352026123,-0.572074223561651,0.0993254107947996,-5.75959584746669,8.43155714308688e-09,3.33366324836669e-07,"U24U0"
"5","PA14_00310",992.896580009716,-1.28101255931384,0.218563330509919,-5.86105892660574,4.5992471655672e-09,1.84388000001376e-07,"U24U0"
"6","PA14_01400",1045.41726939636,-0.435699351596317,0.0863886416867886,-5.04347959510686,4.57141536927295e-07,1.13454217801047e-05,"U24U0"
"7","PA14_01610",1031.67905050177,-0.783563970586409,0.158613237277054,-4.94009191186066,7.80857546926398e-07,1.81977899045896e-05,"U24U0"
"8","PA14_02100",1111.73596717031,-0.465345073514657,0.126167906783082,-3.68829986467727,0.00022575749777847,0.00253281357096667,"U24U0"
"9","PA14_02750",1269.1801688653,-0.402848368076026,0.0577801397757281,-6.97209057713723,3.12265386466844e-12,2.45235268577318e-10,"U24U0"
"10","PA14_03170",1041.88082631409,-0.338386491001595,0.093379915744383,-3.62376093728645,0.000290349992032064,0.00314664745618113,"U24U0"
"11","PA14_03490",989.81149285495,-1.70191863106547,0.443903105303741,-3.83398676587524,0.000126082927894258,0.0015249650329489,"U24U0"
"12","PA14_04020",1319.73112427353,-0.544295833078574,0.136917604398212,-3.97535317296045,7.02748897651576e-05,0.000911506658424545,"U24U0"
"13","PA14_04030",1647.10277047576,-0.209691374034994,0.028303881467488,-7.40857307065327,1.27665565577114e-13,1.24051980924338e-11,"U24U0"
"14","PA14_04350",836.937481279332,-0.33210945422102,0.0899340529205151,-3.69281093685996,0.000221788911604648,0.00249316829456754,"U24U0"
