"","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","condition"
"1","PA14_00010",1119.82068129082,-0.273950125682438,0.0668028196251996,-4.10087668783216,4.11587855708658e-05,0.000437779810162846,"T24T0"
"2","PA14_00030",799.083326803196,-0.652308992524286,0.157972102543642,-4.12926701627001,3.63921566489903e-05,0.000392173372309514,"T24T0"
"3","PA14_00200",808.778209147075,-0.430648720263856,0.104193981701315,-4.13314390363125,3.57834523510267e-05,0.000387068928921577,"T24T0"
"4","PA14_00470",1350.37335121701,-0.772468961516569,0.243666285094298,-3.17019222096165,0.00152338124370576,0.00996979985178665,"T24T0"
"5","PA14_00520",1091.46953210768,-0.832445502649569,0.210215229494679,-3.95996762294826,7.49599256123432e-05,0.000742219781581285,"T24T0"
"6","PA14_00530",1497.59338598228,-0.325520797829008,0.0681867666518834,-4.7739585525576,1.80639573926414e-06,2.78388891752724e-05,"T24T0"
"7","PA14_00570",1330.1529106974,-1.94593706474447,0.44519244621479,-4.37100198192856,1.23677670161931e-05,0.000151505145948365,"T24T0"
"8","PA14_00590",1323.58422962221,-1.9720908093824,0.604944772592964,-3.25995181498877,0.00111431142998763,0.00764156390923334,"T24T0"
"9","PA14_00640",1109.2566539054,-2.05222480449784,0.327825083973657,-6.26012134160773,3.84678035283137e-10,1.21173581114188e-08,"T24T0"
"10","PA14_00980",704.526881702771,-1.82757786040036,0.21692452542231,-8.42494806358301,3.60910300540921e-17,3.39196516885426e-15,"T24T0"
"11","PA14_01240",1151.70567000934,-2.39717002209921,0.500946991492555,-4.78527681133869,1.70751836376235e-06,2.66735770557209e-05,"T24T0"
"12","PA14_01310",836.19708849429,-0.877601236580256,0.216276460937815,-4.05777509385355,4.95424435886806e-05,0.000516412416534375,"T24T0"
"13","PA14_01400",1045.41726939636,-0.380533545683729,0.0891937764555345,-4.26636880739583,1.98680238914278e-05,0.000232931249426494,"T24T0"
"14","PA14_01460",793.842422456993,-0.35045067061141,0.098563306477019,-3.55558963206172,0.000377132342234131,0.00300291627503927,"T24T0"
"15","PA14_02750",1269.1801688653,-0.497754790416688,0.0596906559037963,-8.33890636448898,7.49807553192827e-17,6.61330261916074e-15,"T24T0"
"16","PA14_02830",1235.86633023593,-2.12757882637911,0.58688163528861,-3.62522644848622,0.000288708358387128,0.00239174253644874,"T24T0"
"17","PA14_03010",1415.90834998073,-0.357830332810396,0.0567980179053895,-6.30004964973332,2.97550317540817e-10,9.63760435288985e-09,"T24T0"
"18","PA14_03120",834.710051338487,-0.495291168587671,0.105534666678628,-4.69316087476658,2.69015771889033e-06,3.98518713240266e-05,"T24T0"
"19","PA14_03180",1473.69619969316,-0.744837117923797,0.0754732290180441,-9.86889162706583,5.67886220828012e-23,1.12265231172655e-20,"T24T0"
"20","PA14_03285",894.89978220667,-0.723997897610031,0.107531651457426,-6.73288178687257,1.66335201463953e-11,6.62222020828365e-10,"T24T0"
"21","PA14_03320",1407.56079845211,-0.587151380725337,0.0648238883412129,-9.0576390239776,1.33304576841486e-19,1.62603221070689e-17,"T24T0"
"22","PA14_04030",1647.10277047576,-0.118721524869692,0.0286931571396347,-4.13762501951024,3.50919251752451e-05,0.0003819500001227,"T24T0"
"23","PA14_04220",1548.26234267681,-0.434581977766414,0.0777565039556114,-5.58901128083771,2.28366119645011e-08,5.03547293817249e-07,"T24T0"
"24","PA14_04390",1299.49409156568,-0.751053812613151,0.0534307414246698,-14.0565860137284,7.01915651276754e-45,5.03010303596204e-42,"T24T0"
