"","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","condition"
"1","PA14_05060",657.595474338605,-2.01825453408921,0.486274320145923,-4.1504444106437,3.31830354782543e-05,0.00581634081098437,"U5U0"
"2","PA14_10240",617.166796040492,-2.34764876609808,0.566306707678791,-4.14554292623648,3.39009480465468e-05,0.00581634081098437,"U5U0"
"3","PA14_10340",1205.3028881985,-0.586058367062603,0.121444391104507,-4.82573432772438,1.39488350440881e-06,0.000384360149639847,"U5U0"
"4","PA14_11210",536.088212320172,-2.37784611768737,0.587920658131233,-4.04450172791276,5.24345217006054e-05,0.00740808225248131,"U5U0"
"5","PA14_21010",625.927909021886,-2.51754140379514,0.56756770511956,-4.43566711263956,9.17875944507397e-06,0.00187348678895565,"U5U0"
"6","PA14_25640",878.87688003082,-0.823898996491176,0.15092402821987,-5.45903131667609,4.78739321751032e-08,3.71958226646665e-05,"U5U0"
"7","PA14_28070",1166.48236980612,-2.31968618050128,0.469162062344763,-4.94431746869734,7.64110966553942e-07,0.000263188471042423,"U5U0"
"8","PA14_33830",1097.8660005304,-2.12433308377222,0.390284578656531,-5.44303618422427,5.23800016328621e-08,3.71958226646665e-05,"U5U0"
"9","PA14_34770",1132.84210101147,-2.02229317442654,0.434734963227175,-4.65178406497241,3.29075568426348e-06,0.000788493677216349,"U5U0"
"10","PA14_40630",1406.48267417121,-0.302487464490228,0.0608302249624787,-4.97265076163713,6.60435741485768e-07,0.000242644091421871,"U5U0"
"11","PA14_42380",1075.41385373575,-0.693997521518668,0.127628759771359,-5.43762646257733,5.39950247354985e-08,3.71958226646665e-05,"U5U0"
"12","PA14_42630",1098.47871791227,-1.50027732254386,0.293846336205013,-5.10565264117208,3.29654760163383e-07,0.000129766241661457,"U5U0"
"13","PA14_50430",1002.42322016203,-2.52908859807421,0.47250087826613,-5.35255851238807,8.67192480273029e-08,5.31010862087185e-05,"U5U0"
"14","PA14_58770",1490.58483193891,-0.271549015016465,0.058646889895393,-4.63023726408716,3.65246968208996e-06,0.000838698350749908,"U5U0"
"15","PA14_61040",893.979153434807,-1.64131455552813,0.312853393726618,-5.24627377691918,1.55206215526351e-07,7.77583139787017e-05,"U5U0"
"16","PA14_61660",1266.13252878097,-0.335749347032102,0.0810546946178166,-4.14225664059564,3.4390520133383e-05,0.00581634081098437,"U5U0"
"17","PA14_62510",878.785670753487,-0.64185809693163,0.12417627712545,-5.1689268819292,2.35441982328871e-07,0.000108126730384534,"U5U0"
"18","PA14_66140",1593.37406608001,-0.23730997001314,0.0529713137923893,-4.47997138495054,7.46530468212747e-06,0.00158235746550786,"U5U0"
"19","PA14_66200",1002.05952531056,-0.779413563166988,0.120869267976666,-6.44840145236469,1.13036024613543e-10,6.22941531645236e-07,"U5U0"
"20","PA14_66220",838.713939621354,-1.28744228264011,0.219468687904905,-5.86617751684902,4.45956345466321e-09,8.19221806621631e-06,"U5U0"
"21","PA14_70710",785.643040999438,-2.48717112943108,0.60112308467967,-4.13754053507437,3.51048446473425e-05,0.00581634081098437,"U5U0"
"22","PA14_72740",873.3295830068,-0.348271126324464,0.0870064362705881,-4.00282026540368,6.25918530683119e-05,0.0084132610307187,"U5U0"
