"","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","condition"
"1","PA14_00450",1336.56934008877,0.209194688242834,0.0430618804597483,4.85800169452369,1.18576395083293e-06,0.000363041396280015,"U5U0"
"2","PA14_05460",1557.68119362606,0.166171729483929,0.0323205642172533,5.14136227223482,2.72753557935183e-07,0.0001156265275216,"U5U0"
"3","PA14_20670",1033.74566371748,0.270150968214888,0.0653722767117255,4.13250053086238,3.58837937894154e-05,0.00581634081098437,"U5U0"
"4","PA14_23670",1308.57374880687,0.270656163800785,0.0509407903184216,5.31315203609844,1.07745070604139e-07,5.93783084099412e-05,"U5U0"
"5","PA14_26750",1440.59046763752,0.232432484189801,0.0482716050292787,4.81509748948313,1.47128043706053e-06,0.000386106023268599,"U5U0"
"6","PA14_34830",1527.59990074004,0.31864630163462,0.0657600285235597,4.84559250944454,1.26234373985494e-06,0.000366146123702135,"U5U0"
"7","PA14_39800",1062.15963269754,1.83642291574357,0.430463530101962,4.2661521530258,1.98873175802106e-05,0.00377927610981175,"U5U0"
"8","PA14_42090",1279.21949064452,0.285379866019011,0.0510865924293489,5.58619889188504,2.32093416401836e-08,3.19766704447629e-05,"U5U0"
"9","PA14_45640",1387.83014707026,0.238133568891896,0.0589642746562679,4.03860761927617,5.37694229902472e-05,0.00740808225248131,"U5U0"
"10","PA14_45830",1109.91316313106,0.61281594810316,0.136470475585643,4.49046539534174,7.10677208781121e-06,0.0015666168390371,"U5U0"
"11","PA14_49630",1388.64339956005,0.317197393464172,0.0776177847925748,4.08665867380586,4.37630219630724e-05,0.00689080040109978,"U5U0"
"12","PA14_49710",1086.05713038034,0.567125942011268,0.0947892676566773,5.98301850021011,2.19039877715669e-09,6.03564383045527e-06,"U5U0"
"13","PA14_50450",1090.87403569062,0.745445713843064,0.183942716711057,4.05259706484619,5.06521978389278e-05,0.00734590163921923,"U5U0"
"14","PA14_50520",1295.37966180366,0.19412731679831,0.0445188527494347,4.36056422861829,1.29727494872617e-05,0.00255331508658211,"U5U0"
"15","PA14_51880",1540.12379325886,0.300683670398869,0.0610770918922644,4.92301877976202,8.52192708959212e-07,0.000276260824651425,"U5U0"
"16","PA14_53410",534.64466426147,2.33390615464718,0.573583408592974,4.06899174502337,4.72170199883323e-05,0.0070327837069108,"U5U0"
"17","PA14_68570",1163.84773889456,0.361900227547392,0.0772796269395396,4.68299656558291,2.82711251953627e-06,0.000708191686143835,"U5U0"
"18","PA14_69110",1576.19538184517,0.197417224804348,0.03569777171344,5.53023943312465,3.19793991669568e-08,3.52476937618198e-05,"U5U0"
"19","PA14_69390",1387.76042692075,0.175812454835813,0.043197258246054,4.06999105902451,4.70149420446157e-05,0.0070327837069108,"U5U0"
