opt_fraction	R_value	p_value
0.1	-0.005500787323826428	0.9761633198415738
0.2	-0.037090023820436455	0.8402807445561394
0.3	-0.06018406843390169	0.7435135453423328
0.4	-0.06017812814188368	0.7435380150784285
0.5	-0.017320768494948114	0.9237821208416899
0.6	-0.049916702014034385	0.7418232220531393
0.7	-0.025208768440855078	0.8407643274110596
0.8	-0.047055367975405354	0.7097307326313109
0.9	0.12362354507572922	0.3304360248441932
0.85	-0.03934295095805573	0.7673464591306018
0.95	0.10936571713736923	0.38964231877176225
0.925	0.1279771721711323	0.3135551553185756
0.887	0.09563236006134578	0.448575602562831
0.875	0.031043522067889122	0.8076087161401175
0.913	0.13178777375084932	0.2992427073454409
