opt_fraction	R_value	p_value
0.1	-0.21967446486748132	0.21931654688760915
0.2	-0.12109483438084437	0.5020349853134671
0.3	-0.1942608472955379	0.2786861171788521
0.4	-0.1822037194454615	0.3101775658441895
0.5	-0.17410322049443855	0.3247405578393753
0.6	-0.14027460869483804	0.35246716336280437
0.7	-0.016279644915557345	0.8984032409523883
0.8	-0.08240165728498927	0.5208478896735073
0.9	-0.22997661764885982	0.07972935181189916
0.05	-0.20003975783795455	0.2643537066977795
0.125	-0.1822037194454615	0.3101775658441895
0.087	-0.26404740316685166	0.13758423259639097
0.075	-0.20145707263107043	0.2609137675024441
0.15	-0.13083873339752022	0.4679863807825766
0.113	-0.21967446486748132	0.21931654688760915
