	rxn05206	rxn05312	rxn05318	rxn00615	rxn13836	rxn00148	rxn05229	rxn00250	rxn00134	rxn05595	rxn05581	rxn00251	rxn10165	rxn10053	EX_cpd00182_e	EX_cpd00100_e	EX_cpd00080_e	EX_cpd00009_e	ATPM	EX_cpd00170_e	EX_cpd00222_e	DM_cpd00002_c
57	237.15124800100082	177.86343600075065	59.28781200025022	-126.96562400050044	50.89781200025022	59.28781200025022	-59.28781200025022	59.28781200025022	59.28781200025022	-237.15124800100082	126.96562400050044	59.28781200025022	126.96562400050044	59.28781200025022	-59.28781200025022	126.96562400050044	-126.96562400050044	-50.89781200025023	8.39	-50.89781200025022	50.89781200025022	59.28781200025023
58	411.60104999900216	308.70078749925165	102.90026249975054	-214.1905249995011	94.51026249975054	102.90026249975054	-102.90026249975054	102.90026249975054	102.90026249975054	-411.60104999900216	214.1905249995011	102.90026249975054	214.1905249995011	102.90026249975054	-102.90026249975054	214.1905249995011	-214.1905249995011	-94.51026249975055	8.39	-94.51026249975054	94.51026249975054	102.90026249975054
59	262.0014483998018	196.50108629985135	65.50036209995045	-139.3907241999009	57.11036209995045	65.50036209995045	-65.50036209995045	65.50036209995045	65.50036209995045	-262.0014483998018	139.3907241999009	65.50036209995045	139.3907241999009	65.50036209995045	-65.50036209995045	139.3907241999009	-139.3907241999009	-57.110362099950464	8.39	-57.11036209995045	57.11036209995045	65.50036209995044
60	311.8014491990019	233.85108689925144	77.95036229975048	-164.29072459950095	69.56036229975048	77.95036229975048	-77.95036229975048	77.95036229975048	77.95036229975048	-311.8014491990019	164.29072459950095	77.95036229975048	164.29072459950095	77.95036229975048	-77.95036229975048	164.29072459950095	-164.29072459950095	-69.5603622997505	8.39	-69.56036229975048	69.56036229975048	77.95036229975047
61	611.6002499990025	458.70018749925185	152.90006249975062	-314.1901249995012	144.51006249975063	152.90006249975062	-152.90006249975062	152.90006249975062	152.90006249975062	-611.6002499990025	314.1901249995012	152.90006249975062	314.1901249995012	152.90006249975062	-152.90006249975062	314.1901249995012	-314.1901249995012	-144.51006249975063	8.39	-144.51006249975063	144.51006249975063	152.90006249975062
62	212.35074800299765	159.26306100224824	53.08768700074941	-114.56537400149882	44.69768700074941	53.08768700074941	-53.08768700074941	53.08768700074941	53.08768700074941	-212.35074800299765	114.56537400149882	53.08768700074941	114.56537400149882	53.08768700074941	-53.08768700074941	114.56537400149882	-114.56537400149882	-44.69768700074941	8.39	-44.69768700074941	44.69768700074941	53.08768700074941
63	993.6619732464962	745.2464799348721	248.41549331162406	-505.2209866232481	240.02549331162407	248.41549331162406	-248.41549331162406	248.41549331162406	248.41549331162406	-993.6619732464962	505.2209866232481	248.41549331162406	505.2209866232481	248.41549331162406	-248.41549331162406	505.2209866232481	-505.2209866232481	-240.02549331162407	8.39	-240.02549331162407	240.02549331162407	248.41549331162406
64	792.8864747505024	594.6648560628769	198.2216186876256	-404.8332373752512	189.83161868762562	198.2216186876256	-198.2216186876256	198.2216186876256	198.2216186876256	-792.8864747505024	404.8332373752512	198.2216186876256	404.8332373752512	198.2216186876256	-198.2216186876256	404.8332373752512	-404.8332373752512	-189.83161868762568	8.39	-189.83161868762562	189.83161868762562	198.2216186876256
65	981.0365227474997	735.7773920606248	245.25913068687493	-498.90826137374984	236.86913068687494	245.25913068687493	-245.25913068687493	245.25913068687493	245.25913068687493	-981.0365227474997	498.90826137374984	245.25913068687493	498.90826137374984	245.25913068687493	-245.25913068687493	498.90826137374984	-498.90826137374984	-236.869130686875	8.39	-236.86913068687494	236.86913068687494	245.25913068687493
66	893.0860739505024	669.8145554628768	223.2715184876256	-454.9330369752512	214.8815184876256	223.2715184876256	-223.2715184876256	223.2715184876256	223.2715184876256	-893.0860739505024	454.9330369752512	223.2715184876256	454.9330369752512	223.2715184876256	-223.2715184876256	454.9330369752512	-454.9330369752512	-214.8815184876256	8.39	-214.8815184876256	214.8815184876256	223.2715184876256
