reaction	linear_coefficient
rxn03253	0.4396778155665139
rxn02720	0.4396778155665139
rxn00946	0.4396778155665139
rxn02679	0.4396778155665139
rxn02803	0.4396778155665139
rxn03251	0.45436644326050607
rxn00872	0.45436644326050607
rxn01451	0.3672139189428194
rxn03242	0.3672139189428194
rxn03239	0.3672139189428194
rxn06777	0.3672139189428194
rxn03244	0.3672139189428194
rxn03249	0.3672139189428194
rxn03246	0.3672139189428194
rxn02122	0.47649730898612075
rxn01387	0.16646934045826045
rxn00616	0.2831949685331845
rxn00501	0.4267518231958008
rxn10125	0.3433204178939256
rxn01851	0.46846752584673845
rxn13812	0.19898016975429633
rxn01297	0.5244801594531618
rxn01522	0.5244801594531618
rxn00288	0.2616516479153294
rxn10126	0.2616516479153294
rJB00270	0.2616516479153294
rxn06493	0.4367400900277155
rxn13808	0.21895670341812562
rxn00623	0.5767716740437737
rxn00506	0.46846752584673845
rxn00779	0.36290525481924846
rxn13726	0.33783666355483516
rJB00264	0.33783666355483516
rxn10122	0.33783666355483516
rxn00604	0.06893685257015277
rxn10902	0.06893685257015277
rxn00671	0.4267518231958008
rxn01115	0.10007674328141607
rxn00338	0.19898016975429633
rxn00248	0.08832584112622237
rxn05353	0.36505958688103396
rxn05356	0.36505958688103396
rxn05355	0.36505958688103396
rxn05354	0.36505958688103396
rxn05357	0.36505958688103396
rxn05352	0.36505958688103396
rxn05351	0.36505958688103396
rxn05338	0.14845129048696346
rxn00611	0.1999594116005625
rxn00612	0.1999594116005625
rxn05436	0.028592088503987742
rxn05448	0.028592088503987742
rxn05442	0.028592088503987742
rxn05437	0.028592088503987742
rxn05449	0.028592088503987742
rxn05443	0.028592088503987742
rxn05438	0.028592088503987742
rxn05450	0.028592088503987742
rxn05444	0.028592088503987742
rxn05433	0.028592088503987742
rxn05445	0.028592088503987742
rxn05439	0.028592088503987742
rxn05446	0.028592088503987742
rxn05434	0.028592088503987742
rxn05440	0.028592088503987742
rxn05435	0.028592088503987742
rxn05447	0.028592088503987742
rxn05441	0.028592088503987742
rxn05322	0.028592088503987742
rxn05327	0.028592088503987742
rxn05324	0.028592088503987742
rxn13838	0.028592088503987742
rxn05328	0.028592088503987742
rxn05326	0.028592088503987742
rxn13850	0.028592088503987742
rxn08396	0.028592088503987742
rxn05325	0.028592088503987742
rxn05323	0.028592088503987742
rxn05464	0.028592088503987742
rxn02866	0.17156139805884438
rxn05339	0.2829991201639313
rxn05337	0.2829991201639313
rxn13844	0.2829991201639313
rxn05341	0.2829991201639313
