	rxn10158	rxn05312	rxn05318	rJB00240	rxn00615	rxn05209	rxn00148	rxn00250	rxn00134	rxn00102	rxn05581	rxn00097	rxn00251	rxn10165	EX_cpd00182_e	EX_cpd00100_e	EX_cpd00080_e	ATPM	DM_cpd00002_c
48	-310.11734126636657	465.17601189954985	155.05867063318328	310.11734126636657	-465.17601189954985	-310.11734126636657	8.389999999999986	8.389999999999986	155.05867063318328	-8.389999999999986	465.17601189954985	146.66867063318327	8.389999999999986	465.17601189954985	-155.05867063318328	465.17601189954985	-465.17601189954985	8.39	155.05867063318325
49	-384.9171420659666	577.3757130989499	192.4585710329833	384.9171420659666	-577.3757130989499	-384.9171420659666	8.389999999999986	8.389999999999986	192.4585710329833	-8.389999999999986	577.3757130989499	184.06857103298327	8.389999999999986	577.3757130989499	-192.4585710329833	577.3757130989499	-577.3757130989499	8.39	192.45857103298326
50	-497.3916422661664	746.0874633992496	248.6958211330832	497.3916422661664	-746.0874633992496	-497.3916422661664	8.389999999999986	8.389999999999986	248.6958211330832	-8.389999999999986	746.0874633992496	240.30582113308319	8.389999999999986	746.0874633992496	-248.6958211330832	746.0874633992496	-746.0874633992496	8.39	248.69582113308317
51	-522.3914422665663	783.5871633998495	261.19572113328314	522.3914422665663	-783.5871633998495	-522.3914422665663	8.389999999999986	8.389999999999986	261.19572113328314	-8.389999999999986	783.5871633998495	252.80572113328313	8.389999999999986	783.5871633998495	-261.19572113328314	783.5871633998495	-783.5871633998495	8.39	261.19572113328314
52	-335.0173416659666	502.52601249894985	167.50867083298328	335.0173416659666	-502.52601249894985	-335.0173416659666	8.389999999999986	8.389999999999986	167.50867083298328	-8.389999999999986	502.52601249894985	159.1186708329833	8.389999999999986	502.52601249894985	-167.50867083298328	502.52601249894985	-502.52601249894985	8.39	167.50867083298328
53	-397.3920422661662	596.0880633992493	198.69602113308312	397.3920422661662	-596.0880633992493	-397.3920422661662	8.389999999999986	8.389999999999986	198.69602113308312	-8.389999999999986	596.0880633992493	190.3060211330831	8.389999999999986	596.0880633992493	-198.69602113308312	596.0880633992493	-596.0880633992493	8.39	198.6960211330831
54	-347.4922418661663	521.2383627992494	173.74612093308315	347.4922418661663	-521.2383627992494	-347.4922418661663	8.389999999999986	8.389999999999986	173.74612093308315	-8.389999999999986	521.2383627992494	165.35612093308313	8.389999999999986	521.2383627992494	-173.74612093308315	521.2383627992494	-521.2383627992494	8.39	173.74612093308312
55	-484.9167420659667	727.37511309895	242.45837103298334	484.9167420659667	-727.37511309895	-484.9167420659667	8.389999999999986	8.389999999999986	242.45837103298334	-8.389999999999986	727.37511309895	234.06837103298332	8.389999999999986	727.37511309895	-242.45837103298334	727.37511309895	-727.37511309895	8.39	242.4583710329833
56	-572.4912418665664	858.7368627998495	286.2456209332832	572.4912418665664	-858.7368627998495	-572.4912418665664	8.389999999999986	8.389999999999986	286.2456209332832	-8.389999999999986	858.7368627998495	277.8556209332832	8.389999999999986	858.7368627998495	-286.2456209332832	858.7368627998495	-858.7368627998495	8.39	286.24562093328313
57	-285.2422906671669	427.86343600075037	142.62114533358346	285.2422906671669	-427.86343600075037	-285.2422906671669	8.389999999999986	8.389999999999986	142.62114533358346	-8.389999999999986	427.86343600075037	134.23114533358344	8.389999999999986	427.86343600075037	-142.62114533358346	427.86343600075037	-427.86343600075037	8.39	142.62114533358346
58	-322.56739126616736	483.8510868992511	161.2836956330837	322.56739126616736	-483.8510868992511	-322.56739126616736	8.389999999999986	8.389999999999986	161.2836956330837	-8.389999999999986	483.8510868992511	152.89369563308372	8.389999999999986	483.8510868992511	-161.2836956330837	483.8510868992511	-483.8510868992511	8.39	161.28369563308365
59	-472.4667916661674	708.7001874992511	236.2333958330837	472.4667916661674	-708.7001874992511	-472.4667916661674	8.389999999999986	8.389999999999986	236.2333958330837	-8.389999999999986	708.7001874992511	227.84339583308372	8.389999999999986	708.7001874992511	-236.2333958330837	708.7001874992511	-708.7001874992511	8.39	236.2333958330837
60	-297.66739086656736	446.50108629985107	148.83369543328368	297.66739086656736	-446.50108629985107	-297.66739086656736	8.389999999999986	8.389999999999986	148.83369543328368	-8.389999999999986	446.50108629985107	140.44369543328366	8.389999999999986	446.50108629985107	-148.83369543328368	446.50108629985107	-446.50108629985107	8.39	148.8336954332837
61	-372.4671916661674	558.7007874992511	186.2335958330837	372.4671916661674	-558.7007874992511	-372.4671916661674	8.389999999999986	8.389999999999986	186.2335958330837	-8.389999999999986	558.7007874992511	177.8435958330837	8.389999999999986	558.7007874992511	-186.2335958330837	558.7007874992511	-558.7007874992511	8.39	186.23359583308365
62	-272.84204066816534	409.26306100224804	136.42102033408267	272.84204066816534	-409.26306100224804	-272.84204066816534	8.389999999999986	8.389999999999986	136.42102033408267	-8.389999999999986	409.26306100224804	128.03102033408265	8.389999999999986	409.26306100224804	-136.42102033408267	409.26306100224804	-409.26306100224804	8.39	136.4210203340827
63	-663.4976532899145	995.2464799348718	331.74882664495726	663.4976532899145	-995.2464799348718	-663.4976532899145	8.389999999999986	8.389999999999986	331.74882664495726	-8.389999999999986	995.2464799348718	323.3588266449573	8.389999999999986	995.2464799348718	-331.74882664495726	995.2464799348718	-995.2464799348718	8.39	331.74882664495726
64	-563.1099040419176	844.6648560628764	281.5549520209588	563.1099040419176	-844.6648560628764	-563.1099040419176	8.389999999999986	8.389999999999986	281.5549520209588	-8.389999999999986	844.6648560628764	273.1649520209588	8.389999999999986	844.6648560628764	-281.5549520209588	844.6648560628764	-844.6648560628764	8.39	281.5549520209588
