opt_fraction	R_value	p_value
0.1	0.17431861269047888	0.0008240970900686906
0.2	0.1638461148682751	0.0018413900542557013
0.3	0.15746132484206662	0.002625553338059476
0.4	0.19227189190638874	0.00010269181453037306
0.5	0.19686793085526547	6.782497754483475e-05
0.6	0.16715814926993933	0.0006002616828424698
0.7	0.16542870158295409	0.0007272097334950852
0.8	0.14584959231053773	0.002239026462069748
0.9	0.16974857353000083	0.0002754774205755997
0.45	0.1914868415611863	8.827719673292514e-05
0.55	0.19962572150780833	4.5854492613441844e-05
0.475	0.21239073938721337	1.7958090658829737e-05
0.487	0.17407031337477066	0.00041201811648613855
0.525	0.19102159272748254	0.00010971844607362622
0.513	0.18248326036382376	0.00022240881493603302
