opt_fraction	R_value	p_value
0.1	0.1624736422503001	0.0019842945144778515
0.2	0.12759029776717656	0.0160070452726951
0.3	0.15758762935534806	0.002431524201222932
0.4	0.11791563826917638	0.020655237403824633
0.5	0.11265568826938178	0.024423318718352148
0.6	0.13315551224267944	0.006340200868408374
0.7	0.10704191382317646	0.029431680767178066
0.8	0.13240539637090123	0.006203127892474528
0.9	0.11125546273818962	0.01747168688029865
0.05	0.1591211091531653	0.0024971419193468643
0.125	0.17567928512092634	0.000801026866415019
0.087	0.1589572948286196	0.0025232897978237872
0.075	0.15933092705002064	0.002464011603350203
0.15	0.17185724385698292	0.0010610721037310914
0.113	0.15885314541594273	0.002540043450663651
