opt_fraction	R_value	p_value
0.1	-0.025565998318684925	0.9147972321440572
0.2	0.012767892202133086	0.95739329265245
0.3	-0.025922690228573235	0.9136127260655007
0.4	0.012395635548453299	0.9586344874022386
0.5	0.016512705222236482	0.9375562814252697
0.6	0.16375552733012688	0.2278344198892428
0.7	0.16514414607643105	0.22386125750027597
0.8	0.20097639705299677	0.13747766773513437
0.9	0.1632595294948939	0.22926534991774675
0.75	0.1576299002129322	0.2459429549490617
0.85	0.1935286224099357	0.15296908298280557
0.825	0.15197462851447532	0.2635101194184178
0.787	0.21651769096921328	0.10897818189173565
0.775	0.21361575466003205	0.1139222076394626
0.813	0.21658021819408962	0.10887349955602887
