	rxn13726	rxn08094	rxn10158	rxn05312	rxn05318	rxn00256	rJB00240	rJB00238	rxn00285	rxn00974	rxn05307	rxn00165	rxn13803	rxn00175	rxn05158	rxn00615	rxn05209	rxn13836	rxn00148	rxn13689	rxn05229	rxn10042	rxn12788	rxn09566	rxn00250	rxn00134	rxn13299	rxn13643	rxn05581	rxn00251	rxn00014	rxn10165	rxn10053	rxn05297	rxn00124	rxn01807	rxn05467	rxn05468	rxn05488	EX_cpd00029_e	EX_cpd00182_e	EX_cpd00011_e	EX_cpd00100_e	EX_cpd00080_e	EX_cpd00023_e	EX_cpd00054_e	EX_cpd00007_e	EX_cpd00009_e	EX_cpd00036_e	rxn00695	EX_cpd00331_e	ATPM	rxn00182	EX_cpd00170_e	EX_cpd00222_e	DM_cpd00002_c
10	275.9163762408299	68.9790940602075	-699.1609999999998	1000.0	536.2801881204148	68.97909406020756	699.1609999999998	-68.9790940602075	-68.9790940602075	-68.97909406020756	-68.9790940602075	-68.9790940602075	-137.95818812041495	-68.97909406020756	608.8405643612451	-1000.0	-630.1819059397924	539.8614703010369	467.30109406020716	275.9163762408299	-398.3219999999996	551.8327524816598	68.97909406020756	137.95818812041495	398.3219999999996	536.2801881204148	68.97909406020813	68.97909406020813	1000.0	467.30109406020716	275.9163762408299	391.15943563875487	398.3219999999996	68.9790940602075	-137.95818812041495	137.95818812041495	-137.95818812041506	68.97909406020747	-68.97909406020756	68.97909406020756	-536.2801881204148	137.95818812041506	1000.0	-1000.0	-68.9790940602075	68.9790940602075	-68.97909406020747	-608.8405643612451	68.9790940602075	68.97909406020756	-68.97909406020756	8.39	206.93728218062245	-539.8614703010369	539.8614703010369	536.2801881204151
11	463.700767254835	115.92519181370875	-438.24638018629156	581.2573580000005	527.0857859999999	115.92519181370875	438.24638018629156	-115.92519181370875	-115.92519181370875	-115.92519181370875	-115.92519181370875	-115.92519181370875	-231.8503836274175	-115.92519181370875	1000.0	-903.3096538629127	-322.3211883725828	562.0225123233787	411.1605941862912	463.700767254835	-295.2354023725824	927.40153450967	115.92519181370875	231.8503836274175	295.2354023725824	527.0857859999999	115.92519181370915	115.92519181370915	903.3096538629127	411.1605941862912	463.700767254835	-96.69034613708732	295.2354023725824	115.92519181370875	-231.8503836274175	231.8503836274175	-231.8503836274175	115.92519181370875	-115.92519181370875	115.92519181370875	-527.0857860000001	231.8503836274175	903.3096538629127	-903.3096538629127	-115.92519181370875	115.92519181370875	-115.92519181370875	-677.9477041370878	115.92519181370875	115.92519181370875	-115.92519181370875	8.39	347.77557544112625	-562.0225123233787	562.0225123233787	527.0857860000002
12	500.0	125.0	-516.0046745545354	754.9235631090705	527.0857860000003	125.0	516.0046745545354	-125.0	-125.0	-124.99999999999977	-125.0	-125.0	-250.0	-125.0	826.3337948909302	-638.8953668909307	-391.0046745545354	817.3619911090702	402.0857860000003	500.0	-277.0857860000003	1000.0	125.0	250.0	277.0857860000003	527.0857860000003	125.0	125.0	638.8953668909307	402.0857860000003	500.0	-187.43842799999948	277.0857860000003	125.0	-250.0	250.0	-250.0	125.0	-125.0	125.0	-527.0857860000003	250.0	638.8953668909307	-638.8953668909307	-125.0	125.0	-125.0	-942.36199110907	125.0	125.0	-125.0	8.39	375.0	-817.3619911090702	817.3619911090702	527.0857860000002
13	500.0	125.0	-465.4708047451655	635.7062071177485	545.2354023725825	125.0	465.4708047451655	-125.0	-125.0	-124.99999999999977	-125.0	-125.0	-250.0	-125.0	1000.0	-848.8608047451653	-340.4708047451655	661.8454023725825	420.2354023725825	500.0	-295.2354023725825	1000.0	125.0	250.0	295.2354023725825	545.2354023725825	125.0	125.0	848.8608047451653	420.2354023725825	500.0	-151.1391952548347	295.2354023725825	125.0	-250.0	250.0	-250.0	125.0	-125.0	125.0	-545.2354023725825	250.0	848.8608047451653	-848.8608047451653	-125.0	125.0	-125.0	-786.8454023725832	125.0	125.0	-125.0	8.39	375.0	-661.8454023725825	661.8454023725825	545.2354023725829
14	500.0	125.0	-603.9964851749561	843.4947277624339	614.4982425874784	125.0	603.9964851749561	-125.0	-125.0	-124.99999999999977	-125.0	-125.0	-250.0	-125.0	1000.0	-987.386485174956	-478.9964851749561	731.1082425874785	489.4982425874784	500.0	-364.49824258747833	1000.0	125.0	250.0	364.49824258747833	614.4982425874784	124.9999999999992	124.9999999999992	987.386485174956	489.4982425874784	500.0	-12.613514825044035	364.49824258747833	125.0	-250.0	250.0	-250.00000000000006	125.0	-125.0	125.0	-614.4982425874784	250.0	987.386485174956	-987.386485174956	-125.0	125.0	-125.0	-856.1082425874779	125.0	125.0	-125.00000000000006	8.39	375.0	-731.1082425874785	731.1082425874785	614.4982425874775
15	500.0	125.0	-659.3877995181393	947.9705990362787	620.8050000000001	125.0	659.3877995181393	-125.0	-125.0	-124.99999999999977	-125.0	-125.0	-250.0	-125.0	914.4444009637214	-914.4444009637214	-534.3877995181393	822.9705990362788	495.80500000000006	500.0	-370.80500000000006	1000.0	125.0	250.0	370.80500000000006	620.8050000000001	125.0	125.0	914.4444009637214	495.80500000000006	500.0	0.0	370.80500000000006	125.0	-250.0	250.0	-250.0	125.0	-125.0	125.0	-620.8050000000001	250.0	914.4444009637214	-914.4444009637214	-125.0	125.0	-125.0	-947.9705990362787	125.0	125.0	-125.0	8.39	375.0	-822.9705990362788	822.9705990362788	620.805
16	466.47713982695973	116.61928495673993	-541.1835646106595	736.7042743510996	578.9014247836992	116.61928495673993	541.1835646106595	-116.61928495673993	-116.61928495673993	-116.61928495673993	-116.61928495673993	-116.61928495673993	-233.23856991347986	-116.61928495673993	1000.0	-1000.0	-424.5642796539195	620.0849893943587	462.28213982695934	466.47713982695973	-345.6628548702194	932.9542796539195	116.61928495673993	233.23856991347986	345.6628548702194	578.9014247836992	116.61928495674087	116.61928495674087	1000.0	462.28213982695934	466.47713982695973	0.0	345.6628548702194	116.61928495673993	-233.23856991347986	233.23856991347986	-233.23856991347986	116.61928495673993	-116.61928495673993	116.61928495673993	-578.9014247836992	233.23856991347986	1000.0	-1000.0	-116.61928495673993	116.61928495673993	-116.61928495673993	-736.7042743510996	116.61928495673993	116.61928495673993	-116.61928495673993	8.39	349.8578548702198	-620.0849893943587	620.0849893943587	578.9014247837001
17	301.70523367161275	75.42630841790319	-699.1609999999998	1000.0	549.1746168358062	75.42630841790321	699.1609999999998	-75.42630841790319	-75.42630841790319	-75.42630841790321	-75.42630841790319	-75.42630841790319	-150.85261683580637	-75.42630841790321	647.5238505074193	-1000.0	-623.7346915820966	572.0975420895157	473.748308417903	301.70523367161275	-398.3219999999998	603.4104673432255	75.42630841790321	150.85261683580637	398.3219999999998	549.1746168358062	75.42630841790348	75.42630841790348	1000.0	473.748308417903	301.70523367161275	352.4761494925807	398.3219999999998	75.42630841790319	-150.85261683580637	150.85261683580637	-150.85261683580643	75.42630841790319	-75.42630841790321	75.42630841790321	-549.1746168358062	150.85261683580643	1000.0	-1000.0	-75.42630841790319	75.42630841790319	-75.42630841790319	-647.5238505074193	75.42630841790319	75.42630841790321	-75.42630841790321	8.39	226.27892525370956	-572.0975420895157	572.0975420895157	549.1746168358062
18	353.2504470370404	88.31261175926011	-699.161	1000.0	574.9472235185202	88.31261175926011	699.161	-88.31261175926011	-88.31261175926011	-88.31261175926011	-88.31261175926008	-88.31261175926008	-176.6252235185202	-88.31261175926011	724.8416705555605	-1000.0	-610.84838824074	636.5290587963004	486.6346117592601	353.2504470370404	-398.3219999999999	706.5008940740807	88.31261175926011	176.6252235185202	398.3219999999999	574.9472235185202	88.31261175926002	88.31261175926002	1000.0	486.6346117592601	353.2504470370404	275.15832944443946	398.3219999999999	88.31261175926008	-176.6252235185202	176.6252235185202	-176.62522351852022	88.3126117592601	-88.31261175926011	88.31261175926011	-574.9472235185202	176.62522351852022	1000.0	-1000.0	-88.31261175926008	88.31261175926008	-88.3126117592601	-724.8416705555605	88.31261175926011	88.31261175926011	-88.31261175926011	8.39	264.93783527778027	-636.5290587963004	636.5290587963004	574.9472235185202
19	403.32489021040374	100.83122255260093	-480.46502268439326	635.5067044739893	527.0857859999995	100.83122255260093	480.46502268439326	-100.83122255260093	-100.83122255260093	-100.83122255260093	-100.83122255260093	-100.83122255260093	-201.66244510520187	-100.83122255260093	945.75065352601	-1000.0	-379.6338001317924	480.42613544739754	426.25456344739825	403.32489021040374	-325.4233408947973	806.6497804208075	100.83122255260093	201.66244510520187	325.4233408947973	527.0857859999992	100.83122255260162	100.83122255260162	1000.0	426.25456344739825	403.32489021040374	54.249346473990045	325.4233408947973	100.83122255260093	-201.66244510520187	201.66244510520187	-201.66244510520187	100.83122255260093	-100.83122255260093	100.83122255260093	-527.0857860000001	201.66244510520187	1000.0	-1000.0	-100.83122255260093	100.83122255260093	-100.83122255260093	-581.2573579999993	100.83122255260093	100.83122255260093	-100.83122255260093	8.39	302.4936676578028	-480.42613544739754	480.42613544739754	527.0857860000002
