	rxn10158	rxn05312	rxn05318	rJB00240	rxn05158	rxn00615	rxn05209	rxn13836	rxn00148	rxn05229	rxn00250	rxn00134	rxn05581	rxn00097	rxn00251	rxn10165	rxn10053	EX_cpd00182_e	EX_cpd00100_e	EX_cpd00080_e	EX_cpd00009_e	ATPM	EX_cpd00170_e	EX_cpd00222_e	DM_cpd00002_c
36	-309.37677175698093	409.63449351396184	209.11905000000047	309.37677175698093	217.7226564860382	-644.3507564860382	-309.37677175698093	-16.993606486038175	209.11905000000002	-209.11905000000002	209.11905000000002	209.11905000000047	644.3507564860382	0.0	209.11905000000002	426.6281000000005	209.11905000000002	-209.11905000000013	644.3507564860382	-644.3507564860382	16.993606486038175	8.39	16.993606486038175	-16.993606486038175	209.11904999999996
37	-253.37479765558152	297.63054531116313	209.11905000000047	253.37479765558146	329.7266046888366	-756.3547046888364	-253.37479765558152	-128.99755468883666	209.1190499999999	-209.1190499999999	209.1190499999999	209.11905000000047	756.3547046888364	0.0	209.1190499999999	426.6281000000005	209.1190499999999	-209.11905000000013	756.3547046888364	-756.3547046888364	128.99755468883666	8.39	128.99755468883666	-128.99755468883666	209.11904999999996
38	-281.3478116922444	353.57657338448894	209.11905000000047	281.3478116922445	273.78057661551077	-700.4086766155106	-281.3478116922444	-73.05152661551085	209.1190499999999	-209.1190499999999	209.1190499999999	209.11905000000047	700.4086766155106	0.0	209.1190499999999	426.6281000000005	209.1190499999999	-209.11905000000013	700.4086766155106	-700.4086766155106	73.05152661551085	8.39	73.05152661551085	-73.05152661551085	209.11904999999996
39	-225.45772964699194	241.79640929398397	209.11905000000047	225.457729646992	385.56074070601574	-812.1888407060155	-225.45772964699194	-184.83169070601582	209.1190499999999	-209.1190499999999	209.1190499999999	209.11905000000047	812.1888407060155	0.0	209.1190499999999	426.6281000000005	209.1190499999999	-209.11905000000013	812.1888407060155	-812.1888407060155	184.83169070601582	8.39	184.83169070601582	-184.83169070601582	209.11904999999996
40	-372.3981288297813	455.3952147163021	289.40104294326045	372.3981288297813	412.8079141134791	-1000.0	-372.3981288297813	-131.79687117021865	289.40104294326045	-289.40104294326045	289.40104294326045	289.40104294326045	1000.0	0.0	289.40104294326045	587.1920858865209	289.40104294326045	-289.40104294326045	1000.0	-1000.0	131.79687117021876	8.39	131.79687117021865	-131.79687117021865	289.4010429432603
41	-318.9721603805237	366.3519339675395	271.5923867935079	318.97216038052375	448.4252264129842	-1000.0	-318.9721603805237	-185.2228396194763	271.5923867935079	-271.5923867935079	271.5923867935079	271.5923867935079	1000.0	0.0	271.5923867935079	551.5747735870158	271.5923867935079	-271.5923867935079	1000.0	-1000.0	185.2228396194763	8.39	185.2228396194763	-185.2228396194763	271.59238679350784
42	-600.198322	835.0622033333332	365.33444066666664	600.198322	260.94111866666674	-1000.0	-600.198322	96.00332199999991	365.33444066666664	-365.33444066666664	365.33444066666664	365.33444066666664	1000.0	0.0	365.33444066666664	739.0588813333333	365.33444066666664	-365.33444066666664	1000.0	-1000.0	-96.00332199999991	8.39	-96.00332199999991	96.00332199999991	365.33444066666664
43	-356.5762331001697	478.2316441335597	234.92082206677983	356.5762331001697	226.53082206677982	-704.7624662003395	-356.5762331001697	0.0	234.9208220667798	-234.9208220667798	234.9208220667798	234.92082206677983	704.7624662003395	0.0	234.9208220667798	478.2316441335597	234.9208220667798	-234.92082206677983	704.7624662003395	-704.7624662003395	0.0	8.39	0.0	0.0	234.92082206677992
44	-355.0870295116149	501.05500902322984	209.11905000000047	355.0870295116149	126.30214097676999	-627.3571499999998	-355.08702951161484	0.0	134.69214097677	-134.69214097677	134.69214097677	209.11905000000047	627.3571499999998	74.42690902322994	134.69214097677	501.05500902322984	134.69214097677	-209.11905000000013	627.3571499999998	-627.3571499999998	0.0	8.39	0.0	0.0	209.11904999999996
45	-404.29509224603044	599.4711344920609	209.11905000000047	404.29509224603044	27.886015507938623	-454.5141155079384	-404.2950922460304	172.8430344920613	209.1190499999999	-209.1190499999999	209.1190499999999	209.11905000000047	454.5141155079384	0.0	209.1190499999999	426.6281000000005	209.1190499999999	-209.11905000000013	454.51411550793847	-454.5141155079384	-172.84303449206107	8.39	-172.8430344920613	172.8430344920613	209.11904999999996
