reaction	linear_coefficient
rxn03253	0.6462696637032375
rxn02720	0.6462696637032375
rxn00946	0.6462696637032375
rxn02679	0.6462696637032375
rxn02803	0.6462696637032375
rxn03251	0.6462696637032375
rxn00872	0.6462696637032375
rxn01451	0.8238733085453489
rxn03242	0.8238733085453489
rxn03239	0.8238733085453489
rxn06777	0.8238733085453489
rxn03244	0.8238733085453489
rxn03249	0.8238733085453489
rxn03246	0.8238733085453489
rxn02122	0.828673407054595
rxn01387	0.10459700885214081
rxn00616	1.0
rxn00501	0.5325442528687877
rxn10125	0.5362366363374387
rxn01851	0.828673407054595
rxn13812	0.38595662916334433
rxn01297	0.9239369005457899
rxn01522	0.9239369005457899
rxn00288	0.6540236689874045
rxn10126	0.6540236689874045
rJB00270	0.6540236689874045
rxn06493	0.71384028117955
rxn13808	0.724917431585503
rxn00623	0.3449711726613186
rxn00506	0.828673407054595
rxn00779	0.26853883486024366
rxn13726	0.6747010164118499
rJB00264	0.6747010164118499
rxn10122	0.6747010164118499
rxn00604	0.5277441543595415
rxn10902	0.5277441543595415
rxn00671	0.5325442528687877
rxn01115	0.18324477673440637
rxn00338	0.38595662916334433
rxn00248	0.29290856575334
rxn05353	0.5650372273929162
rxn05356	0.5650372273929162
rxn05355	0.5650372273929162
rxn05354	0.5650372273929162
rxn05357	0.5650372273929162
rxn05352	0.5650372273929162
rxn05351	0.5650372273929162
rxn05338	0.09942767199602943
rxn00611	0.09721224191483886
rxn00612	0.09721224191483886
rxn05436	0.014502852217057239
rxn05448	0.014502852217057239
rxn05442	0.014502852217057239
rxn05437	0.014502852217057239
rxn05449	0.014502852217057239
rxn05443	0.014502852217057239
rxn05438	0.014502852217057239
rxn05450	0.014502852217057239
rxn05444	0.014502852217057239
rxn05433	0.014502852217057239
rxn05445	0.014502852217057239
rxn05439	0.014502852217057239
rxn05446	0.014502852217057239
rxn05434	0.014502852217057239
rxn05440	0.014502852217057239
rxn05435	0.014502852217057239
rxn05447	0.014502852217057239
rxn05441	0.014502852217057239
rxn05322	0.014502852217057239
rxn05327	0.014502852217057239
rxn05324	0.014502852217057239
rxn13838	0.014502852217057239
rxn05328	0.014502852217057239
rxn05326	0.014502852217057239
rxn13850	0.014502852217057239
rxn08396	0.014502852217057239
rxn05325	0.014502852217057239
rxn05323	0.014502852217057239
rxn05464	0.014502852217057239
rxn02866	0.2777697935318711
rxn05339	0.3553098463735413
rxn05337	0.3553098463735413
rxn13844	0.3553098463735413
rxn05341	0.3553098463735413
rxn05336	0.3553098463735413
rxn05372	0.3553098463735413
rxn05422	0.3553098463735413
rxn05397	0.3553098463735413
rxn05376	0.3553098463735413
rxn05426	0.3553098463735413
rxn05401	0.3553098463735413
rxn05380	0.3553098463735413
rxn05430	0.3553098463735413
rxn05405	0.3553098463735413
rxn05461	0.3553098463735413
rxn07993	0.3553098463735413
rxn05340	0.3553098463735413
rxn05342	0.3553098463735413
rxn05360	0.3553098463735413
rxn05410	0.3553098463735413
rxn05385	0.3553098463735413
rxn05414	0.3553098463735413
rxn05364	0.3553098463735413
rxn05389	0.3553098463735413
rxn05368	0.3553098463735413
rxn05418	0.3553098463735413
rxn05393	0.3553098463735413
rxn00083	0.25450777767937
rxn11245	0.4417116195399739
rxn00781	0.461281251923824
rxn00199	0.10459700885214081
rxn08398	0.48195859934826946
rxn03532	0.3449711726613186
rxn13839	0.09979691034289453
rxn13790	0.5642987506991859
rxn03897	0.6093458290167277
rxn05289	0.3981414946098925
rxn02842	0.7053477992016529
rxn13909	0.5462060717027962
rxn01643	0.15259799394460336
rJB00277	0.4479886714366806
rxn00211	0.7703337482499099
rxn01480	0.342755742580128
rxn01053	0.828673407054595
rxn01867	0.828673407054595
rxn01945	0.3663869967794942
rJB00104	0.3663869967794942
rxn21407	0.6950091254894301
rxn08975	0.4125417901376313
rJB00263	0.4125417901376313
rxn00371	0.49192803471362706
rxn08094	0.583868383083036
rxn00154	0.6857781668178028
rxn00085	0.43543456764326727
rxn00159	0.23678433702984536
rxn00161	0.23678433702984536
rxn10062	0.7906418573274901
rxn13898	0.8441814176229292
rxn01740	0.3290939237461195
rxn00962	0.7038708458141925
rxn00979	0.6196845027289506
rxn00509	0.6196845027289506
rxn01101	0.8094730130176101
rxn00686	0.08908899828380674
rxn00931	0.030010862785391293
rxn04954	0.3372171673771516
rxn01802	0.35420213133294604
rxn01331	0.3250323019306034
rxn03951	0.17069067294099305
rxn02465	0.26373873635099737
rxn00183	0.5303288227875971
rxn13895	0.5303288227875971
rxn01452	0.2733389333694899
rxn02270	0.6462696637032375
rxn00508	0.4409731428462438
rxn00500	0.21315308283047915
rxn02939	0.419188080381203
rxn13682	0.08133499299963971
rxn01241	0.71384028117955
rxn02933	0.28589303716290315
rxn00907	0.5266364393189461
rxn00992	0.27223121832889463
rxn00086	0.5517446469057727
rxn01475	0.12232044950166543
rxn13834	0.4243574172373144
rxn00629	0.24490758066087748
rxn00546	0.24490758066087748
rxn42682	0.4568503917614429
rxn13925	0.6894705502864537
rxn02774	0.2090914610149631
rxn00198	0.060288407228329205
rxn03492	0.7341483902571304
rxn02285	0.4250958939310446
rxn00077	0.5214671024628348
rxn01268	0.0942583351399181
rxn13705	0.41032636005644074
rxn09896	0.6595622441903809
rxn01045	0.6595622441903809
rxn00935	0.7503948775191946
rxn00638	0.36047918322965267
rxn00763	0.19469116548722434
rxn03958	0.04293420492566967
rxn13906	0.2626310213104021
rxn01302	0.7588873594970919
rxn00834	0.30435495450615807
rxn05293	0.39887997130362274
rxn07967	0.27924674691933143
rxn00105	0.15776733080071467
rxn02373	0.3896490126319953
rxn02474	0.18435249177500165
rxn03055	0.38411043742901885
rxn09953	0.7467024940505436
rxn02112	0.04367268161939987
rxn02632	0.04367268161939987
rxn01686	0.04367268161939987
rxn13787	0.17179838798158836
rxn13896	0.17179838798158836
rxn01790	0.3187552500338968
rxn00859	0.7681183181687192
rxn08352	0.13081293147956263
rxn08756	0.13081293147956263
rxn00122	0.5690988492084322
rxn00184	0.2323534768674642
rxn01011	0.21610698960539992
rxn06591	0.648115855437563
rxn02186	0.07653489449039347
rxn08764	0.07653489449039347
rxn02929	0.4867586978575157
rxn00190	0.3412787891926677
rxn00138	0.3412787891926677
rxn08977	0.4125417901376313
rxn36840	0.47937393092021374
rxn02003	0.5318057761750575
rxn08291	0.4959896565291431
rxn13795	0.828673407054595
rxn13788	0.013764375523327045
rxn00429	0.2759236017975456
rxn02440	0.4287882773996955
rxn00868	0.4118853759280152
rxn10074	0.4118853759280152
rxn01729	0.4118853759280152
rxn01068	0.4118853759280152
rxn01314	0.4118853759280152
rxn05570	0.6651008193933574
rxn05159	0.6651008193933574
rxn05180	0.6651008193933574
rxn10073	0.6651008193933574
rxn08087	0.5284826310532716
rxn08086	0.5284826310532716
rxn08089	0.5284826310532716
rxn08088	0.5284826310532716
rxn08085	0.5284826310532716
rxn08083	0.5284826310532716
rxn08084	0.5284826310532716
rxn10215	0.5284826310532716
rxn10218	0.5284826310532716
rxn10214	0.5284826310532716
rxn10219	0.5284826310532716
rxn10217	0.5284826310532716
rxn10216	0.5284826310532716
rxn10212	0.5284826310532716
rxn10211	0.5284826310532716
rxn10213	0.5284826310532716
rxn05175	0.9567991134167836
rxn03243	0.40294159311913874
rxn03248	0.40294159311913874
rxn06510	0.40294159311913874
rxn02804	0.40294159311913874
rxn02680	0.40294159311913874
rxn05619	0.7699645099030448
