opt_fraction	R_value	p_value
0.1	0.14704288506548543	0.00518274777152219
0.2	0.13355054702265975	0.010752106590148726
0.3	0.0943264578505295	0.06843295666419519
0.4	0.11085861876606155	0.029010052345824457
0.5	0.1627247513398566	0.0008647577936974717
0.6	0.11535789080996416	0.017757045355688193
0.7	0.1307556275942998	0.00675227220120639
0.8	0.12289525713449799	0.010213832950556568
0.9	0.08270959833353116	0.07415757320210423
0.45	0.1451700910338183	0.003835463750288808
0.55	0.1728505583277153	0.0003977711772900697
0.475	0.15606490519743307	0.0017672372189719227
0.487	0.14449583482898962	0.0035655197062072455
0.525	0.1528271105739616	0.00184121644927077
0.513	0.16334962574281334	0.0008622353159279193
