reaction	linear_coefficient
rxn03253	[0.15339889137575877]
rxn02720	[0.15339889137575877]
rxn00946	[0.15339889137575877]
rxn02679	[0.15339889137575877]
rxn02803	[0.15339889137575877]
rxn03251	[0.13952752014565759]
rxn00872	[0.13952752014565759]
rxn01451	[np.float64(0.3100922665309721)]
rxn03242	[np.float64(0.3100922665309721)]
rxn03239	[np.float64(0.3100922665309721)]
rxn06777	[np.float64(0.3100922665309721)]
rxn03244	[np.float64(0.3100922665309721)]
rxn03249	[np.float64(0.3100922665309721)]
rxn03246	[np.float64(0.3100922665309721)]
rxn02122	[0.004169784755153874]
rxn01387	[0.483627019369781]
rxn00616	[np.float64(0.3100922665309721)]
rxn00501	[0.14467335140843704]
rxn10125	[0.2464713176938572]
rxn01851	[0.29569231238131305]
rxn13812	[0.4397755877391385]
rxn01297	[0.11849673150647189]
rxn01522	[0.11849673150647189]
rxn00288	[0.40129371916530937]
rxn10126	[0.40129371916530937]
rJB00270	[0.40129371916530937]
rxn06493	[0.029898941069051267]
rxn13808	[0.42210077601046114]
rxn00623	[0.09366250236871003]
rxn00506	[0.07688261781616826]
rxn00779	[0.20440974041548576]
rxn13726	[0.11693060894823464]
rJB00264	[0.11693060894823464]
rxn10122	[0.11693060894823464]
rxn00604	[0.4726641614621204]
rxn10902	[0.4726641614621204]
rxn00671	[0.14467335140843704]
rxn01115	[0.45185710461696865]
rxn00338	[0.4397755877391385]
rxn00248	[0.5979539661210991]
rxn05353	[0.15541247752206377]
rxn05356	[0.15541247752206377]
rxn05355	[0.15541247752206377]
rxn05354	[0.15541247752206377]
rxn05357	[0.15541247752206377]
rxn05352	[0.15541247752206377]
rxn05351	[0.15541247752206377]
rxn05338	[0.5089087120956106]
rxn00611	[0.5227800833257118]
rxn00612	[0.5227800833257118]
rxn05436	[0.5534313391083548]
rxn05448	[0.5534313391083548]
rxn05442	[0.5534313391083548]
rxn05437	[0.5534313391083548]
rxn05449	[0.5534313391083548]
rxn05443	[0.5534313391083548]
rxn05438	[0.5534313391083548]
rxn05450	[0.5534313391083548]
rxn05444	[0.5534313391083548]
rxn05433	[0.5534313391083548]
rxn05445	[0.5534313391083548]
rxn05439	[0.5534313391083548]
rxn05446	[0.5534313391083548]
rxn05434	[0.5534313391083548]
rxn05440	[0.5534313391083548]
rxn05435	[0.5534313391083548]
rxn05447	[0.5534313391083548]
rxn05441	[0.5534313391083548]
rxn05322	[0.5534313391083548]
rxn05327	[0.5534313391083548]
rxn05324	[0.5534313391083548]
rxn13838	[0.5534313391083548]
rxn05328	[0.5534313391083548]
rxn05326	[0.5534313391083548]
rxn13850	[0.5534313391083548]
rxn08396	[0.5534313391083548]
rxn05325	[0.5534313391083548]
rxn05323	[0.5534313391083548]
rxn05464	[0.5534313391083548]
rxn02866	[0.39905640122497044]
rxn05339	[0.4212058488343256]
rxn05337	[0.4212058488343256]
rxn13844	[0.4212058488343256]
rxn05341	[0.4212058488343256]
rxn05336	[0.4212058488343256]
rxn05372	[0.4212058488343256]
rxn05422	[0.4212058488343256]
rxn05397	[0.4212058488343256]
rxn05376	[0.4212058488343256]
rxn05426	[0.4212058488343256]
rxn05401	[0.4212058488343256]
rxn05380	[0.4212058488343256]
rxn05430	[0.4212058488343256]
rxn05405	[0.4212058488343256]
rxn05461	[0.4212058488343256]
rxn07993	[0.4212058488343256]
rxn05340	[0.4212058488343256]
rxn05342	[0.4212058488343256]
rxn05360	[0.4212058488343256]
rxn05410	[0.4212058488343256]
rxn05385	[0.4212058488343256]
rxn05414	[0.4212058488343256]
rxn05364	[0.4212058488343256]
rxn05389	[0.4212058488343256]
rxn05368	[0.4212058488343256]
rxn05418	[0.4212058488343256]
rxn05393	[0.4212058488343256]
rxn00083	[np.float64(0.3100922665309721)]
rxn11245	[0.5404548950543892]
rxn00781	[0.5764757138938456]
rxn00199	[0.483627019369781]
rxn08398	[0.19613166403623183]
rxn03532	[0.09366250236871003]
rxn13839	[0.5715536144251]
rxn13790	[0.2560917848373145]
rxn03897	[0.24468146334158603]
rxn05289	[0.48765419166239093]
rxn02842	[0.2867430406199575]
rxn13909	[0.14870052370104708]
rxn01643	[0.5840825948909979]
rJB00277	[np.float64(0.3100922665309721)]
rxn00211	[0.013566520104577273]
rxn01480	[0.20150122709304522]
rxn01053	[0.29569231238131305]
rxn01867	[0.004169784755153874]
rxn01945	[0.4480536641183924]
rJB00104	[0.4480536641183924]
rxn21407	[np.float64(0.3100922665309721)]
rxn08975	[0.17599580257318173]
rJB00263	[0.17599580257318173]
rxn00371	[0.48765419166239093]
rxn08094	[0.07688261781616826]
rxn00154	[np.float64(0.3100922665309721)]
rxn00085	[0.47602013837262874]
rxn00159	[0.4133752360431394]
rxn00161	[0.4133752360431394]
rxn10062	[0.05853661070538924]
rxn13898	[0.7087012041678749]
rxn01740	[0.46281996252462926]
rxn00962	[0.5429159447887619]
rxn00979	[0.4442502236198163]
rxn00509	[0.4442502236198163]
rxn01101	[0.15026664625928432]
rxn00686	[0.5715536144251]
rxn00931	[0.4478299323243586]
rxn04954	[0.2464713176938572]
rxn01802	[0.6174186322020474]
rxn01331	[np.float64(0.3100922665309721)]
rxn03951	[0.6357646393128265]
rxn02465	[0.5444820673469992]
rxn00183	[np.float64(0.3100922665309721)]
rxn13895	[np.float64(0.3100922665309721)]
rxn01452	[0.4408942467093079]
rxn02270	[0.4782574563129676]
rxn00508	[0.6357646393128265]
rxn00500	[0.4397755877391385]
rxn02939	[0.20866064450212968]
rxn13682	[0.6357646393128265]
rxn01241	[0.20038256812287575]
rxn02933	[0.4281415344493762]
rxn00907	[0.26571225198077175]
rxn00992	[0.20463347220951966]
rxn00086	[0.15339889137575877]
rxn01475	[np.float64(0.3100922665309721)]
rxn13834	[0.2867430406199575]
rxn00629	[0.6357646393128265]
rxn00546	[0.6357646393128265]
rxn42682	[0.20150122709304522]
rxn13925	[np.float64(0.3100922665309721)]
rxn02774	[0.5534313391083548]
rxn00198	[0.483627019369781]
rxn03492	[0.15026664625928432]
rxn02285	[0.030122672863085162]
rxn00077	[np.float64(0.3100922665309721)]
rxn01268	[0.7858886731095669]
rxn13705	[np.float64(0.3100922665309721)]
rxn09896	[0.5431396765827958]
rxn01045	[0.5431396765827958]
rxn00935	[np.float64(0.3100922665309721)]
rxn00638	[0.013566520104577273]
rxn00763	[0.5037628808328312]
rxn03958	[0.7087012041678749]
rxn13906	[np.float64(0.3100922665309721)]
rxn01302	[0.7087012041678749]
rxn00834	[np.float64(0.3100922665309721)]
rxn05293	[0.4773625291368321]
rxn07967	[0.4478299323243586]
rxn00105	[0.5431396765827958]
rxn02373	[0.42210077601046114]
rxn02474	[0.5453769945231348]
rxn03055	[0.4525282999990703]
rxn09953	[0.20172495888707911]
rxn02112	[0.30620770670090597]
rxn02632	[0.30620770670090597]
rxn01686	[0.30620770670090597]
rxn13787	[np.float64(0.3100922665309721)]
rxn13896	[np.float64(0.3100922665309721)]
rxn01790	[np.float64(0.3100922665309721)]
rxn00859	[np.float64(0.3100922665309721)]
rxn08352	[np.float64(0.3100922665309721)]
rxn08756	[np.float64(0.3100922665309721)]
rxn00122	[0.03235999080342406]
rxn00184	[0.5270309874123558]
rxn01011	[0.4822846286055777]
rxn06591	[0.2068707901498586]
rxn02186	[0.5431396765827958]
rxn08764	[0.5431396765827958]
rxn02929	[0.5715536144251]
rxn00190	[0.25005102639839943]
rxn00138	[0.25005102639839943]
rxn08977	[0.17599580257318173]
rxn36840	[0.17599580257318173]
rxn02003	[np.float64(0.3100922665309721)]
rxn08291	[0.5346378684095081]
rxn13795	[0.29569231238131305]
rxn13788	[0.3044178523486348]
rxn00429	[0.2630274704523651]
rxn02440	[0.450962177440833]
rxn00868	[np.float64(0.3100922665309721)]
rxn10074	[np.float64(0.3100922665309721)]
rxn01729	[np.float64(0.3100922665309721)]
rxn01068	[np.float64(0.3100922665309721)]
rxn01314	[np.float64(0.3100922665309721)]
rxn05570	[0.2167149890873498]
rxn05159	[0.2167149890873498]
rxn05180	[0.2167149890873498]
rxn10073	[0.2167149890873498]
rxn08087	[0.2813734775631441]
rxn08086	[0.2813734775631441]
rxn08089	[0.2813734775631441]
rxn08088	[0.2813734775631441]
rxn08085	[0.2813734775631441]
rxn08083	[0.2813734775631441]
rxn08084	[0.2813734775631441]
rxn10215	[0.2813734775631441]
rxn10218	[0.2813734775631441]
rxn10214	[0.2813734775631441]
rxn10219	[0.2813734775631441]
rxn10217	[0.2813734775631441]
rxn10216	[0.2813734775631441]
rxn10212	[0.2813734775631441]
rxn10211	[0.2813734775631441]
rxn10213	[0.2813734775631441]
rxn05175	[0.09791340645535394]
rxn03243	[np.float64(0.3100922665309721)]
rxn03248	[np.float64(0.3100922665309721)]
rxn06510	[np.float64(0.3100922665309721)]
rxn02804	[np.float64(0.3100922665309721)]
rxn02680	[np.float64(0.3100922665309721)]
rxn05619	[0.05607556097101645]
rxn05163	[0.09791340645535394]
rxn10158	[0.2630274704523651]
rxn05603	[0.2630274704523651]
rxn05154	[0.05987900146959258]
rxn00727	[0.0739741044937277]
rxn05161	[0.2630274704523651]
rxn05168	[0.2630274704523651]
rxn05155	[0.08605562137155777]
rxn05201	[0.2867430406199575]
rxn02831	[0.07755381319826993]
rxn13885	[0.1176018043303363]
rxn05512	[0.06234005120396537]
rxn08669	[0.15339889137575877]
rxn05156	[0.05987900146959258]
rxn05164	[0.05987900146959258]
rxn13828	[0.07755381319826993]
rxn13829	[0.07755381319826993]
rxn05247	[0.07755381319826993]
rxn05248	[0.07755381319826993]
rxn05249	[0.07755381319826993]
rxn05250	[0.07755381319826993]
rxn05251	[0.07755381319826993]
rxn05252	[0.07755381319826993]
rxn09450	[0.07755381319826993]
rxn09449	[0.07755381319826993]
rxn09448	[0.07755381319826993]
rxn05736	[0.07755381319826993]
rxn00947	[0.07755381319826993]
rxn13892	[0.30329919337846534]
rxn08002	[np.float64(0.3100922665309721)]
rxn05349	[np.float64(0.3100922665309721)]
rxn00187	[0.08605562137155777]
rxn05331	[0.2675021063330429]
rxn05333	[0.2675021063330429]
rxn10221	[0.015580106250882284]
rxn10224	[0.015580106250882284]
rxn08306	[0.015580106250882284]
rxn08307	[0.015580106250882284]
rxn08308	[0.015580106250882284]
rxn08310	[0.015580106250882284]
rxn08311	[0.015580106250882284]
rxn08312	[0.015580106250882284]
rxn10220	[0.015580106250882284]
rxn10225	[0.015580106250882284]
rxn10223	[0.015580106250882284]
rxn10222	[0.015580106250882284]
rxn10481	[0.46975564813967974]
rxn10344	[0.46975564813967974]
rxn10343	[0.46975564813967974]
rxn01629	[np.float64(0.3100922665309721)]
rxn00986	[np.float64(0.3100922665309721)]
rxn00675	[np.float64(0.3100922665309721)]
rxn05206	[0.0665909552906093]
rxn02911	[np.float64(0.3100922665309721)]
rxn03240	[np.float64(0.3100922665309721)]
rxn03241	[np.float64(0.3100922665309721)]
rxn03245	[np.float64(0.3100922665309721)]
rxn03250	[np.float64(0.3100922665309721)]
rxn03247	[np.float64(0.3100922665309721)]
rxn05165	[0.006630834489526669]
rxn05181	[0.006630834489526669]
rxn10978	[0.2630274704523651]
rxn13831	[0.2867430406199575]
rxn10338	[0.25832910277765336]
rxn10341	[0.25832910277765336]
rxn10337	[0.25832910277765336]
rxn10342	[0.25832910277765336]
rxn10340	[0.25832910277765336]
rxn10339	[0.25832910277765336]
rxn10335	[0.25832910277765336]
rxn10334	[0.25832910277765336]
rxn10336	[0.25832910277765336]
rxn13785	[0.10529655565847233]
rPY00162	[0.2813734775631441]
rPY00167	[0.2813734775631441]
rxn02160	[np.float64(0.3100922665309721)]
rxn13872	[0.2645935930106023]
rxn01964	[0.1898671738032829]
rxn00416	[0.07419783628776157]
rxn05651	[0.2513934171626028]
rxn05564	[0.20396227682741802]
rxn01192	[0.550970289373982]
rxn12206	[np.float64(0.3100922665309721)]
rxn12432	[np.float64(0.3100922665309721)]
rxn00874	[np.float64(0.3100922665309721)]
rxn02483	[np.float64(0.3100922665309721)]
rxn01827	[np.float64(0.3100922665309721)]
rxn03393	[0.165256676459555]
rxn05176	[0.14713440114280985]
rxn05153	[0.14713440114280985]
rxn00858	[0.20396227682741802]
rxn05237	[0.1504903780533182]
rxn11080	[0.1504903780533182]
rxn09657	[0.28853289497222856]
rxn05202	[0.2867430406199575]
rxn05682	[0.28853289497222856]
rxn05312	[0.4243380939508]
rxn05527	[0.28853289497222856]
rxn05318	[0.28853289497222856]
rxn05198	[0.28853289497222856]
rxn05317	[0.28853289497222856]
rxn05205	[0.28853289497222856]
rxn05316	[0.28853289497222856]
rxn05200	[0.28853289497222856]
rxn05199	[0.28853289497222856]
rxn09688	[np.float64(0.3100922665309721)]
rxn09687	[np.float64(0.3100922665309721)]
rxn09685	[np.float64(0.3100922665309721)]
rxn02287	[0.5082375167135089]
rxn00567	[0.4912339003669333]
rJB00273	[0.14467335140843704]
rJB00274	[0.14467335140843704]
rxn04092	[0.029898941069051267]
rxn08550	[np.float64(0.3100922665309721)]
rxn08552	[np.float64(0.3100922665309721)]
rxn02503	[0.5044340762149327]
rxn00256	[0.4726641614621204]
rxn00225	[0.19322315071379126]
rxn00799	[0.44939605488259576]
rxn05663	[0.20396227682741802]
rxn00806	[np.float64(0.3100922665309721)]
rxn00493	[0.6171949004080136]
rxn05108	[0.6171949004080136]
rxn12562	[0.2630274704523651]
rJB00237	[0.2630274704523651]
rJB00240	[0.2630274704523651]
rxn05207	[0.2630274704523651]
rJB00238	[0.2630274704523651]
rxn03004	[0.3048653159367026]
rxn13841	[np.float64(0.3100922665309721)]
rxn01644	[0.5534313391083548]
rxn04093	[0.029898941069051267]
rxn05179	[np.float64(0.3100922665309721)]
rxn13794	[0.2630274704523651]
rxn10170	[0.2630274704523651]
rxn05169	[0.2630274704523651]
rxn01352	[0.13482915247094587]
rxn09016	[0.13482915247094587]
